Date,Country,Region,Confirmed,Deaths,Recovered
2020-02-04,Bahrain,,0,0,0
2020-02-04,Brunei Darussalam,,0,0,0
2020-02-04,Bolivia,,0,0,0
2020-02-04,Brazil,,0,0,0
2020-02-04,Bhutan,,0,0,0
2020-02-04,Belarus,,0,0,0
2020-02-04,Canada,Alberta,0,0,0
2020-02-04,Canada,British Columbia,1,0,0
2020-02-04,Canada,Grand Princess,0,0,0
2020-02-04,Canada,Manitoba,0,0,0
2020-02-04,Canada,New Brunswick,0,0,0
2020-02-04,Canada,Ontario,3,0,0
2020-02-04,Canada,Quebec,0,0,0
2020-02-04,Canada,Saskatchewan,0,0,0
2020-02-04,Congo,,0,0,0
2020-02-04,Switzerland,,0,0,0
2020-02-04,Côte d'Ivoire,,0,0,0
2020-02-04,Chile,,0,0,0
2020-02-04,Cameroon,,0,0,0
2020-02-04,China,Anhui,480,0,20
2020-02-04,China,Beijing,228,1,23
2020-02-04,China,Chongqing,366,2,9
2020-02-04,China,Fujian,194,0,3
2020-02-04,China,Gansu,57,0,4
2020-02-04,China,Guangdong,813,0,30
2020-02-04,China,Guangxi,139,0,10
2020-02-04,China,Guizhou,58,0,2
2020-02-04,China,Hainan,80,1,5
2020-02-04,China,Hebei,126,1,4
2020-02-04,China,Heilongjiang,155,2,4
2020-02-04,China,Henan,675,2,27
2020-02-04,China,Hong Kong,17,1,0
2020-02-04,China,Hubei,16678,479,522
2020-02-04,China,Hunan,593,0,31
2020-02-04,China,Inner Mongolia,35,0,1
2020-02-04,China,Jiangsu,308,0,12
2020-02-04,China,Jiangxi,476,0,20
2020-02-04,China,Jilin,42,0,1
2020-02-04,China,Liaoning,81,0,2
2020-02-04,China,Macau,10,0,0
2020-02-04,China,Ningxia,34,0,1
2020-02-04,China,Qinghai,15,0,0
2020-02-04,China,Shaanxi,142,0,2
2020-02-04,China,Shandong,275,0,11
2020-02-04,China,Shanghai,219,1,12
2020-02-04,China,Shanxi,81,0,4
2020-02-04,China,Sichuan,282,1,14
2020-02-04,China,Tianjin,67,0,2
2020-02-04,China,Tibet,1,0,0
2020-02-04,China,Xinjiang,29,0,0
2020-02-04,China,Yunnan,122,0,5
2020-02-04,China,Zhejiang,829,0,62
2020-02-04,Colombia,,0,0,0
2020-02-04,Costa Rica,,0,0,0
2020-02-04,Cuba,,0,0,0
2020-02-04,Cyprus,,0,0,0
2020-02-04,Czechia,,0,0,0
2020-02-04,Germany,,12,0,0
2020-02-04,Denmark,Denmark,0,0,0
2020-02-04,Denmark,Faroe Islands,0,0,0
2020-02-04,Dominican Republic,,0,0,0
2020-02-04,Algeria,,0,0,0
2020-02-04,Ecuador,,0,0,0
2020-02-04,Estonia,,0,0,0
2020-02-04,Egypt,,0,0,0
2020-02-04,Spain,,1,0,0
2020-02-04,Ethiopia,,0,0,0
2020-02-04,Finland,,1,0,0
2020-02-04,France,France,6,0,0
2020-02-04,France,French Polynesia,0,0,0
2020-02-04,France,Saint Barthelemy,0,0,0
2020-02-04,France,St Martin,0,0,0
2020-02-04,Georgia,,0,0,0
2020-02-04,French Guiana,,0,0,0
2020-02-04,Guinea,,0,0,0
2020-02-04,Guadeloupe,,0,0,0
2020-02-04,Greece,,0,0,0
2020-02-04,Guyana,,0,0,0
2020-02-04,Honduras,,0,0,0
2020-02-04,Croatia,,0,0,0
2020-02-04,Hungary,,0,0,0
2020-02-04,Indonesia,,0,0,0
2020-02-04,Ireland,,0,0,0
2020-02-04,Israel,,0,0,0
2020-02-04,India,,3,0,0
2020-02-04,Iraq,,0,0,0
2020-02-04,Iran,,0,0,0
2020-02-04,Iceland,,0,0,0
2020-02-04,Italy,,2,0,0
2020-02-04,Jamaica,,0,0,0
2020-02-04,Jordan,,0,0,0
2020-02-04,Japan,,22,0,1
2020-02-04,Kenya,,0,0,0
2020-02-04,Cambodia,,1,0,0
2020-02-04,Korea,,16,0,0
2020-02-04,Kuwait,,0,0,0
2020-02-04,Cayman Islands,,0,0,0
2020-02-04,Kazakhstan,,0,0,0
2020-02-04,Lebanon,,0,0,0
2020-02-04,Liechtenstein,,0,0,0
2020-02-04,Sri Lanka,,1,0,0
2020-02-04,Lithuania,,0,0,0
2020-02-04,Luxembourg,,0,0,0
2020-02-04,Latvia,,0,0,0
2020-02-04,Morocco,,0,0,0
2020-02-04,Monaco,,0,0,0
2020-02-04,Moldova,,0,0,0
2020-02-04,North Macedonia,,0,0,0
2020-02-04,Mongolia,,0,0,0
2020-02-04,Martinique,,0,0,0
2020-02-04,Malta,,0,0,0
2020-02-04,Maldives,,0,0,0
2020-02-04,Mexico,,0,0,0
2020-02-04,Malaysia,,10,0,0
2020-02-04,Nigeria,,0,0,0
2020-02-04,Netherlands,,0,0,0
2020-02-04,Norway,,0,0,0
2020-02-04,Nepal,,1,0,0
2020-02-04,New Zealand,,0,0,0
2020-02-04,Oman,,0,0,0
2020-02-04,Panama,,0,0,0
2020-02-04,Peru,,0,0,0
2020-02-04,Philippines,,2,1,0
2020-02-04,Pakistan,,0,0,0
2020-02-04,Poland,,0,0,0
2020-02-04,Portugal,,0,0,0
2020-02-04,Paraguay,,0,0,0
2020-02-04,Qatar,,0,0,0
2020-02-04,Réunion,,0,0,0
2020-02-04,Romania,,0,0,0
2020-02-04,Serbia,,0,0,0
2020-02-04,Russian Federation,,2,0,0
2020-02-04,Saudi Arabia,,0,0,0
2020-02-04,Sudan,,0,0,0
2020-02-04,Sweden,,1,0,0
2020-02-04,Singapore,,24,0,0
2020-02-04,Slovenia,,0,0,0
2020-02-04,Slovakia,,0,0,0
2020-02-04,San Marino,,0,0,0
2020-02-04,Senegal,,0,0,0
2020-02-04,Togo,,0,0,0
2020-02-04,Thailand,,25,0,5
2020-02-04,Tunisia,,0,0,0
2020-02-04,Turkey,,0,0,0
2020-02-04,Taiwan,,11,0,0
2020-02-04,Ukraine,,0,0,0
2020-02-04,UK,Channel Islands,0,0,0
2020-02-04,UK,Gibraltar,0,0,0
2020-02-04,UK,United Kingdom,2,0,0
2020-02-04,United States of America,Alaska,0,0,0
2020-02-04,United States of America,Alabama,0,0,0
2020-02-04,United States of America,Arkansas,0,0,0
2020-02-04,United States of America,Arizona,1,0,0
2020-02-04,United States of America,California,6,0,0
2020-02-04,United States of America,Colorado,0,0,0
2020-02-04,United States of America,Connecticut,0,0,0
2020-02-04,United States of America,District of Columbia,0,0,0
2020-02-04,United States of America,Delaware,0,0,0
2020-02-04,United States of America,Diamond Princess,0,0,0
2020-02-04,United States of America,Florida,0,0,0
2020-02-04,United States of America,Georgia,0,0,0
2020-02-04,United States of America,Grand Princess,0,0,0
2020-02-04,United States of America,Hawaii,0,0,0
2020-02-04,United States of America,Iowa,0,0,0
2020-02-04,United States of America,Idaho,0,0,0
2020-02-04,United States of America,Illinois,2,0,0
2020-02-04,United States of America,Indiana,0,0,0
2020-02-04,United States of America,Kansas,0,0,0
2020-02-04,United States of America,Kentucky,0,0,0
2020-02-04,United States of America,Louisiana,0,0,0
2020-02-04,United States of America,Massachusetts,1,0,0
2020-02-04,United States of America,Maryland,0,0,0
2020-02-04,United States of America,Maine,0,0,0
2020-02-04,United States of America,Michigan,0,0,0
2020-02-04,United States of America,Minnesota,0,0,0
2020-02-04,United States of America,Missouri,0,0,0
2020-02-04,United States of America,Mississippi,0,0,0
2020-02-04,United States of America,Montana,0,0,0
2020-02-04,United States of America,North Carolina,0,0,0
2020-02-04,United States of America,North Dakota,0,0,0
2020-02-04,United States of America,Nebraska,0,0,0
2020-02-04,United States of America,New Hampshire,0,0,0
2020-02-04,United States of America,New Jersey,0,0,0
2020-02-04,United States of America,New Mexico,0,0,0
2020-02-04,United States of America,Nevada,0,0,0
2020-02-04,United States of America,New York,0,0,0
2020-02-04,United States of America,Ohio,0,0,0
2020-02-04,United States of America,Oklahoma,0,0,0
2020-02-04,United States of America,Oregon,0,0,0
2020-02-04,United States of America,OR ,0,0,0
2020-02-04,United States of America,Pennsylvania,0,0,0
2020-02-04,United States of America,Rhode Island,0,0,0
2020-02-04,United States of America,South Carolina,0,0,0
2020-02-04,United States of America,South Dakota,0,0,0
2020-02-04,United States of America,Tennessee,0,0,0
2020-02-04,United States of America,Texas,0,0,0
2020-02-04,United States of America,Utah,0,0,0
2020-02-04,United States of America,Virginia,0,0,0
2020-02-04,United States of America,Vermont,0,0,0
2020-02-04,United States of America,Washington,1,0,0
2020-02-04,United States of America,Wisconsin,0,0,0
2020-02-04,United States of America,West Virginia,0,0,0
2020-02-04,United States of America,Wyoming,0,0,0
2020-02-04,Holy See,,0,0,0
2020-02-04,Vietnam,,8,0,1
2020-02-04,South Africa,,0,0,0
2020-02-05,??,Diamond Princess,0,0,0
2020-02-05,Andorra,,0,0,0
2020-02-05,United Arab Emirates,,5,0,0
2020-02-05,Afghanistan,,0,0,0
2020-02-05,Antigua and Barbuda,,0,0,0
2020-02-05,Albania,,0,0,0
2020-02-05,Armenia,,0,0,0
2020-02-05,Argentina,,0,0,0
2020-02-05,Austria,,0,0,0
2020-02-05,Australia,Australian Capital Territory,0,0,0
2020-02-05,Australia,From Diamond Princess,0,0,0
2020-02-05,Australia,New South Wales,4,0,2
2020-02-05,Australia,Northern Territory,0,0,0
2020-02-05,Australia,Queensland,3,0,0
2020-02-05,Australia,South Australia,2,0,0
2020-02-05,Australia,Tasmania,0,0,0
2020-02-05,Australia,Victoria,4,0,0
2020-02-05,Australia,Western Australia,0,0,0
2020-02-05,Aruba,,0,0,0
2020-02-05,Azerbaijan,,0,0,0
2020-02-05,Bosnia and Herzegovina,,0,0,0
2020-02-05,Bangladesh,,0,0,0
2020-02-05,Belgium,,1,0,0
2020-02-05,Burkina Faso,,0,0,0
2020-02-05,Bulgaria,,0,0,0
2020-02-05,Bahrain,,0,0,0
2020-02-05,Brunei Darussalam,,0,0,0
2020-02-05,Bolivia,,0,0,0
2020-02-05,Brazil,,0,0,0
2020-02-05,Bhutan,,0,0,0
2020-02-05,Belarus,,0,0,0
2020-02-05,Canada,Alberta,0,0,0
2020-02-05,Canada,British Columbia,2,0,0
2020-02-05,Canada,Grand Princess,0,0,0
2020-02-05,Canada,Manitoba,0,0,0
2020-02-05,Canada,New Brunswick,0,0,0
2020-02-05,Canada,Ontario,3,0,0
2020-02-05,Canada,Quebec,0,0,0
2020-02-05,Canada,Saskatchewan,0,0,0
2020-02-05,Congo,,0,0,0
2020-02-05,Switzerland,,0,0,0
2020-02-05,Côte d'Ivoire,,0,0,0
2020-02-05,Chile,,0,0,0
2020-02-05,Cameroon,,0,0,0
2020-02-05,China,Anhui,530,0,23
2020-02-05,China,Beijing,253,1,24
2020-02-05,China,Chongqing,389,2,15
2020-02-05,China,Fujian,205,0,11
2020-02-05,China,Gansu,62,0,6
2020-02-05,China,Guangdong,895,0,49
2020-02-05,China,Guangxi,150,0,13
2020-02-05,China,Guizhou,64,1,9
2020-02-05,China,Hainan,99,1,5
2020-02-05,China,Hebei,135,1,6
2020-02-05,China,Heilongjiang,190,2,7
2020-02-05,China,Henan,764,2,47
2020-02-05,China,Hong Kong,21,1,0
2020-02-05,China,Hubei,19665,549,633
2020-02-05,China,Hunan,661,0,54
2020-02-05,China,Inner Mongolia,42,0,3
2020-02-05,China,Jiangsu,341,0,23
2020-02-05,China,Jiangxi,548,0,27
2020-02-05,China,Jilin,54,0,2
2020-02-05,China,Liaoning,89,0,4
2020-02-05,China,Macau,10,0,0
2020-02-05,China,Ningxia,34,0,1
2020-02-05,China,Qinghai,17,0,3
2020-02-05,China,Shaanxi,165,0,6
2020-02-05,China,Shandong,307,0,15
2020-02-05,China,Shanghai,243,1,15
2020-02-05,China,Shanxi,81,0,5
2020-02-05,China,Sichuan,301,1,24
2020-02-05,China,Tianjin,69,1,2
2020-02-05,China,Tibet,1,0,0
2020-02-05,China,Xinjiang,32,0,0
2020-02-05,China,Yunnan,128,0,5
2020-02-05,China,Zhejiang,895,0,78
2020-02-05,Colombia,,0,0,0
2020-02-05,Costa Rica,,0,0,0
2020-02-05,Cuba,,0,0,0
2020-02-05,Cyprus,,0,0,0
2020-02-05,Czechia,,0,0,0
2020-02-05,Germany,,12,0,0
2020-02-05,Denmark,Denmark,0,0,0
2020-02-05,Denmark,Faroe Islands,0,0,0
2020-02-05,Dominican Republic,,0,0,0
2020-02-05,Algeria,,0,0,0
2020-02-05,Ecuador,,0,0,0
2020-02-05,Estonia,,0,0,0
2020-02-05,Egypt,,0,0,0
2020-02-05,Spain,,1,0,0
2020-02-05,Ethiopia,,0,0,0
2020-02-05,Finland,,1,0,0
2020-02-05,France,France,6,0,0
2020-02-05,France,French Polynesia,0,0,0
2020-02-05,France,Saint Barthelemy,0,0,0
2020-02-05,France,St Martin,0,0,0
2020-02-05,Georgia,,0,0,0
2020-02-05,French Guiana,,0,0,0
2020-02-05,Guinea,,0,0,0
2020-02-05,Guadeloupe,,0,0,0
2020-02-05,Greece,,0,0,0
2020-02-05,Guyana,,0,0,0
2020-02-05,Honduras,,0,0,0
2020-02-05,Croatia,,0,0,0
2020-02-05,Hungary,,0,0,0
2020-02-05,Indonesia,,0,0,0
2020-02-05,Ireland,,0,0,0
2020-02-05,Israel,,0,0,0
2020-02-05,India,,3,0,0
2020-02-05,Iraq,,0,0,0
2020-02-05,Iran,,0,0,0
2020-02-05,Iceland,,0,0,0
2020-02-05,Italy,,2,0,0
2020-02-05,Jamaica,,0,0,0
2020-02-05,Jordan,,0,0,0
2020-02-05,Japan,,22,0,1
2020-02-05,Kenya,,0,0,0
2020-02-05,Cambodia,,1,0,0
2020-02-05,Korea,,19,0,0
2020-02-05,Kuwait,,0,0,0
2020-02-05,Cayman Islands,,0,0,0
2020-02-05,Kazakhstan,,0,0,0
2020-02-05,Lebanon,,0,0,0
2020-02-05,Liechtenstein,,0,0,0
2020-02-05,Sri Lanka,,1,0,0
2020-02-05,Lithuania,,0,0,0
2020-02-05,Luxembourg,,0,0,0
2020-02-05,Latvia,,0,0,0
2020-02-05,Morocco,,0,0,0
2020-02-05,Monaco,,0,0,0
2020-02-05,Moldova,,0,0,0
2020-02-05,North Macedonia,,0,0,0
2020-02-05,Mongolia,,0,0,0
2020-02-05,Martinique,,0,0,0
2020-02-05,Malta,,0,0,0
2020-02-05,Maldives,,0,0,0
2020-02-05,Mexico,,0,0,0
2020-02-05,Malaysia,,12,0,0
2020-02-05,Nigeria,,0,0,0
2020-02-05,Netherlands,,0,0,0
2020-02-05,Norway,,0,0,0
2020-02-05,Nepal,,1,0,0
2020-02-05,New Zealand,,0,0,0
2020-02-05,Oman,,0,0,0
2020-02-05,Panama,,0,0,0
2020-02-05,Peru,,0,0,0
2020-02-05,Philippines,,2,1,0
2020-02-05,Pakistan,,0,0,0
2020-02-05,Poland,,0,0,0
2020-02-05,Portugal,,0,0,0
2020-02-05,Paraguay,,0,0,0
2020-02-05,Qatar,,0,0,0
2020-02-05,Réunion,,0,0,0
2020-02-05,Romania,,0,0,0
2020-02-05,Serbia,,0,0,0
2020-02-05,Russian Federation,,2,0,0
2020-02-05,Saudi Arabia,,0,0,0
2020-02-05,Sudan,,0,0,0
2020-02-05,Sweden,,1,0,0
2020-02-05,Singapore,,28,0,0
2020-02-05,Slovenia,,0,0,0
2020-02-05,Slovakia,,0,0,0
2020-02-05,San Marino,,0,0,0
2020-02-05,Senegal,,0,0,0
2020-02-05,Togo,,0,0,0
2020-02-05,Thailand,,25,0,5
2020-02-05,Tunisia,,0,0,0
2020-02-05,Turkey,,0,0,0
2020-02-05,Taiwan,,11,0,0
2020-02-05,Ukraine,,0,0,0
2020-02-05,UK,Channel Islands,0,0,0
2020-02-05,UK,Gibraltar,0,0,0
2020-02-05,UK,United Kingdom,2,0,0
2020-02-05,United States of America,Alaska,0,0,0
2020-02-05,United States of America,Alabama,0,0,0
2020-02-05,United States of America,Arkansas,0,0,0
2020-02-05,United States of America,Arizona,1,0,0
2020-02-05,United States of America,California,6,0,0
2020-02-05,United States of America,Colorado,0,0,0
2020-02-05,United States of America,Connecticut,0,0,0
2020-02-05,United States of America,District of Columbia,0,0,0
2020-02-05,United States of America,Delaware,0,0,0
2020-02-05,United States of America,Diamond Princess,0,0,0
2020-02-05,United States of America,Florida,0,0,0
2020-02-05,United States of America,Georgia,0,0,0
2020-02-05,United States of America,Grand Princess,0,0,0
2020-02-05,United States of America,Hawaii,0,0,0
2020-02-05,United States of America,Iowa,0,0,0
2020-02-05,United States of America,Idaho,0,0,0
2020-02-05,United States of America,Illinois,2,0,0
2020-02-05,United States of America,Indiana,0,0,0
2020-02-05,United States of America,Kansas,0,0,0
2020-02-05,United States of America,Kentucky,0,0,0
2020-02-05,United States of America,Louisiana,0,0,0
2020-02-05,United States of America,Massachusetts,1,0,0
2020-02-05,United States of America,Maryland,0,0,0
2020-02-05,United States of America,Maine,0,0,0
2020-02-05,United States of America,Michigan,0,0,0
2020-02-05,United States of America,Minnesota,0,0,0
2020-02-05,United States of America,Missouri,0,0,0
2020-02-05,United States of America,Mississippi,0,0,0
2020-02-05,United States of America,Montana,0,0,0
2020-02-05,United States of America,North Carolina,0,0,0
2020-02-05,United States of America,North Dakota,0,0,0
2020-02-05,United States of America,Nebraska,0,0,0
2020-02-05,United States of America,New Hampshire,0,0,0
2020-02-05,United States of America,New Jersey,0,0,0
2020-02-05,United States of America,New Mexico,0,0,0
2020-02-05,United States of America,Nevada,0,0,0
2020-02-05,United States of America,New York,0,0,0
2020-02-05,United States of America,Ohio,0,0,0
2020-02-05,United States of America,Oklahoma,0,0,0
2020-02-05,United States of America,Oregon,0,0,0
2020-02-05,United States of America,OR ,0,0,0
2020-02-05,United States of America,Pennsylvania,0,0,0
2020-02-05,United States of America,Rhode Island,0,0,0
2020-02-05,United States of America,South Carolina,0,0,0
2020-02-05,United States of America,South Dakota,0,0,0
2020-02-05,United States of America,Tennessee,0,0,0
2020-02-05,United States of America,Texas,0,0,0
2020-02-05,United States of America,Utah,0,0,0
2020-02-05,United States of America,Virginia,0,0,0
2020-02-05,United States of America,Vermont,0,0,0
2020-02-05,United States of America,Washington,1,0,0
2020-02-05,United States of America,Wisconsin,0,0,0
2020-02-05,United States of America,West Virginia,0,0,0
2020-02-05,United States of America,Wyoming,0,0,0
2020-02-05,Holy See,,0,0,0
2020-02-05,Vietnam,,8,0,1
2020-02-05,South Africa,,0,0,0
2020-02-06,??,Diamond Princess,0,0,0
2020-02-06,Andorra,,0,0,0
2020-02-06,United Arab Emirates,,5,0,0
2020-02-06,Afghanistan,,0,0,0
2020-02-06,Antigua and Barbuda,,0,0,0
2020-02-06,Albania,,0,0,0
2020-02-06,Armenia,,0,0,0
2020-02-06,Argentina,,0,0,0
2020-02-06,Austria,,0,0,0
2020-02-06,Australia,Australian Capital Territory,0,0,0
2020-02-06,Australia,From Diamond Princess,0,0,0
2020-02-06,Australia,New South Wales,4,0,2
2020-02-06,Australia,Northern Territory,0,0,0
2020-02-06,Australia,Queensland,4,0,0
2020-02-06,Australia,South Australia,2,0,0
2020-02-06,Australia,Tasmania,0,0,0
2020-02-06,Australia,Victoria,4,0,0
2020-02-06,Australia,Western Australia,0,0,0
2020-02-06,Aruba,,0,0,0
2020-02-06,Azerbaijan,,0,0,0
2020-02-06,Bosnia and Herzegovina,,0,0,0
2020-02-06,Bangladesh,,0,0,0
2020-02-06,Belgium,,1,0,0
2020-02-06,Burkina Faso,,0,0,0
2020-02-06,Bulgaria,,0,0,0
2020-02-06,Bahrain,,0,0,0
2020-02-06,Brunei Darussalam,,0,0,0
2020-02-06,Bolivia,,0,0,0
2020-02-06,Brazil,,0,0,0
2020-02-06,Bhutan,,0,0,0
2020-02-06,Belarus,,0,0,0
2020-02-06,Canada,Alberta,0,0,0
2020-02-06,Canada,British Columbia,2,0,0
2020-02-06,Canada,Grand Princess,0,0,0
2020-02-06,Canada,Manitoba,0,0,0
2020-02-06,Canada,New Brunswick,0,0,0
2020-02-06,Canada,Ontario,3,0,0
2020-02-06,Canada,Quebec,0,0,0
2020-02-06,Canada,Saskatchewan,0,0,0
2020-02-06,Congo,,0,0,0
2020-02-06,Switzerland,,0,0,0
2020-02-06,Côte d'Ivoire,,0,0,0
2020-02-06,Chile,,0,0,0
2020-02-06,Cameroon,,0,0,0
2020-02-06,China,Anhui,591,0,34
2020-02-06,China,Beijing,274,1,31
2020-02-06,China,Chongqing,411,2,24
2020-02-06,China,Fujian,215,0,14
2020-02-06,China,Gansu,62,0,6
2020-02-06,China,Guangdong,970,0,69
2020-02-06,China,Guangxi,168,0,14
2020-02-06,China,Guizhou,71,1,6
2020-02-06,China,Hainan,106,1,8
2020-02-06,China,Hebei,157,1,13
2020-02-06,China,Heilongjiang,227,3,8
2020-02-06,China,Henan,851,2,56
2020-02-06,China,Hong Kong,24,1,0
2020-02-06,China,Hubei,22112,618,817
2020-02-06,China,Hunan,711,0,81
2020-02-06,China,Inner Mongolia,46,0,4
2020-02-06,China,Jiangsu,373,0,34
2020-02-06,China,Jiangxi,600,0,37
2020-02-06,China,Jilin,59,0,4
2020-02-06,China,Liaoning,94,0,5
2020-02-06,China,Macau,10,0,1
2020-02-06,China,Ningxia,40,0,1
2020-02-06,China,Qinghai,18,0,3
2020-02-06,China,Shaanxi,173,0,9
2020-02-06,China,Shandong,347,0,27
2020-02-06,China,Shanghai,257,1,25
2020-02-06,China,Shanxi,96,0,12
2020-02-06,China,Sichuan,321,1,31
2020-02-06,China,Tianjin,79,1,2
2020-02-06,China,Tibet,1,0,0
2020-02-06,China,Xinjiang,36,0,0
2020-02-06,China,Yunnan,133,0,7
2020-02-06,China,Zhejiang,954,0,94
2020-02-06,Colombia,,0,0,0
2020-02-06,Costa Rica,,0,0,0
2020-02-06,Cuba,,0,0,0
2020-02-06,Cyprus,,0,0,0
2020-02-06,Czechia,,0,0,0
2020-02-06,Germany,,12,0,0
2020-02-06,Denmark,Denmark,0,0,0
2020-02-06,Denmark,Faroe Islands,0,0,0
2020-02-06,Dominican Republic,,0,0,0
2020-02-06,Algeria,,0,0,0
2020-02-06,Ecuador,,0,0,0
2020-02-06,Estonia,,0,0,0
2020-02-06,Egypt,,0,0,0
2020-02-06,Spain,,1,0,0
2020-02-06,Ethiopia,,0,0,0
2020-02-06,Finland,,1,0,0
2020-02-06,France,France,6,0,0
2020-02-06,France,French Polynesia,0,0,0
2020-02-06,France,Saint Barthelemy,0,0,0
2020-02-06,France,St Martin,0,0,0
2020-02-06,Georgia,,0,0,0
2020-02-06,French Guiana,,0,0,0
2020-02-06,Guinea,,0,0,0
2020-02-06,Guadeloupe,,0,0,0
2020-02-06,Greece,,0,0,0
2020-02-06,Guyana,,0,0,0
2020-02-06,Honduras,,0,0,0
2020-02-06,Croatia,,0,0,0
2020-02-06,Hungary,,0,0,0
2020-02-06,Indonesia,,0,0,0
2020-02-06,Ireland,,0,0,0
2020-02-06,Israel,,0,0,0
2020-02-06,India,,3,0,0
2020-02-06,Iraq,,0,0,0
2020-02-06,Iran,,0,0,0
2020-02-06,Iceland,,0,0,0
2020-02-06,Italy,,2,0,0
2020-02-06,Jamaica,,0,0,0
2020-02-06,Jordan,,0,0,0
2020-02-06,Japan,,45,0,1
2020-02-06,Kenya,,0,0,0
2020-02-06,Cambodia,,1,0,0
2020-02-06,Korea,,23,0,0
2020-02-06,Kuwait,,0,0,0
2020-02-06,Cayman Islands,,0,0,0
2020-02-06,Kazakhstan,,0,0,0
2020-02-06,Lebanon,,0,0,0
2020-02-06,Liechtenstein,,0,0,0
2020-02-06,Sri Lanka,,1,0,0
2020-02-06,Lithuania,,0,0,0
2020-02-06,Luxembourg,,0,0,0
2020-02-06,Latvia,,0,0,0
2020-02-06,Morocco,,0,0,0
2020-02-06,Monaco,,0,0,0
2020-02-06,Moldova,,0,0,0
2020-02-06,North Macedonia,,0,0,0
2020-02-06,Mongolia,,0,0,0
2020-02-06,Martinique,,0,0,0
2020-02-06,Malta,,0,0,0
2020-02-06,Maldives,,0,0,0
2020-02-06,Mexico,,0,0,0
2020-02-06,Malaysia,,12,0,0
2020-02-06,Nigeria,,0,0,0
2020-02-06,Netherlands,,0,0,0
2020-02-06,Norway,,0,0,0
2020-02-06,Nepal,,1,0,0
2020-02-06,New Zealand,,0,0,0
2020-02-06,Oman,,0,0,0
2020-02-06,Panama,,0,0,0
2020-02-06,Peru,,0,0,0
2020-02-06,Philippines,,2,1,0
2020-02-06,Pakistan,,0,0,0
2020-02-06,Poland,,0,0,0
2020-02-06,Portugal,,0,0,0
2020-02-06,Paraguay,,0,0,0
2020-02-06,Qatar,,0,0,0
2020-02-06,Réunion,,0,0,0
2020-02-06,Romania,,0,0,0
2020-02-06,Serbia,,0,0,0
2020-02-06,Russian Federation,,2,0,0
2020-02-06,Saudi Arabia,,0,0,0
2020-02-06,Sudan,,0,0,0
2020-02-06,Sweden,,1,0,0
2020-02-06,Singapore,,28,0,0
2020-02-06,Slovenia,,0,0,0
2020-02-06,Slovakia,,0,0,0
2020-02-06,San Marino,,0,0,0
2020-02-06,Senegal,,0,0,0
2020-02-06,Togo,,0,0,0
2020-02-06,Thailand,,25,0,5
2020-02-06,Tunisia,,0,0,0
2020-02-06,Turkey,,0,0,0
2020-02-06,Taiwan,,16,0,1
2020-02-06,Ukraine,,0,0,0
2020-02-06,UK,Channel Islands,0,0,0
2020-02-06,UK,Gibraltar,0,0,0
2020-02-06,UK,United Kingdom,2,0,0
2020-02-06,United States of America,Alaska,0,0,0
2020-02-06,United States of America,Alabama,0,0,0
2020-02-06,United States of America,Arkansas,0,0,0
2020-02-06,United States of America,Arizona,1,0,0
2020-02-06,United States of America,California,6,0,0
2020-02-06,United States of America,Colorado,0,0,0
2020-02-06,United States of America,Connecticut,0,0,0
2020-02-06,United States of America,District of Columbia,0,0,0
2020-02-06,United States of America,Delaware,0,0,0
2020-02-06,United States of America,Diamond Princess,0,0,0
2020-02-06,United States of America,Florida,0,0,0
2020-02-06,United States of America,Georgia,0,0,0
2020-02-06,United States of America,Grand Princess,0,0,0
2020-02-06,United States of America,Hawaii,0,0,0
2020-02-06,United States of America,Iowa,0,0,0
2020-02-06,United States of America,Idaho,0,0,0
2020-02-06,United States of America,Illinois,2,0,0
2020-02-06,United States of America,Indiana,0,0,0
2020-02-06,United States of America,Kansas,0,0,0
2020-02-06,United States of America,Kentucky,0,0,0
2020-02-06,United States of America,Louisiana,0,0,0
2020-02-06,United States of America,Massachusetts,1,0,0
2020-02-06,United States of America,Maryland,0,0,0
2020-02-06,United States of America,Maine,0,0,0
2020-02-06,United States of America,Michigan,0,0,0
2020-02-06,United States of America,Minnesota,0,0,0
2020-02-06,United States of America,Missouri,0,0,0
2020-02-06,United States of America,Mississippi,0,0,0
2020-02-06,United States of America,Montana,0,0,0
2020-02-06,United States of America,North Carolina,0,0,0
2020-02-06,United States of America,North Dakota,0,0,0
2020-02-06,United States of America,Nebraska,0,0,0
2020-02-06,United States of America,New Hampshire,0,0,0
2020-02-06,United States of America,New Jersey,0,0,0
2020-02-06,United States of America,New Mexico,0,0,0
2020-02-06,United States of America,Nevada,0,0,0
2020-02-06,United States of America,New York,0,0,0
2020-02-06,United States of America,Ohio,0,0,0
2020-02-06,United States of America,Oklahoma,0,0,0
2020-02-06,United States of America,Oregon,0,0,0
2020-02-06,United States of America,OR ,0,0,0
2020-02-06,United States of America,Pennsylvania,0,0,0
2020-02-06,United States of America,Rhode Island,0,0,0
2020-02-06,United States of America,South Carolina,0,0,0
2020-02-06,United States of America,South Dakota,0,0,0
2020-02-06,United States of America,Tennessee,0,0,0
2020-02-06,United States of America,Texas,0,0,0
2020-02-06,United States of America,Utah,0,0,0
2020-02-06,United States of America,Virginia,0,0,0
2020-02-06,United States of America,Vermont,0,0,0
2020-02-06,United States of America,Washington,1,0,0
