date,new_confirmed,new_deceased,total_confirmed,total_deceased,key
2020-05-22,1787,688,234824,28628,ES
2020-05-23,466,50,235290,28678,ES
2020-05-24,482,74,235772,28752,ES
2020-05-25,-372,-1918,235400,26834,ES
2020-05-26,859,283,236259,27117,ES
2020-05-27,510,1,236769,27118,ES
2020-05-28,1137,1,237906,27119,ES
2020-05-29,658,2,238564,27121,ES
2020-05-30,664,4,239228,27125,ES
2020-05-31,201,2,239429,27127,ES
2020-06-01,209,0,239638,27127,ES
2020-06-02,294,0,239932,27127,ES
2020-06-03,394,1,240326,27128,ES
2020-06-04,334,5,240660,27133,ES
2020-06-05,318,1,240978,27134,ES
2020-06-06,332,1,241310,27135,ES
2020-06-07,240,1,241550,27136,ES
2020-06-08,167,0,241717,27136,ES
2020-06-09,249,0,241966,27136,ES
2020-06-10,314,0,242280,27136,ES
2020-06-11,427,0,242707,27136,ES
2020-06-12,502,0,243209,27136,ES
2020-06-13,396,0,243605,27136,ES
2020-06-14,323,0,243928,27136,ES
2020-06-15,181,0,244109,27136,ES
2020-06-16,219,0,244328,27136,ES
2020-06-17,355,0,244683,27136,ES
2020-06-18,585,0,245268,27136,ES
2020-06-19,307,1179,245575,28315,ES
2020-06-20,363,7,245938,28322,ES
2020-06-21,334,1,246272,28323,ES
2020-06-22,232,1,246504,28324,ES
2020-06-23,248,1,246752,28325,ES
2020-06-24,334,2,247086,28327,ES
2020-06-25,400,3,247486,28330,ES
2020-06-26,419,8,247905,28338,ES
2020-03-13,1,0,1,0,ET
2020-03-14,0,0,1,0,ET
2020-03-15,3,0,4,0,ET
2020-03-16,1,0,5,0,ET
2020-03-17,0,0,5,0,ET
2020-03-18,1,0,6,0,ET
2020-03-19,1,0,7,0,ET
2020-03-20,2,0,9,0,ET
2020-03-21,0,0,9,0,ET
2020-03-22,2,0,11,0,ET
2020-03-23,0,0,11,0,ET
2020-03-24,0,0,11,0,ET
2020-03-25,1,0,12,0,ET
2020-03-26,0,0,12,0,ET
2020-03-27,4,0,16,0,ET
2020-03-28,0,0,16,0,ET
2020-03-29,0,0,16,0,ET
2020-03-30,7,0,23,0,ET
2020-03-31,2,0,25,0,ET
2020-04-01,4,0,29,0,ET
2020-04-02,0,0,29,0,ET
2020-04-03,6,0,35,0,ET
2020-04-04,3,0,38,0,ET
2020-04-05,5,2,43,2,ET
2020-04-06,1,0,44,2,ET
2020-04-07,8,0,52,2,ET
2020-04-08,3,0,55,2,ET
2020-04-09,1,0,56,2,ET
2020-04-10,9,0,65,2,ET
2020-04-11,4,1,69,3,ET
2020-04-12,2,0,71,3,ET
2020-04-13,3,0,74,3,ET
2020-04-14,8,0,82,3,ET
2020-04-15,3,0,85,3,ET
2020-04-16,7,0,92,3,ET
2020-04-17,4,0,96,3,ET
2020-04-18,9,0,105,3,ET
2020-04-19,3,0,108,3,ET
2020-04-20,3,0,111,3,ET
2020-04-21,3,0,114,3,ET
2020-04-22,2,0,116,3,ET
2020-04-23,0,0,116,3,ET
2020-04-24,1,0,117,3,ET
2020-04-25,5,0,122,3,ET
2020-04-26,1,0,123,3,ET
2020-04-27,1,0,124,3,ET
2020-04-28,2,0,126,3,ET
2020-04-29,4,0,130,3,ET
2020-04-30,1,0,131,3,ET
2020-05-01,2,0,133,3,ET
2020-05-02,0,0,133,3,ET
2020-05-03,2,0,135,3,ET
2020-05-04,5,0,140,3,ET
2020-05-05,5,1,145,4,ET
2020-05-06,17,0,162,4,ET
2020-05-07,29,0,191,4,ET
2020-05-08,3,0,194,4,ET
2020-05-09,16,1,210,5,ET
2020-05-10,29,0,239,5,ET
2020-05-11,11,0,250,5,ET
2020-05-12,11,0,261,5,ET
2020-05-13,2,0,263,5,ET
2020-05-14,9,0,272,5,ET
2020-05-15,15,0,287,5,ET
2020-05-16,19,0,306,5,ET
2020-05-17,11,0,317,5,ET
2020-05-18,35,0,352,5,ET
2020-05-19,13,0,365,5,ET
2020-05-20,24,0,389,5,ET
2020-05-21,10,0,399,5,ET
2020-05-22,34,0,433,5,ET
2020-05-23,61,0,494,5,ET
2020-05-24,88,0,582,5,ET
2020-05-25,73,0,655,5,ET
2020-05-26,46,1,701,6,ET
2020-05-27,30,0,731,6,ET
2020-05-28,100,1,831,7,ET
2020-05-29,137,1,968,8,ET
2020-05-30,95,0,1063,8,ET
2020-05-31,109,3,1172,11,ET
2020-06-01,85,1,1257,12,ET
2020-06-02,87,2,1344,14,ET
2020-06-03,142,3,1486,17,ET
2020-06-04,150,1,1636,18,ET
2020-06-05,169,1,1805,19,ET
2020-06-06,129,1,1934,20,ET
2020-06-07,86,7,2020,27,ET
2020-06-08,136,0,2156,27,ET
2020-06-09,180,5,2336,32,ET
2020-06-10,170,3,2506,35,ET
2020-06-11,164,5,2670,40,ET
2020-06-12,245,7,2915,47,ET
2020-06-13,251,8,3166,55,ET
2020-06-14,179,2,3345,57,ET
2020-06-15,176,3,3521,60,ET
2020-06-16,109,1,3630,61,ET
2020-06-17,129,2,3759,63,ET
2020-06-18,195,2,3954,65,ET
2020-06-19,116,7,4070,72,ET
2020-06-20,399,0,4469,72,ET
2020-06-21,63,2,4532,74,ET
2020-06-22,131,1,4663,75,ET
2020-06-23,185,0,4848,75,ET
2020-06-24,186,3,5034,78,ET
2020-06-25,141,3,5175,81,ET
2020-06-26,250,8,5425,89,ET
2019-12-30,0,0,0,0,FI
2019-12-31,0,0,0,0,FI
2020-01-01,0,0,0,0,FI
2020-01-02,0,0,0,0,FI
2020-01-03,0,0,0,0,FI
2020-01-04,0,0,0,0,FI
2020-01-05,0,0,0,0,FI
2020-01-06,0,0,0,0,FI
2020-01-07,0,0,0,0,FI
2020-01-08,0,0,0,0,FI
2020-01-09,0,0,0,0,FI
2020-01-10,0,0,0,0,FI
2020-01-11,0,0,0,0,FI
2020-01-12,0,0,0,0,FI
2020-01-13,0,0,0,0,FI
2020-01-14,0,0,0,0,FI
2020-01-15,0,0,0,0,FI
2020-01-16,0,0,0,0,FI
2020-01-17,0,0,0,0,FI
2020-01-18,0,0,0,0,FI
2020-01-19,0,0,0,0,FI
2020-01-20,0,0,0,0,FI
2020-01-21,0,0,0,0,FI
2020-01-22,0,0,0,0,FI
2020-01-23,0,0,0,0,FI
2020-01-24,0,0,0,0,FI
2020-01-25,0,0,0,0,FI
2020-01-26,0,0,0,0,FI
2020-01-27,0,0,0,0,FI
2020-01-28,0,0,0,0,FI
2020-01-29,1,0,1,0,FI
2020-01-30,0,0,1,0,FI
2020-01-31,0,0,1,0,FI
2020-02-01,0,0,1,0,FI
2020-02-02,0,0,1,0,FI
2020-02-03,0,0,1,0,FI
2020-02-04,0,0,1,0,FI
2020-02-05,0,0,1,0,FI
2020-02-06,0,0,1,0,FI
2020-02-07,0,0,1,0,FI
2020-02-08,0,0,1,0,FI
2020-02-09,0,0,1,0,FI
2020-02-10,0,0,1,0,FI
2020-02-11,0,0,1,0,FI
2020-02-12,0,0,1,0,FI
2020-02-13,0,0,1,0,FI
2020-02-14,0,0,1,0,FI
2020-02-15,0,0,1,0,FI
2020-02-16,0,0,1,0,FI
2020-02-17,0,0,1,0,FI
2020-02-18,0,0,1,0,FI
2020-02-19,0,0,1,0,FI
2020-02-20,0,0,1,0,FI
2020-02-21,0,0,1,0,FI
2020-02-22,0,0,1,0,FI
2020-02-23,0,0,1,0,FI
2020-02-24,0,0,1,0,FI
2020-02-25,0,0,1,0,FI
2020-02-26,1,0,2,0,FI
2020-02-27,0,0,2,0,FI
2020-02-28,1,0,3,0,FI
2020-02-29,0,0,3,0,FI
2020-03-01,3,0,6,0,FI
2020-03-03,1,0,7,0,FI
2020-03-05,5,0,12,0,FI
2020-03-06,7,0,19,0,FI
2020-03-08,11,0,30,0,FI
2020-03-09,10,0,40,0,FI
2020-03-11,19,0,59,0,FI
2020-03-12,96,0,155,0,FI
2020-03-13,28,0,183,0,FI
2020-03-14,27,0,210,0,FI
2020-03-15,57,0,267,0,FI
2020-03-16,5,0,272,0,FI
2020-03-17,47,0,319,0,FI
2020-03-18,50,0,369,0,FI
2020-03-19,31,0,400,0,FI
2020-03-20,50,0,450,0,FI
2020-03-21,71,1,521,1,FI
2020-03-22,105,0,626,1,FI
2020-03-23,74,0,700,1,FI
2020-03-24,92,0,792,1,FI
2020-03-25,88,2,880,3,FI
2020-03-26,78,1,958,4,FI
2020-03-27,67,3,1025,7,FI
2020-03-28,193,2,1218,9,FI
2020-03-29,0,2,1218,11,FI
2020-03-30,95,2,1313,13,FI
2020-03-31,71,4,1384,17,FI
2020-04-01,62,0,1446,17,FI
2020-04-02,72,2,1518,19,FI
2020-04-03,97,1,1615,20,FI
2020-04-04,267,5,1882,25,FI
2020-04-05,45,2,1927,27,FI
2020-04-06,249,0,2176,27,FI
2020-04-07,132,7,2308,34,FI
2020-04-08,179,6,2487,40,FI
2020-04-09,118,2,2605,42,FI
2020-04-10,164,6,2769,48,FI
2020-04-11,136,1,2905,49,FI
2020-04-12,69,7,2974,56,FI
2020-04-13,90,3,3064,59,FI
2020-04-14,97,5,3161,64,FI
2020-04-15,76,8,3237,72,FI
2020-04-16,132,3,3369,75,FI
2020-04-17,120,7,3489,82,FI
2020-04-18,192,8,3681,90,FI
2020-04-19,102,4,3783,94,FI
2020-04-20,85,4,3868,98,FI
2020-04-21,146,43,4014,141,FI
2020-04-22,115,8,4129,149,FI
2020-04-23,155,23,4284,172,FI
2020-04-24,111,5,4395,177,FI
2020-04-25,80,9,4475,186,FI
2020-04-26,101,4,4576,190,FI
2020-04-27,119,3,4695,193,FI
2020-04-28,45,6,4740,199,FI
2020-04-29,166,7,4906,206,FI
2020-04-30,89,5,4995,211,FI
2020-05-01,56,7,5051,218,FI
2020-05-02,128,2,5179,220,FI
2020-05-03,75,10,5254,230,FI
2020-05-04,73,10,5327,240,FI
2020-05-05,85,6,5412,246,FI
2020-05-06,161,6,5573,252,FI
2020-05-07,100,3,5673,255,FI
2020-05-08,65,5,5738,260,FI
2020-05-09,142,5,5880,265,FI
2020-05-10,82,2,5962,267,FI
2020-05-11,22,4,5984,271,FI
2020-05-12,19,4,6003,275,FI
2020-05-13,51,9,6054,284,FI
2020-05-14,91,3,6145,287,FI
2020-05-15,83,6,6228,293,FI
2020-05-16,58,4,6286,297,FI
2020-05-17,61,1,6347,298,FI
2020-05-18,33,2,6380,300,FI
2020-05-19,19,1,6399,301,FI
2020-05-20,44,3,6443,304,FI
2020-05-21,50,2,6493,306,FI
2020-05-22,44,0,6537,306,FI
2020-05-23,31,0,6568,306,FI
2020-05-24,11,1,6579,307,FI
2020-05-25,20,1,6599,308,FI
2020-05-26,29,4,6628,312,FI
2020-05-27,64,1,6692,313,FI
2020-05-28,51,0,6743,313,FI
2020-05-29,33,1,6776,314,FI
2020-05-30,50,2,6826,316,FI
2020-05-31,33,4,6859,320,FI
2020-06-01,26,0,6885,320,FI
2020-06-02,2,0,6887,320,FI
2020-06-03,24,1,6911,321,FI
2020-06-04,0,1,6911,322,FI
2020-06-05,30,0,6941,322,FI
2020-06-06,23,0,6964,322,FI
2020-06-07,17,1,6981,323,FI
2020-06-08,20,0,7001,323,FI
2020-06-09,24,1,7025,324,FI
2020-06-10,15,0,7040,324,FI
2020-06-11,24,1,7064,325,FI
2020-06-12,9,0,7073,325,FI
2020-06-13,14,0,7087,325,FI
2020-06-14,17,1,7104,326,FI
2020-06-15,4,0,7108,326,FI
2020-06-16,4,0,7112,326,FI
2020-06-17,5,0,7117,326,FI
2020-06-18,0,0,7117,326,FI
2020-06-19,16,0,7133,326,FI
2020-06-20,9,0,7142,326,FI
2020-06-21,1,0,7143,326,FI
2020-06-22,1,1,7144,327,FI
2020-06-23,11,0,7155,327,FI
2020-06-24,12,0,7167,327,FI
2020-06-25,5,0,7172,327,FI
2020-06-26,19,1,7191,328,FI
2020-03-20,1,0,1,0,FJ
2020-03-21,0,0,1,0,FJ
2020-03-22,1,0,2,0,FJ
2020-03-23,1,0,3,0,FJ
2020-03-24,1,0,4,0,FJ
2020-03-25,1,0,5,0,FJ
2020-03-26,0,0,5,0,FJ
2020-03-27,0,0,5,0,FJ
2020-03-28,0,0,5,0,FJ
2020-03-29,0,0,5,0,FJ
2020-03-30,0,0,5,0,FJ
2020-03-31,0,0,5,0,FJ
2020-04-01,0,0,5,0,FJ
2020-04-02,2,0,7,0,FJ
2020-04-03,0,0,7,0,FJ
2020-04-04,5,0,12,0,FJ
2020-04-05,0,0,12,0,FJ
2020-04-06,2,0,14,0,FJ
2020-04-07,0,0,14,0,FJ
2020-04-08,1,0,15,0,FJ
2020-04-09,0,0,15,0,FJ
2020-04-10,0,0,15,0,FJ
2020-04-11,1,0,16,0,FJ
2020-04-12,0,0,16,0,FJ
2020-04-13,0,0,16,0,FJ
2020-04-14,0,0,16,0,FJ
2020-04-15,0,0,16,0,FJ
2020-04-16,0,0,16,0,FJ
2020-04-17,1,0,17,0,FJ
2020-04-18,0,0,17,0,FJ
2020-04-19,0,0,17,0,FJ
2020-04-20,0,0,17,0,FJ
2020-04-21,1,0,18,0,FJ
2020-04-22,0,0,18,0,FJ
2020-04-23,0,0,18,0,FJ
2020-04-24,0,0,18,0,FJ
2020-04-25,0,0,18,0,FJ
2020-04-26,0,0,18,0,FJ
2020-04-27,0,0,18,0,FJ
2020-04-28,0,0,18,0,FJ
2020-04-29,0,0,18,0,FJ
2020-04-30,0,0,18,0,FJ
2020-05-01,0,0,18,0,FJ
2020-05-02,0,0,18,0,FJ
2020-05-03,0,0,18,0,FJ
2020-05-04,0,0,18,0,FJ
2020-05-05,0,0,18,0,FJ
2020-05-06,0,0,18,0,FJ
2020-05-07,0,0,18,0,FJ
2020-05-08,0,0,18,0,FJ
2020-05-09,0,0,18,0,FJ
2020-05-10,0,0,18,0,FJ
2020-05-11,0,0,18,0,FJ
2020-05-12,0,0,18,0,FJ
2020-05-13,0,0,18,0,FJ
2020-05-14,0,0,18,0,FJ
2020-05-15,0,0,18,0,FJ
2020-05-16,0,0,18,0,FJ
2020-05-17,0,0,18,0,FJ
2020-05-18,0,0,18,0,FJ
2020-05-19,0,0,18,0,FJ
2020-05-20,0,0,18,0,FJ
2020-05-21,0,0,18,0,FJ
2020-05-22,0,0,18,0,FJ
2020-05-23,0,0,18,0,FJ
2020-05-24,0,0,18,0,FJ
2020-05-25,0,0,18,0,FJ
2020-05-26,0,0,18,0,FJ
2020-05-27,0,0,18,0,FJ
2020-05-28,0,0,18,0,FJ
2020-05-29,0,0,18,0,FJ
2020-05-30,0,0,18,0,FJ
2020-05-31,0,0,18,0,FJ
2020-06-01,0,0,18,0,FJ
2020-06-02,0,0,18,0,FJ
2020-06-03,0,0,18,0,FJ
2020-06-04,0,0,18,0,FJ
2020-06-05,0,0,18,0,FJ
2020-06-06,0,0,18,0,FJ
2020-06-07,0,0,18,0,FJ
2020-06-08,0,0,18,0,FJ
2020-06-09,0,0,18,0,FJ
2020-06-10,0,0,18,0,FJ
2020-06-11,0,0,18,0,FJ
2020-06-12,0,0,18,0,FJ
2020-06-13,0,0,18,0,FJ
2020-06-14,0,0,18,0,FJ
2020-06-15,0,0,18,0,FJ
2020-06-16,0,0,18,0,FJ
2020-06-17,0,0,18,0,FJ
2020-06-18,0,0,18,0,FJ
2020-06-19,0,0,18,0,FJ
2020-06-20,0,0,18,0,FJ
2020-06-21,0,0,18,0,FJ
2020-06-22,0,0,18,0,FJ
2020-06-23,0,0,18,0,FJ
2020-06-24,0,0,18,0,FJ
2020-06-25,0,0,18,0,FJ
2020-06-26,0,0,18,0,FJ
2020-06-27,0,0,18,0,FJ
2020-04-03,1,0,1,0,FK
2020-04-04,0,0,1,0,FK
2020-04-05,1,0,2,0,FK
2020-04-06,0,0,2,0,FK
2020-04-07,3,0,5,0,FK
2020-04-08,0,0,5,0,FK
2020-04-09,0,0,5,0,FK
2020-04-10,0,0,5,0,FK
2020-04-11,0,0,5,0,FK
2020-04-12,0,0,5,0,FK
2020-04-13,0,0,5,0,FK
2020-04-14,6,0,11,0,FK
2020-04-15,0,0,11,0,FK
2020-04-16,0,0,11,0,FK
2020-04-17,0,0,11,0,FK
2020-04-18,0,0,11,0,FK
2020-04-19,0,0,11,0,FK
2020-04-20,0,0,11,0,FK
2020-04-21,1,0,12,0,FK
2020-04-22,0,0,12,0,FK
2020-04-23,0,0,12,0,FK
2020-04-24,0,0,12,0,FK
2020-04-25,1,0,13,0,FK
2020-04-26,0,0,13,0,FK
2020-04-27,0,0,13,0,FK
2020-04-28,0,0,13,0,FK
2020-04-29,0,0,13,0,FK
2020-04-30,0,0,13,0,FK
2020-05-01,0,0,13,0,FK
2020-05-02,0,0,13,0,FK
2020-05-03,0,0,13,0,FK
2020-05-04,0,0,13,0,FK
2020-05-05,0,0,13,0,FK
2020-05-06,0,0,13,0,FK
2020-05-07,0,0,13,0,FK
2020-05-08,0,0,13,0,FK
2020-05-09,0,0,13,0,FK
2020-05-10,0,0,13,0,FK
2020-05-11,0,0,13,0,FK
2020-05-12,0,0,13,0,FK
2020-05-13,0,0,13,0,FK
2020-05-14,0,0,13,0,FK
2020-05-15,0,0,13,0,FK
2020-05-16,0,0,13,0,FK
2020-05-17,0,0,13,0,FK
2020-05-18,0,0,13,0,FK
2020-05-19,0,0,13,0,FK
2020-05-20,0,0,13,0,FK
2020-05-21,0,0,13,0,FK
2020-05-22,0,0,13,0,FK
2020-05-23,0,0,13,0,FK
2020-05-24,0,0,13,0,FK
2020-05-25,0,0,13,0,FK
2020-05-26,0,0,13,0,FK
2020-05-27,0,0,13,0,FK
2020-05-28,0,0,13,0,FK
2020-05-29,0,0,13,0,FK
2020-05-30,0,0,13,0,FK
2020-05-31,0,0,13,0,FK
2020-06-01,0,0,13,0,FK
2020-06-02,0,0,13,0,FK
2020-06-03,0,0,13,0,FK
2020-06-04,0,0,13,0,FK
2020-06-05,0,0,13,0,FK
2020-06-06,0,0,13,0,FK
2020-06-07,0,0,13,0,FK
2020-06-08,0,0,13,0,FK
2020-06-09,0,0,13,0,FK
2020-06-10,0,0,13,0,FK
2020-06-11,0,0,13,0,FK
2020-06-12,0,0,13,0,FK
2020-06-13,0,0,13,0,FK
2020-06-14,0,0,13,0,FK
2020-06-15,0,0,13,0,FK
2020-06-16,0,0,13,0,FK
2020-06-17,0,0,13,0,FK
2020-06-18,0,0,13,0,FK
2020-06-19,0,0,13,0,FK
2020-06-20,0,0,13,0,FK
2020-06-21,0,0,13,0,FK
2020-06-22,0,0,13,0,FK
2020-06-23,0,0,13,0,FK
2020-06-24,0,0,13,0,FK
2020-06-25,0,0,13,0,FK
2020-06-26,0,0,13,0,FK
2020-03-19,72,0,72,0,FO
2020-03-20,8,0,80,0,FO
2020-03-21,12,0,92,0,FO
2020-03-22,23,0,115,0,FO
2020-03-23,3,0,118,0,FO
2020-03-24,4,0,122,0,FO
2020-03-25,10,0,132,0,FO
2020-03-26,8,0,140,0,FO
2020-03-27,4,0,144,0,FO
2020-03-28,11,0,155,0,FO
2020-03-29,4,0,159,0,FO
2020-03-30,9,0,168,0,FO
2020-03-31,1,0,169,0,FO
2020-04-01,4,0,173,0,FO
2020-04-02,4,0,177,0,FO
2020-04-03,2,0,179,0,FO
2020-04-04,2,0,181,0,FO
2020-04-05,0,0,181,0,FO
2020-04-06,2,0,183,0,FO
2020-04-07,1,0,184,0,FO
2020-04-08,0,0,184,0,FO
2020-04-09,0,0,184,0,FO
2020-04-10,0,0,184,0,FO
2020-04-11,0,0,184,0,FO
2020-04-12,0,0,184,0,FO
2020-04-13,0,0,184,0,FO
2020-04-14,0,0,184,0,FO
2020-04-15,0,0,184,0,FO
2020-04-16,0,0,184,0,FO
2020-04-17,0,0,184,0,FO
2020-04-18,0,0,184,0,FO
2020-04-19,1,0,185,0,FO
2020-04-20,0,0,185,0,FO
2020-04-21,0,0,185,0,FO
2020-04-22,0,0,185,0,FO
2020-04-23,2,0,187,0,FO
2020-04-24,0,0,187,0,FO
2020-04-25,0,0,187,0,FO
2020-04-26,0,0,187,0,FO
2020-04-27,0,0,187,0,FO
2020-04-28,0,0,187,0,FO
2020-04-29,0,0,187,0,FO
2020-04-30,0,0,187,0,FO
2020-05-01,0,0,187,0,FO
2020-05-02,0,0,187,0,FO
2020-05-03,0,0,187,0,FO
2020-05-04,0,0,187,0,FO
2020-05-05,0,0,187,0,FO
2020-05-06,0,0,187,0,FO
2020-05-07,0,0,187,0,FO
2020-05-08,0,0,187,0,FO
2020-05-09,0,0,187,0,FO
2020-05-10,0,0,187,0,FO
2020-05-11,0,0,187,0,FO
2020-05-12,0,0,187,0,FO
2020-05-13,0,0,187,0,FO
2020-05-14,0,0,187,0,FO
2020-05-15,0,0,187,0,FO
2020-05-16,0,0,187,0,FO
2020-05-17,0,0,187,0,FO
2020-05-18,0,0,187,0,FO
2020-05-19,0,0,187,0,FO
2020-05-20,0,0,187,0,FO
2020-05-21,0,0,187,0,FO
2020-05-22,0,0,187,0,FO
2020-05-23,0,0,187,0,FO
2020-05-24,0,0,187,0,FO
2020-05-25,0,0,187,0,FO
2020-05-26,0,0,187,0,FO
2020-05-27,0,0,187,0,FO
2020-05-28,0,0,187,0,FO
2020-05-29,0,0,187,0,FO
2020-05-30,0,0,187,0,FO
2020-05-31,0,0,187,0,FO
2020-06-01,0,0,187,0,FO
2020-06-02,0,0,187,0,FO
2020-06-03,0,0,187,0,FO
2020-06-04,0,0,187,0,FO
2020-06-05,0,0,187,0,FO
2020-06-06,0,0,187,0,FO
2020-06-07,0,0,187,0,FO
2020-06-08,0,0,187,0,FO
2020-06-09,0,0,187,0,FO
2020-06-10,0,0,187,0,FO
2020-06-11,0,0,187,0,FO
2020-06-12,0,0,187,0,FO
2020-06-13,0,0,187,0,FO
2020-06-14,0,0,187,0,FO
2020-06-15,0,0,187,0,FO
2020-06-16,0,0,187,0,FO
2020-06-17,0,0,187,0,FO
2020-06-18,0,0,187,0,FO
2020-06-19,0,0,187,0,FO
2020-06-20,0,0,187,0,FO
2020-06-21,0,0,187,0,FO
2020-06-22,0,0,187,0,FO
2020-06-23,0,0,187,0,FO
2020-06-24,0,0,187,0,FO
2020-06-25,0,0,187,0,FO
2020-06-26,0,0,187,0,FO
2019-12-30,0,0,0,0,FR
2019-12-31,0,0,0,0,FR
2020-01-01,0,0,0,0,FR
2020-01-02,0,0,0,0,FR
2020-01-03,0,0,0,0,FR
2020-01-04,0,0,0,0,FR
2020-01-05,0,0,0,0,FR
2020-01-06,0,0,0,0,FR
2020-01-07,0,0,0,0,FR
2020-01-08,0,0,0,0,FR
2020-01-09,0,0,0,0,FR
2020-01-10,0,0,0,0,FR
2020-01-11,0,0,0,0,FR
2020-01-12,0,0,0,0,FR
2020-01-13,0,0,0,0,FR
2020-01-14,0,0,0,0,FR
2020-01-15,0,0,0,0,FR
2020-01-16,0,0,0,0,FR
2020-01-17,0,0,0,0,FR
2020-01-18,0,0,0,0,FR
2020-01-19,0,0,0,0,FR
2020-01-20,0,0,0,0,FR
2020-01-21,0,0,0,0,FR
2020-01-22,0,0,0,0,FR
2020-01-23,0,0,0,0,FR
2020-01-24,3,0,3,0,FR
2020-01-25,0,0,3,0,FR
2020-01-26,0,0,3,0,FR
2020-01-27,0,0,3,0,FR
2020-01-28,1,0,4,0,FR
2020-01-29,1,0,5,0,FR
2020-01-30,1,0,6,0,FR
2020-01-31,0,0,6,0,FR
2020-02-01,0,0,6,0,FR
2020-02-02,0,0,6,0,FR
2020-02-03,0,0,6,0,FR
2020-02-04,0,0,6,0,FR
2020-02-05,0,0,6,0,FR
2020-02-06,0,0,6,0,FR
2020-02-07,5,0,11,0,FR
2020-02-08,0,0,11,0,FR
2020-02-09,0,0,11,0,FR
2020-02-10,0,0,11,0,FR
2020-02-11,0,0,11,0,FR
2020-02-12,0,0,11,0,FR
2020-02-13,0,0,11,0,FR
2020-02-14,0,1,11,1,FR
2020-02-15,0,0,11,1,FR
2020-02-16,1,0,12,1,FR
2020-02-17,0,0,12,1,FR
2020-02-18,0,0,12,1,FR
2020-02-19,0,0,12,1,FR
2020-02-20,0,0,12,1,FR
2020-02-21,0,0,12,1,FR
2020-02-22,0,0,12,1,FR
2020-02-23,0,0,12,1,FR
2020-02-24,0,0,12,1,FR
2020-02-25,2,0,14,1,FR
2020-02-26,3,1,17,2,FR
2020-02-27,21,0,38,2,FR
2020-02-28,19,0,57,2,FR
2020-02-29,43,0,100,2,FR
2020-03-01,30,0,130,2,FR
2020-03-02,48,1,178,3,FR
2020-03-03,34,1,212,4,FR
2020-03-04,73,0,285,4,FR
2020-03-05,138,3,423,7,FR
2020-03-06,190,2,613,9,FR
2020-03-07,103,1,716,10,FR
2020-03-08,410,9,1126,19,FR
2020-03-09,286,11,1412,30,FR
2020-03-10,372,3,1784,33,FR
2020-03-11,497,15,2281,48,FR
2020-03-12,595,13,2876,61,FR
2020-03-13,785,18,3661,79,FR
2020-03-14,838,12,4499,91,FR
2020-03-15,924,36,5423,127,FR
2020-03-16,1210,21,6633,148,FR
2020-03-17,1097,27,7730,175,FR
2020-03-18,1404,69,9134,244,FR
2020-03-19,1861,128,10995,372,FR
2020-03-20,1617,78,12612,450,FR
2020-03-21,1847,112,14459,562,FR
2020-03-22,1559,112,16018,674,FR
2020-03-23,3838,186,19856,860,FR
2020-03-24,2446,240,22302,1100,FR
2020-03-25,2931,231,25233,1331,FR
2020-03-26,3922,365,29155,1696,FR
2020-03-27,3809,299,32964,1995,FR
2020-03-28,4611,319,37575,2314,FR
2020-03-29,2599,292,40174,2606,FR
2020-03-30,4376,418,44550,3024,FR
2020-03-31,7578,499,52128,3523,FR
2020-04-01,4861,509,56989,4032,FR
2020-04-02,2116,471,59105,4503,FR
2020-04-03,5233,2004,64338,6507,FR
2020-04-04,4267,1053,68605,7560,FR
2020-04-05,1873,518,70478,8078,FR
2020-04-06,3912,833,74390,8911,FR
2020-04-07,3777,1417,78167,10328,FR
2020-04-08,3881,541,82048,10869,FR
2020-04-09,4286,1341,86334,12210,FR
2020-04-10,4342,987,90676,13197,FR
2020-04-11,3114,635,93790,13832,FR
2020-04-12,1613,561,95403,14393,FR
2020-04-13,2673,574,98076,14967,FR
2020-04-14,5497,762,103573,15729,FR
2020-04-15,2633,1438,106206,17167,FR
2020-04-16,2641,753,108847,17920,FR
2020-04-17,405,761,109252,18681,FR
2020-04-18,2569,642,111821,19323,FR
2020-04-19,785,395,112606,19718,FR
2020-04-20,2051,547,114657,20265,FR
2020-04-21,2667,531,117324,20796,FR
2020-04-22,1827,544,119151,21340,FR
2020-04-23,1653,516,120804,21856,FR
2020-04-24,1773,389,122577,22245,FR
2020-04-25,1537,369,124114,22614,FR
2020-04-26,461,242,124575,22856,FR
2020-04-27,1195,437,125770,23293,FR
2020-04-28,1065,367,126835,23660,FR
2020-04-29,1607,427,128442,24087,FR
2020-04-30,1139,289,129581,24376,FR
2020-05-01,604,218,130185,24594,FR
2020-05-02,794,166,130979,24760,FR
2020-05-03,308,135,131287,24895,FR
2020-05-04,576,306,131863,25201,FR
2020-05-05,1104,330,132967,25531,FR
2020-05-06,4183,278,137150,25809,FR
2020-05-07,629,178,137779,25987,FR
2020-05-08,642,243,138421,26230,FR
2020-05-09,433,80,138854,26310,FR
2020-05-10,209,70,139063,26380,FR
2020-05-11,456,263,139519,26643,FR
2020-05-12,708,348,140227,26991,FR
2020-05-13,507,83,140734,27074,FR
2020-05-14,622,351,141356,27425,FR
2020-05-15,563,130,141919,27555,FR
2020-05-16,372,88,142291,27643,FR
2020-05-17,120,68,142411,27711,FR
2020-05-18,492,186,142903,27897,FR
2020-05-19,524,125,143427,28022,FR
2020-05-20,418,110,143845,28132,FR
2020-05-21,318,83,144163,28215,FR
2020-05-22,403,74,144566,28289,FR
2020-05-23,240,43,144806,28332,FR
