date,total_confirmed,total_deceased,new_confirmed,new_deceased,key
2020-03-24,73,0,23,0,US_ID
2020-03-25,123,0,50,0,US_ID
2020-03-26,189,3,66,3,US_ID
2020-03-27,232,4,43,1,US_ID
2020-03-28,262,5,30,1,US_ID
2020-03-29,310,6,48,1,US_ID
2020-03-30,415,7,105,1,US_ID
2020-03-31,526,9,111,2,US_ID
2020-04-01,669,9,143,0,US_ID
2020-04-02,891,9,222,0,US_ID
2020-04-03,1012,10,121,1,US_ID
2020-04-04,1076,10,64,0,US_ID
2020-04-05,1100,10,24,0,US_ID
2020-04-06,1170,13,70,3,US_ID
2020-04-07,1210,15,40,2,US_ID
2020-04-08,1232,19,22,4,US_ID
2020-04-09,1366,24,134,5,US_ID
2020-04-10,1425,25,59,1,US_ID
2020-04-11,1438,27,13,2,US_ID
2020-04-12,1457,27,19,0,US_ID
2020-04-13,1499,33,42,6,US_ID
2020-04-14,1538,39,39,6,US_ID
2020-04-15,1587,41,49,2,US_ID
2020-04-16,1609,41,22,0,US_ID
2020-04-17,1655,43,46,2,US_ID
2020-04-18,1668,44,13,1,US_ID
2020-04-19,1672,45,4,1,US_ID
2020-04-20,1736,48,64,3,US_ID
2020-04-21,1766,51,30,3,US_ID
2020-04-22,1802,54,36,3,US_ID
2020-04-23,1836,54,34,0,US_ID
2020-04-24,1870,54,34,0,US_ID
2020-04-25,1887,56,17,2,US_ID
2020-04-26,1897,56,10,0,US_ID
2020-04-27,1917,58,20,2,US_ID
2020-04-28,1952,60,35,2,US_ID
2020-04-29,1984,60,32,0,US_ID
2020-04-30,2016,63,32,3,US_ID
2020-05-01,2035,63,19,0,US_ID
2020-05-02,2061,64,26,1,US_ID
2020-05-03,2059,64,-2,0,US_ID
2020-05-04,2106,64,47,0,US_ID
2020-05-05,2127,66,21,2,US_ID
2020-05-06,2158,67,31,1,US_ID
2020-05-07,2178,67,20,0,US_ID
2020-05-08,2205,67,27,0,US_ID
2020-05-09,2230,67,25,0,US_ID
2020-05-10,2232,67,2,0,US_ID
2020-05-11,2261,69,29,2,US_ID
2020-05-12,2294,69,33,0,US_ID
2020-05-13,2325,69,31,0,US_ID
2020-05-14,2352,72,27,3,US_ID
2020-05-15,2389,73,37,1,US_ID
2020-05-16,2419,73,30,0,US_ID
2020-05-17,2421,73,2,0,US_ID
2020-05-18,2455,74,34,1,US_ID
2020-05-19,2476,77,21,3,US_ID
2020-05-20,2506,77,30,0,US_ID
2020-05-21,2534,77,28,0,US_ID
2020-05-22,2595,79,61,2,US_ID
2020-05-23,2626,79,31,0,US_ID
2020-05-24,2650,79,24,0,US_ID
2020-05-25,2664,79,14,0,US_ID
2020-05-26,2699,81,35,2,US_ID
2020-05-27,2731,82,32,1,US_ID
2020-05-28,2770,82,39,0,US_ID
2020-05-29,2804,82,34,0,US_ID
2020-05-30,2840,82,36,0,US_ID
2020-05-31,2855,82,15,0,US_ID
2020-06-01,2908,83,53,1,US_ID
2020-06-02,2935,83,27,0,US_ID
2020-06-03,2990,83,55,0,US_ID
2020-06-04,3054,83,64,0,US_ID
2020-06-05,3111,83,57,0,US_ID
2020-06-06,3139,83,28,0,US_ID
2020-06-07,3153,83,14,0,US_ID
2020-06-08,3197,83,44,0,US_ID
2020-06-09,3226,85,29,2,US_ID
2020-06-10,3262,85,36,0,US_ID
2020-06-11,3303,86,41,1,US_ID
2020-06-12,3354,87,51,1,US_ID
2020-06-13,3399,87,45,0,US_ID
2020-06-14,3413,88,14,1,US_ID
2020-06-15,3472,89,59,1,US_ID
2020-06-16,3543,89,71,0,US_ID
2020-06-17,3634,89,91,0,US_ID
2020-06-18,3744,90,110,1,US_ID
2020-06-19,3871,90,127,0,US_ID
2020-06-20,4006,90,135,0,US_ID
2020-06-21,4025,90,19,0,US_ID
2020-06-22,4267,90,242,0,US_ID
2020-06-23,4412,90,145,0,US_ID
2020-06-24,4650,91,238,1,US_ID
2020-06-25,4869,91,219,0,US_ID
2020-06-26,5149,91,280,0,US_ID
2020-01-24,1,0,,,US_IL
2020-01-25,1,0,0,0,US_IL
2020-01-26,1,0,0,0,US_IL
2020-01-27,1,0,0,0,US_IL
2020-01-28,1,0,0,0,US_IL
2020-01-29,1,0,0,0,US_IL
2020-01-30,2,0,1,0,US_IL
2020-01-31,2,0,0,0,US_IL
2020-02-01,2,0,0,0,US_IL
2020-02-02,2,0,0,0,US_IL
2020-02-03,2,0,0,0,US_IL
2020-02-04,2,0,0,0,US_IL
2020-02-05,2,0,0,0,US_IL
2020-02-06,2,0,0,0,US_IL
2020-02-07,2,0,0,0,US_IL
2020-02-08,2,0,0,0,US_IL
2020-02-09,2,0,0,0,US_IL
2020-02-10,2,0,0,0,US_IL
2020-02-11,2,0,0,0,US_IL
2020-02-12,2,0,0,0,US_IL
2020-02-13,2,0,0,0,US_IL
2020-02-14,2,0,0,0,US_IL
2020-02-15,2,0,0,0,US_IL
2020-02-16,2,0,0,0,US_IL
2020-02-17,2,0,0,0,US_IL
2020-02-18,2,0,0,0,US_IL
2020-02-19,2,0,0,0,US_IL
2020-02-20,2,0,0,0,US_IL
2020-02-21,2,0,0,0,US_IL
2020-02-22,2,0,0,0,US_IL
2020-02-23,2,0,0,0,US_IL
2020-02-24,2,0,0,0,US_IL
2020-02-25,2,0,0,0,US_IL
2020-02-26,2,0,0,0,US_IL
2020-02-27,2,0,0,0,US_IL
2020-02-28,2,0,0,0,US_IL
2020-02-29,3,0,1,0,US_IL
2020-03-01,3,0,0,0,US_IL
2020-03-02,4,0,1,0,US_IL
2020-03-03,4,0,0,0,US_IL
2020-03-04,4,0,0,0,US_IL
2020-03-05,5,0,1,0,US_IL
2020-03-06,6,0,1,0,US_IL
2020-03-07,6,0,0,0,US_IL
2020-03-08,7,0,1,0,US_IL
2020-03-09,11,0,4,0,US_IL
2020-03-10,19,0,8,0,US_IL
2020-03-11,25,0,6,0,US_IL
2020-03-12,32,0,7,0,US_IL
2020-03-13,46,0,14,0,US_IL
2020-03-14,66,0,20,0,US_IL
2020-03-15,94,0,28,0,US_IL
2020-03-16,104,0,10,0,US_IL
2020-03-17,159,1,55,1,US_IL
2020-03-18,286,1,127,0,US_IL
2020-03-19,420,4,134,3,US_IL
2020-03-20,583,5,163,1,US_IL
2020-03-21,751,6,168,1,US_IL
2020-03-22,1047,9,296,3,US_IL
2020-03-23,1285,12,238,3,US_IL
2020-03-24,1535,16,250,4,US_IL
2020-03-25,1874,21,339,5,US_IL
2020-03-26,2538,26,664,5,US_IL
2020-03-27,3029,37,491,11,US_IL
2020-03-28,3547,50,518,13,US_IL
2020-03-29,4615,71,1068,21,US_IL
2020-03-30,5070,84,455,13,US_IL
2020-03-31,5992,107,922,23,US_IL
2020-04-01,6978,146,986,39,US_IL
2020-04-02,7695,165,717,19,US_IL
2020-04-03,8904,212,1209,47,US_IL
2020-04-04,10357,248,1453,36,US_IL
2020-04-05,11276,283,919,35,US_IL
2020-04-06,12262,309,986,26,US_IL
2020-04-07,13549,384,1287,75,US_IL
2020-04-08,15078,464,1529,80,US_IL
2020-04-09,16422,534,1344,70,US_IL
2020-04-10,17887,607,1465,73,US_IL
2020-04-11,19180,682,1293,75,US_IL
2020-04-12,20852,727,1672,45,US_IL
2020-04-13,22025,800,1173,73,US_IL
2020-04-14,23247,878,1222,78,US_IL
2020-04-15,24593,958,1346,80,US_IL
2020-04-16,25734,1081,1141,123,US_IL
2020-04-17,27575,1142,1841,61,US_IL
2020-04-18,29160,1272,1585,130,US_IL
2020-04-19,30357,1302,1197,30,US_IL
2020-04-20,31508,1359,1151,57,US_IL
2020-04-21,33059,1479,1551,120,US_IL
2020-04-22,35108,1577,2049,98,US_IL
2020-04-23,36935,1696,1827,119,US_IL
2020-04-24,39658,1804,2723,108,US_IL
2020-04-25,41777,1884,2119,80,US_IL
2020-04-26,43903,1943,2126,59,US_IL
2020-04-27,45883,1992,1980,49,US_IL
2020-04-28,48102,2132,2219,140,US_IL
2020-04-29,50355,2221,2253,89,US_IL
2020-04-30,52918,2361,2563,140,US_IL
2020-05-01,56055,2464,3137,103,US_IL
2020-05-02,58505,2576,2450,112,US_IL
2020-05-03,61499,2632,2994,56,US_IL
2020-05-04,63840,2673,2341,41,US_IL
2020-05-05,65889,2843,2049,170,US_IL
2020-05-06,68164,2977,2275,134,US_IL
2020-05-07,70802,3139,2638,162,US_IL
2020-05-08,73688,3262,2886,123,US_IL
2020-05-09,76008,3362,2320,100,US_IL
2020-05-10,77662,3426,1654,64,US_IL
2020-05-11,79123,3480,1461,54,US_IL
2020-05-12,83168,3617,4045,137,US_IL
2020-05-13,84874,3815,1706,198,US_IL
2020-05-14,88081,3945,3207,130,US_IL
2020-05-15,90528,4075,2447,130,US_IL
2020-05-16,92669,4149,2141,74,US_IL
2020-05-17,94360,4198,1691,49,US_IL
2020-05-18,96778,4257,2418,59,US_IL
2020-05-19,98298,4399,1520,142,US_IL
2020-05-20,100713,4547,2415,148,US_IL
2020-05-21,102995,4634,2282,87,US_IL
2020-05-22,105710,4740,2715,106,US_IL
2020-05-23,108100,4817,2390,77,US_IL
2020-05-24,110541,4884,2441,67,US_IL
2020-05-25,112248,4912,1707,28,US_IL
2020-05-26,113486,4960,1238,48,US_IL
2020-05-27,114612,5118,1126,158,US_IL
2020-05-28,116128,5225,1516,107,US_IL
2020-05-29,117794,5308,1666,83,US_IL
2020-05-30,119290,5368,1496,60,US_IL
2020-05-31,120588,5426,1298,58,US_IL
2020-06-01,121666,5458,1078,32,US_IL
2020-06-02,123244,5567,1578,109,US_IL
2020-06-03,124279,5665,1035,98,US_IL
2020-06-04,125149,5772,870,107,US_IL
2020-06-05,126317,5834,1168,62,US_IL
2020-06-06,127251,5898,934,64,US_IL
2020-06-07,128070,5939,819,41,US_IL
2020-06-08,129543,6142,1473,203,US_IL
2020-06-09,130321,6237,778,95,US_IL
2020-06-10,130889,6302,568,65,US_IL
2020-06-11,131731,6388,842,86,US_IL
2020-06-12,132489,6469,758,81,US_IL
2020-06-13,133117,6491,628,22,US_IL
2020-06-14,133719,6512,602,21,US_IL
2020-06-15,134247,6543,528,31,US_IL
2020-06-16,134866,6608,619,65,US_IL
2020-06-17,135416,6687,550,79,US_IL
2020-06-18,136081,6737,665,50,US_IL
2020-06-19,136917,6801,836,64,US_IL
2020-06-20,137535,6846,618,45,US_IL
2020-06-21,138154,6865,619,19,US_IL
2020-06-22,138615,6889,461,24,US_IL
2020-06-23,139282,6925,667,36,US_IL
2020-06-24,140025,6986,743,61,US_IL
2020-06-25,140935,7024,910,38,US_IL
2020-06-26,141812,7059,877,35,US_IL
2020-03-06,1,0,,,US_IN
2020-03-07,1,0,0,0,US_IN
2020-03-08,2,0,1,0,US_IN
2020-03-09,4,0,2,0,US_IN
2020-03-10,6,0,2,0,US_IN
2020-03-11,11,0,5,0,US_IN
2020-03-12,12,0,1,0,US_IN
2020-03-13,12,0,0,0,US_IN
2020-03-14,15,0,3,0,US_IN
2020-03-15,19,0,4,0,US_IN
2020-03-16,24,1,5,1,US_IN
2020-03-17,30,2,6,1,US_IN
2020-03-18,39,2,9,0,US_IN
2020-03-19,56,2,17,0,US_IN
2020-03-20,81,5,25,3,US_IN
2020-03-21,128,6,47,1,US_IN
2020-03-22,204,9,76,3,US_IN
2020-03-23,264,12,60,3,US_IN
2020-03-24,371,17,107,5,US_IN
2020-03-25,484,19,113,2,US_IN
2020-03-26,661,23,177,4,US_IN
2020-03-27,992,32,331,9,US_IN
2020-03-28,1239,38,247,6,US_IN
2020-03-29,1522,40,283,2,US_IN
2020-03-30,1797,44,275,4,US_IN
2020-03-31,2177,61,380,17,US_IN
2020-04-01,2578,80,401,19,US_IN
2020-04-02,3056,94,478,14,US_IN
2020-04-03,3455,118,399,24,US_IN
2020-04-04,3975,136,520,18,US_IN
2020-04-05,4437,151,462,15,US_IN
2020-04-06,4986,171,549,20,US_IN
2020-04-07,5544,208,558,37,US_IN
2020-04-08,5986,246,442,38,US_IN
2020-04-09,6400,295,414,49,US_IN
2020-04-10,6960,353,560,58,US_IN
2020-04-11,7494,389,534,36,US_IN
2020-04-12,7990,405,496,16,US_IN
2020-04-13,8300,414,310,9,US_IN
2020-04-14,8598,458,298,44,US_IN
2020-04-15,9030,511,432,53,US_IN
2020-04-16,9619,554,589,43,US_IN
2020-04-17,10235,599,616,45,US_IN
2020-04-18,10730,633,495,34,US_IN
2020-04-19,11301,652,571,19,US_IN
2020-04-20,11784,666,483,14,US_IN
2020-04-21,12214,731,430,65,US_IN
2020-04-22,12575,764,361,33,US_IN
2020-04-23,13196,811,621,47,US_IN
2020-04-24,13848,851,652,40,US_IN
2020-04-25,14567,897,719,46,US_IN
2020-04-26,15187,928,620,31,US_IN
2020-04-27,16137,932,950,4,US_IN
2020-04-28,16783,992,646,60,US_IN
2020-04-29,17409,1065,626,73,US_IN
2020-04-30,18099,1114,690,49,US_IN
2020-05-01,18941,1175,842,61,US_IN
2020-05-02,19629,1229,688,54,US_IN
2020-05-03,20267,1246,638,17,US_IN
2020-05-04,20855,1264,588,18,US_IN
2020-05-05,21423,1326,568,62,US_IN
2020-05-06,22286,1377,863,51,US_IN
2020-05-07,22942,1414,656,37,US_IN
2020-05-08,23620,1447,678,33,US_IN
2020-05-09,24239,1490,619,43,US_IN
2020-05-10,24633,1508,394,18,US_IN
2020-05-11,25134,1540,501,32,US_IN
2020-05-12,25676,1578,542,38,US_IN
2020-05-13,26044,1619,368,41,US_IN
2020-05-14,26627,1646,583,27,US_IN
2020-05-15,27281,1691,654,45,US_IN
2020-05-16,27919,1741,638,50,US_IN
2020-05-17,28419,1751,500,10,US_IN
2020-05-18,28897,1765,478,14,US_IN
2020-05-19,29402,1824,505,59,US_IN
2020-05-20,29986,1864,584,40,US_IN
2020-05-21,30673,1913,687,49,US_IN
2020-05-22,31165,1941,492,28,US_IN
2020-05-23,31674,1964,509,23,US_IN
2020-05-24,32151,1976,477,12,US_IN
2020-05-25,32489,1984,338,8,US_IN
2020-05-26,32856,2004,367,20,US_IN
2020-05-27,33242,2030,386,26,US_IN
2020-05-28,33885,2068,643,38,US_IN
2020-05-29,34399,2110,514,42,US_IN
2020-05-30,35064,2125,665,15,US_IN
2020-05-31,35429,2134,365,9,US_IN
2020-06-01,35684,2142,255,8,US_IN
2020-06-02,36129,2197,445,55,US_IN
2020-06-03,36609,2207,480,10,US_IN
2020-06-04,37005,2231,396,24,US_IN
2020-06-05,37499,2258,494,27,US_IN
2020-06-06,37928,2292,429,34,US_IN
2020-06-07,38328,2303,400,11,US_IN
2020-06-08,38553,2316,225,13,US_IN
2020-06-09,38985,2339,432,23,US_IN
2020-06-10,39297,2355,312,16,US_IN
2020-06-11,39714,2380,417,25,US_IN
2020-06-12,40114,2396,400,16,US_IN
2020-06-13,40535,2413,421,17,US_IN
2020-06-14,40901,2422,366,9,US_IN
2020-06-15,41422,2433,521,11,US_IN
2020-06-16,41780,2447,358,14,US_IN
2020-06-17,42036,2475,256,28,US_IN
2020-06-18,42480,2491,444,16,US_IN
2020-06-19,42801,2516,321,25,US_IN
2020-06-20,43135,2536,334,20,US_IN
2020-06-21,43496,2540,361,4,US_IN
2020-06-22,43709,2553,213,13,US_IN
2020-06-23,43967,2569,258,16,US_IN
2020-06-24,44260,2578,293,9,US_IN
2020-06-25,44779,2586,519,8,US_IN
2020-06-26,45269,2595,490,9,US_IN
2020-03-07,1,0,,,US_KS
2020-03-08,1,0,0,0,US_KS
2020-03-09,1,0,0,0,US_KS
2020-03-10,1,0,0,0,US_KS
2020-03-11,1,0,0,0,US_KS
2020-03-12,5,1,4,1,US_KS
2020-03-13,6,1,1,0,US_KS
2020-03-14,8,1,2,0,US_KS
2020-03-15,9,1,1,0,US_KS
2020-03-16,11,1,2,0,US_KS
2020-03-17,17,1,6,0,US_KS
2020-03-18,22,1,5,0,US_KS
2020-03-19,35,1,13,0,US_KS
2020-03-20,49,1,14,0,US_KS
2020-03-21,57,2,8,1,US_KS
2020-03-22,66,2,9,0,US_KS
2020-03-23,82,2,16,0,US_KS
2020-03-24,102,3,20,1,US_KS
2020-03-25,134,3,32,0,US_KS
2020-03-26,173,3,39,0,US_KS
2020-03-27,213,4,40,1,US_KS
2020-03-28,272,6,59,2,US_KS
2020-03-29,333,7,61,1,US_KS
2020-03-30,374,9,41,2,US_KS
2020-03-31,435,10,61,1,US_KS
2020-04-01,489,11,54,1,US_KS
2020-04-02,554,14,65,3,US_KS
2020-04-03,625,19,71,5,US_KS
2020-04-04,702,21,77,2,US_KS
2020-04-05,769,23,67,2,US_KS
2020-04-06,854,25,85,2,US_KS
2020-04-07,905,30,51,5,US_KS
2020-04-08,1055,38,150,8,US_KS
2020-04-09,1116,42,61,4,US_KS
2020-04-10,1180,50,64,8,US_KS
2020-04-11,1282,55,102,5,US_KS
2020-04-12,1337,56,55,1,US_KS
2020-04-13,1384,63,47,7,US_KS
2020-04-14,1440,69,56,6,US_KS
2020-04-15,1503,76,63,7,US_KS
2020-04-16,1595,80,92,4,US_KS
2020-04-17,1732,84,137,4,US_KS
2020-04-18,1820,86,88,2,US_KS
2020-04-19,1897,94,77,8,US_KS
2020-04-20,2030,101,133,7,US_KS
2020-04-21,2114,107,84,6,US_KS
2020-04-22,2291,111,177,4,US_KS
2020-04-23,2626,112,335,1,US_KS
2020-04-24,2842,117,216,5,US_KS
2020-04-25,3091,119,249,2,US_KS
2020-04-26,3198,120,107,1,US_KS
2020-04-27,3407,126,209,6,US_KS
2020-04-28,3601,127,194,1,US_KS
2020-04-29,3811,132,210,5,US_KS
2020-04-30,4305,133,494,1,US_KS
2020-05-01,4510,136,205,3,US_KS
2020-05-02,4863,140,353,4,US_KS
2020-05-03,5177,142,314,2,US_KS
2020-05-04,5385,154,208,12,US_KS
2020-05-05,5627,160,242,6,US_KS
2020-05-06,5893,163,266,3,US_KS
2020-05-07,6240,164,347,1,US_KS
2020-05-08,6751,167,511,3,US_KS
2020-05-09,6923,172,172,5,US_KS
2020-05-10,7045,172,122,0,US_KS
2020-05-11,7161,174,116,2,US_KS
2020-05-12,7352,178,191,4,US_KS
2020-05-13,7552,179,200,1,US_KS
2020-05-14,7668,181,116,2,US_KS
2020-05-15,8006,187,338,6,US_KS
2020-05-16,8059,189,53,2,US_KS
2020-05-17,8066,189,7,0,US_KS
2020-05-18,8439,190,373,1,US_KS
2020-05-19,8488,193,49,3,US_KS
2020-05-20,8661,197,173,4,US_KS
2020-05-21,8771,199,110,2,US_KS
2020-05-22,9068,200,297,1,US_KS
2020-05-23,9119,200,51,0,US_KS
2020-05-24,9135,200,16,0,US_KS
2020-05-25,9272,201,137,1,US_KS
2020-05-26,9352,204,80,3,US_KS
2020-05-27,9453,207,101,3,US_KS
2020-05-28,9513,209,60,2,US_KS
2020-05-29,9826,209,313,0,US_KS
2020-05-30,9847,209,21,0,US_KS
2020-05-31,9878,211,31,2,US_KS
2020-06-01,10103,217,225,6,US_KS
2020-06-02,10143,227,40,10,US_KS
2020-06-03,10281,227,138,0,US_KS
2020-06-04,10332,230,51,3,US_KS
2020-06-05,10493,233,161,3,US_KS
2020-06-06,10517,234,24,1,US_KS
2020-06-07,10549,234,32,0,US_KS
2020-06-08,10724,237,175,3,US_KS
2020-06-09,10786,238,62,1,US_KS
2020-06-10,10931,241,145,3,US_KS
2020-06-11,10984,242,53,1,US_KS
2020-06-12,11152,243,168,1,US_KS
2020-06-13,11195,244,43,1,US_KS
2020-06-14,11247,244,52,0,US_KS
2020-06-15,11516,246,269,2,US_KS
2020-06-16,11569,246,53,0,US_KS
2020-06-17,11801,248,232,2,US_KS
2020-06-18,11886,252,85,4,US_KS
2020-06-19,12168,254,282,2,US_KS
2020-06-20,12218,257,50,3,US_KS
2020-06-21,12258,258,40,1,US_KS
2020-06-22,12576,260,318,2,US_KS
2020-06-23,12659,261,83,1,US_KS
2020-06-24,13110,262,451,1,US_KS
2020-06-25,13207,263,97,1,US_KS
2020-06-26,13729,266,522,3,US_KS
2020-03-06,1,0,,,US_KY
2020-03-07,1,0,0,0,US_KY
2020-03-08,4,0,3,0,US_KY
2020-03-09,5,0,1,0,US_KY
2020-03-10,7,0,2,0,US_KY
2020-03-11,7,0,0,0,US_KY
2020-03-12,11,0,4,0,US_KY
2020-03-13,11,0,0,0,US_KY
2020-03-14,18,0,7,0,US_KY
2020-03-15,21,0,3,0,US_KY
2020-03-16,22,1,1,1,US_KY
2020-03-17,26,1,4,0,US_KY
2020-03-18,35,1,9,0,US_KY
2020-03-19,47,2,12,1,US_KY
2020-03-20,63,2,16,0,US_KY
2020-03-21,84,3,21,1,US_KY
2020-03-22,103,3,19,0,US_KY
2020-03-23,124,3,21,0,US_KY
2020-03-24,157,3,33,0,US_KY
2020-03-25,198,5,41,2,US_KY
2020-03-26,248,5,50,0,US_KY
2020-03-27,302,8,54,3,US_KY
2020-03-28,394,9,92,1,US_KY
2020-03-29,439,9,45,0,US_KY
2020-03-30,480,11,41,2,US_KY
2020-03-31,590,18,110,7,US_KY
2020-04-01,674,20,84,2,US_KY
2020-04-02,747,34,73,14,US_KY
2020-04-03,762,34,15,0,US_KY
2020-04-04,909,40,147,6,US_KY
2020-04-05,1048,44,139,4,US_KY
2020-04-06,1057,52,9,8,US_KY
2020-04-07,1289,66,232,14,US_KY
2020-04-08,1393,73,104,7,US_KY
2020-04-09,1525,84,132,11,US_KY
2020-04-10,1702,90,177,6,US_KY
2020-04-11,1851,94,149,4,US_KY
2020-04-12,1963,98,112,4,US_KY
2020-04-13,2048,106,85,8,US_KY
2020-04-14,2210,115,162,9,US_KY
2020-04-15,2295,124,85,9,US_KY
2020-04-16,2429,131,134,7,US_KY
2020-04-17,2522,140,93,9,US_KY
2020-04-18,2707,145,185,5,US_KY
2020-04-19,2960,149,253,4,US_KY
2020-04-20,3050,155,90,6,US_KY
2020-04-21,3193,172,143,17,US_KY
2020-04-22,3373,185,180,13,US_KY
2020-04-23,3548,194,175,9,US_KY
2020-04-24,3779,203,231,9,US_KY
2020-04-25,3905,208,126,5,US_KY
2020-04-26,4074,211,169,3,US_KY
2020-04-27,4146,216,72,5,US_KY
2020-04-28,4375,231,229,15,US_KY
2020-04-29,4538,235,163,4,US_KY
2020-04-30,4708,240,170,5,US_KY
2020-05-01,4879,248,171,8,US_KY
2020-05-02,4881,252,2,4,US_KY
2020-05-03,5223,256,342,4,US_KY
2020-05-04,5370,267,147,11,US_KY
2020-05-05,5822,278,452,11,US_KY
2020-05-06,5946,286,124,8,US_KY
2020-05-07,6173,302,227,16,US_KY
2020-05-08,6298,304,125,2,US_KY
2020-05-09,6469,312,171,8,US_KY
2020-05-10,6486,312,17,0,US_KY
2020-05-11,6710,325,224,13,US_KY
2020-05-12,7003,333,293,8,US_KY
2020-05-13,7102,334,99,1,US_KY
2020-05-14,7397,341,295,7,US_KY
2020-05-15,7578,343,181,2,US_KY
2020-05-16,7773,346,195,3,US_KY
2020-05-17,7793,346,20,0,US_KY
2020-05-18,8041,354,248,8,US_KY
2020-05-19,8205,369,164,15,US_KY
2020-05-20,8336,381,131,12,US_KY
2020-05-21,8475,393,139,12,US_KY
2020-05-22,8688,398,213,5,US_KY
2020-05-23,8812,399,124,1,US_KY
2020-05-24,8842,399,30,0,US_KY
2020-05-25,8899,403,57,4,US_KY
2020-05-26,9175,407,276,4,US_KY
2020-05-27,9313,420,138,13,US_KY
2020-05-28,9510,424,197,4,US_KY
2020-05-29,9688,434,178,10,US_KY
2020-05-30,9887,441,199,7,US_KY
2020-05-31,9937,441,50,0,US_KY
2020-06-01,10150,445,213,4,US_KY
2020-06-02,10287,451,137,6,US_KY
2020-06-03,10485,458,198,7,US_KY
2020-06-04,10781,469,296,11,US_KY
2020-06-05,11051,476,270,7,US_KY
2020-06-06,11359,480,308,4,US_KY
2020-06-07,11393,481,34,1,US_KY
2020-06-08,11701,487,308,6,US_KY
2020-06-09,11891,494,190,7,US_KY
2020-06-10,12029,498,138,4,US_KY
2020-06-11,12128,513,99,15,US_KY
2020-06-12,12352,525,224,12,US_KY
2020-06-13,12605,527,253,2,US_KY
2020-06-14,12652,527,47,0,US_KY
2020-06-15,12863,524,211,-3,US_KY
2020-06-16,12899,530,36,6,US_KY
2020-06-17,13190,536,291,6,US_KY
2020-06-18,13391,540,201,4,US_KY
2020-06-19,13629,542,238,2,US_KY
2020-06-20,13800,542,171,0,US_KY
2020-06-21,13919,544,119,2,US_KY
2020-06-22,14073,549,154,5,US_KY
2020-06-23,14323,559,250,10,US_KY
2020-06-24,14522,561,199,2,US_KY
2020-06-25,14793,569,271,8,US_KY
2020-06-26,15033,575,240,6,US_KY
2020-03-09,1,0,,,US_LA
2020-03-10,6,0,5,0,US_LA
2020-03-11,13,0,7,0,US_LA
2020-03-12,14,0,1,0,US_LA
2020-03-13,36,0,22,0,US_LA
2020-03-14,77,1,41,1,US_LA
2020-03-15,103,2,26,1,US_LA
2020-03-16,137,3,34,1,US_LA
2020-03-17,196,5,59,2,US_LA
2020-03-18,280,7,84,2,US_LA
2020-03-19,392,10,112,3,US_LA
2020-03-20,537,10,145,0,US_LA
2020-03-21,763,16,226,6,US_LA
2020-03-22,837,20,74,4,US_LA
2020-03-23,1172,34,335,14,US_LA
2020-03-24,1388,46,216,12,US_LA
2020-03-25,1795,65,407,19,US_LA
2020-03-26,2305,83,510,18,US_LA
2020-03-27,2746,119,441,36,US_LA
2020-03-28,3315,137,569,18,US_LA
2020-03-29,3539,153,224,16,US_LA
2020-03-30,4024,186,485,33,US_LA
2020-03-31,5237,240,1213,54,US_LA
2020-04-01,6424,275,1187,35,US_LA
2020-04-02,9152,310,2728,35,US_LA
2020-04-03,10299,370,1147,60,US_LA
2020-04-04,12500,412,2201,42,US_LA
2020-04-05,13014,477,514,65,US_LA
2020-04-06,14867,512,1853,35,US_LA
2020-04-07,16284,582,1417,70,US_LA
2020-04-08,17030,652,746,70,US_LA
2020-04-09,18283,702,1253,50,US_LA
2020-04-10,19253,755,970,53,US_LA
2020-04-11,20014,806,761,51,US_LA
2020-04-12,20595,840,581,34,US_LA
2020-04-13,21016,884,421,44,US_LA
2020-04-14,21518,1013,502,129,US_LA
2020-04-15,21951,1103,433,90,US_LA
2020-04-16,22532,1156,581,53,US_LA
2020-04-17,23118,1213,586,57,US_LA
2020-04-18,23580,1267,462,54,US_LA
2020-04-19,23928,1296,348,29,US_LA
2020-04-20,24523,1328,595,32,US_LA
2020-04-21,24854,1405,331,77,US_LA
2020-04-22,25317,1532,463,127,US_LA
2020-04-23,25798,1599,481,67,US_LA
2020-04-24,26199,1660,401,61,US_LA
2020-04-25,26571,1703,372,43,US_LA
2020-04-26,26832,1729,261,26,US_LA
2020-04-27,27111,1740,279,11,US_LA
2020-04-28,27329,1801,218,61,US_LA
2020-04-29,27703,1845,374,44,US_LA
2020-04-30,28044,1905,341,60,US_LA
2020-05-01,28754,1970,710,65,US_LA
2020-05-02,29183,1993,429,23,US_LA
2020-05-03,29383,2012,200,19,US_LA
2020-05-04,29746,2064,363,52,US_LA
2020-05-05,30069,2115,323,51,US_LA
2020-05-06,30472,2167,403,52,US_LA
2020-05-07,30725,2208,253,41,US_LA
2020-05-08,30928,2227,203,19,US_LA
2020-05-09,31490,2267,562,40,US_LA
2020-05-10,31673,2286,183,19,US_LA
2020-05-11,31881,2308,208,22,US_LA
2020-05-12,32116,2347,235,39,US_LA
2020-05-13,32728,2381,612,34,US_LA
2020-05-14,33555,2417,827,36,US_LA
2020-05-15,33903,2448,348,31,US_LA
2020-05-16,34183,2479,280,31,US_LA
2020-05-17,34498,2491,315,12,US_LA
2020-05-18,34832,2563,334,72,US_LA
2020-05-19,35161,2581,329,18,US_LA
2020-05-20,35439,2608,278,27,US_LA
2020-05-21,36627,2629,1188,21,US_LA
