Date,Country,AreaCode,Area,TotalCases
2020-03-24,England,E10000011,East Sussex,45
2020-03-24,England,E09000010,Enfield,157
2020-03-24,England,E10000012,Essex,225
2020-03-24,England,E08000037,Gateshead,17
2020-03-24,England,E10000013,Gloucestershire,78
2020-03-24,England,E09000011,Greenwich,132
2020-03-24,England,E09000012,Hackney,124
2020-03-24,England,E06000006,Halton,13
2020-03-24,England,E09000013,Hammersmith and Fulham,114
2020-03-24,England,E10000014,Hampshire,330
2020-03-24,England,E09000014,Haringey,128
2020-03-24,England,E09000015,Harrow,191
2020-03-24,England,E09000016,Havering,85
2020-03-24,England,E06000019,"Herefordshire, County of",24
2020-03-24,England,E10000015,Hertfordshire,278
2020-03-24,England,E09000017,Hillingdon,131
2020-03-24,England,E09000018,Hounslow,128
2020-03-24,England,E09000019,Islington,124
2020-03-24,England,E09000020,Kensington and Chelsea,113
2020-03-24,England,E10000016,Kent,205
2020-03-24,England,E06000010,"Kingston upon Hull, City of",5
2020-03-24,England,E09000021,Kingston upon Thames,64
2020-03-24,England,E08000034,Kirklees,34
2020-03-24,England,E08000011,Knowsley,16
2020-03-24,England,E09000022,Lambeth,278
2020-03-24,England,E10000017,Lancashire,161
2020-03-24,England,E08000035,Leeds,86
2020-03-24,England,E06000016,Leicester,64
2020-03-24,England,E10000018,Leicestershire,131
2020-03-24,England,E09000023,Lewisham,164
2020-03-24,England,E10000019,Lincolnshire,56
2020-03-24,England,E08000012,Liverpool,115
2020-03-24,England,E06000032,Luton,57
2020-03-24,England,E08000003,Manchester,67
2020-03-24,England,E06000035,Medway,62
2020-03-24,England,E09000024,Merton,136
2020-03-24,England,E06000002,Middlesbrough,10
2020-03-24,England,E06000042,Milton Keynes,71
2020-03-24,England,E08000021,Newcastle upon Tyne,87
2020-03-24,England,E09000025,Newham,124
2020-03-24,England,E10000020,Norfolk,76
2020-03-24,England,E06000012,North East Lincolnshire,10
2020-03-24,England,E06000013,North Lincolnshire,7
2020-03-24,England,E06000024,North Somerset,21
2020-03-24,England,E08000022,North Tyneside,28
2020-03-24,England,E10000023,North Yorkshire,65
2020-03-24,England,E10000021,Northamptonshire,98
2020-03-24,England,E06000057,Northumberland,28
2020-03-24,England,E06000018,Nottingham,62
2020-03-24,England,E10000024,Nottinghamshire,114
2020-03-24,England,E08000004,Oldham,58
2020-03-24,England,E10000025,Oxfordshire,130
2020-03-24,England,E06000031,Peterborough,21
2020-03-24,England,E06000026,Plymouth,26
2020-03-24,England,E06000044,Portsmouth,51
2020-03-24,England,E06000038,Reading,28
2020-03-24,England,E09000026,Redbridge,106
2020-03-24,England,E06000003,Redcar and Cleveland,11
2020-03-24,England,E09000027,Richmond upon Thames,77
2020-03-24,England,E08000005,Rochdale,42
2020-03-24,England,E08000018,Rotherham,50
2020-03-24,England,E06000017,Rutland,2
2020-03-24,England,E08000006,Salford,72
2020-03-24,England,E08000028,Sandwell,112
2020-03-24,England,E08000014,Sefton,35
2020-03-24,England,E08000019,Sheffield,332
2020-03-24,England,E06000051,Shropshire,54
2020-03-24,England,E06000039,Slough,73
2020-03-24,England,E08000029,Solihull,45
2020-03-24,England,E10000027,Somerset,32
2020-03-24,England,E06000025,South Gloucestershire,36
2020-03-24,England,E08000023,South Tyneside,15
2020-03-24,England,E06000045,Southampton,35
2020-03-24,England,E06000033,Southend-on-Sea,25
2020-03-24,England,E09000028,Southwark,283
2020-03-24,England,E08000013,St. Helens,29
2020-03-24,England,E10000028,Staffordshire,158
2020-03-24,England,E08000007,Stockport,65
2020-03-24,England,E06000004,Stockton-on-Tees,17
2020-03-24,England,E06000021,Stoke-on-Trent,20
2020-03-24,England,E10000029,Suffolk,72
2020-03-24,England,E08000024,Sunderland,43
2020-03-24,England,E10000030,Surrey,326
2020-03-24,England,E09000029,Sutton,95
2020-03-24,England,E06000030,Swindon,19
2020-03-24,England,E08000008,Tameside,48
2020-03-24,England,E06000020,Telford and Wrekin,22
2020-03-24,England,E06000034,Thurrock,33
2020-03-24,England,E06000027,Torbay,21
2020-03-24,England,E09000030,Tower Hamlets,106
2020-03-24,England,E08000009,Trafford,60
2020-03-24,England,E08000036,Wakefield,32
2020-03-24,England,E08000030,Walsall,106
2020-03-24,England,E09000031,Waltham Forest,101
2020-03-24,England,E09000032,Wandsworth,240
2020-03-24,England,E06000007,Warrington,18
2020-03-24,England,E10000031,Warwickshire,134
2020-03-24,England,E06000037,West Berkshire,33
2020-03-24,England,E10000032,West Sussex,109
2020-03-24,England,E09000033,Westminster,195
2020-03-24,England,E08000010,Wigan,26
2020-03-24,England,E06000054,Wiltshire,55
2020-03-24,England,E06000040,Windsor and Maidenhead,44
2020-03-24,England,E08000015,Wirral,38
2020-03-24,England,E06000041,Wokingham,26
2020-03-24,England,E08000031,Wolverhampton,135
2020-03-24,England,E10000034,Worcestershire,109
2020-03-24,England,E06000014,York,16
2020-03-24,Scotland,S08000015,Ayrshire and Arran,41
2020-03-24,Scotland,S08000016,Borders,12
2020-03-24,Scotland,S08000017,Dumfries and Galloway,26
2020-03-24,Scotland,S08000029,Fife,25
2020-03-24,Scotland,S08000019,Forth Valley,43
2020-03-24,Scotland,S08000020,Grampian,24
2020-03-24,Scotland,S08000031,Greater Glasgow and Clyde,183
2020-03-24,Scotland,S08000022,Highland,13
2020-03-24,Scotland,S08000032,Lanarkshire,75
2020-03-24,Scotland,S08000024,Lothian,70
2020-03-24,Scotland,S08000025,Orkney,NaN
2020-03-24,Scotland,S08000026,Shetland,24
2020-03-24,Scotland,S08000030,Tayside,48
2020-03-24,Scotland,S08000028,Western Isles,NaN
2020-03-24,Wales,W11000028,Aneurin Bevan,375
2020-03-24,Wales,W11000023,Betsi Cadwaladr,32
2020-03-24,Wales,W11000029,Cardiff and Vale,164
2020-03-24,Wales,W11000030,Cwm Taf,64
2020-03-24,Wales,W11000025,Hywel Dda,50
2020-03-24,Wales,,Outside Wales,6
2020-03-24,Wales,W11000024,Powys,16
2020-03-24,Wales,W11000031,Swansea Bay,84
2020-03-24,Wales,,Unknown,8
2020-03-25,England,E09000002,Barking and Dagenham,93
2020-03-25,England,E09000003,Barnet,292
2020-03-25,England,E08000016,Barnsley,68
2020-03-25,England,E06000022,Bath and North East Somerset,30
2020-03-25,England,E06000055,Bedford,37
2020-03-25,England,E09000004,Bexley,112
2020-03-25,England,E08000025,Birmingham,462
2020-03-25,England,E06000008,Blackburn with Darwen,12
2020-03-25,England,E06000009,Blackpool,11
2020-03-25,England,E08000001,Bolton,36
2020-03-25,England,E06000058,"Bournemouth, Christchurch and Poole",27
2020-03-25,England,E06000036,Bracknell Forest,21
2020-03-25,England,E08000032,Bradford,42
2020-03-25,England,E09000005,Brent,310
2020-03-25,England,E06000043,Brighton and Hove,47
2020-03-25,England,E06000023,"Bristol, City of",66
2020-03-25,England,E09000006,Bromley,215
2020-03-25,England,E10000002,Buckinghamshire,135
2020-03-25,England,E08000002,Bury,38
2020-03-25,England,E08000033,Calderdale,14
2020-03-25,England,E10000003,Cambridgeshire,105
2020-03-25,England,E09000007,Camden,144
2020-03-25,England,E06000056,Central Bedfordshire,56
2020-03-25,England,E06000049,Cheshire East,52
2020-03-25,England,E06000050,Cheshire West and Chester,38
2020-03-25,England,E06000052,Cornwall and Isles of Scilly,48
2020-03-25,England,E06000047,County Durham,47
2020-03-25,England,E08000026,Coventry,88
2020-03-25,England,E09000008,Croydon,276
2020-03-25,England,E10000006,Cumbria,276
2020-03-25,England,E06000005,Darlington,9
2020-03-25,England,E06000015,Derby,108
2020-03-25,England,E10000007,Derbyshire,216
2020-03-25,England,E10000008,Devon,78
2020-03-25,England,E08000017,Doncaster,46
2020-03-25,England,E06000059,Dorset,34
2020-03-25,England,E08000027,Dudley,109
2020-03-25,England,E09000009,Ealing,243
2020-03-25,England,E06000011,East Riding of Yorkshire,32
2020-03-25,England,E10000011,East Sussex,56
2020-03-25,England,E09000010,Enfield,178
2020-03-25,England,E10000012,Essex,293
2020-03-25,England,E08000037,Gateshead,18
2020-03-25,England,E10000013,Gloucestershire,102
2020-03-25,England,E09000011,Greenwich,151
2020-03-25,England,E09000012,Hackney,140
2020-03-25,England,E06000006,Halton,16
2020-03-25,England,E09000013,Hammersmith and Fulham,133
2020-03-25,England,E10000014,Hampshire,373
2020-03-25,England,E09000014,Haringey,140
2020-03-25,England,E09000015,Harrow,220
2020-03-25,England,E06000001,Hartlepool,5
2020-03-25,England,E09000016,Havering,98
2020-03-25,England,E10000015,Hertfordshire,334
2020-03-25,England,E09000017,Hillingdon,148
2020-03-25,England,E09000018,Hounslow,145
2020-03-25,England,E06000046,Isle of Wight,11
2020-03-25,England,E09000019,Islington,135
2020-03-25,England,E09000020,Kensington and Chelsea,127
2020-03-25,England,E10000016,Kent,259
2020-03-25,England,E06000010,"Kingston upon Hull, City of",8
2020-03-25,England,E09000021,Kingston upon Thames,77
2020-03-25,England,E08000034,Kirklees,44
2020-03-25,England,E08000011,Knowsley,25
2020-03-25,England,E09000022,Lambeth,314
2020-03-25,England,E10000017,Lancashire,199
2020-03-25,England,E08000035,Leeds,97
2020-03-25,England,E06000016,Leicester,69
2020-03-25,England,E10000018,Leicestershire,144
2020-03-25,England,E09000023,Lewisham,188
2020-03-25,England,E10000019,Lincolnshire,67
2020-03-25,England,E08000012,Liverpool,139
2020-03-25,England,E06000032,Luton,68
2020-03-25,England,E08000003,Manchester,81
2020-03-25,England,E06000035,Medway,72
2020-03-25,England,E09000024,Merton,159
2020-03-25,England,E06000002,Middlesbrough,17
2020-03-25,England,E06000042,Milton Keynes,81
2020-03-25,England,E08000021,Newcastle upon Tyne,106
2020-03-25,England,E09000025,Newham,157
2020-03-25,England,E10000020,Norfolk,88
2020-03-25,England,E06000012,North East Lincolnshire,15
2020-03-25,England,E06000013,North Lincolnshire,10
2020-03-25,England,E06000024,North Somerset,28
2020-03-25,England,E08000022,North Tyneside,32
2020-03-25,England,E10000023,North Yorkshire,77
2020-03-25,England,E10000021,Northamptonshire,128
2020-03-25,England,E06000057,Northumberland,36
2020-03-25,England,E06000018,Nottingham,71
2020-03-25,England,E10000024,Nottinghamshire,131
2020-03-25,England,E08000004,Oldham,72
2020-03-25,England,E10000025,Oxfordshire,145
2020-03-25,England,E06000031,Peterborough,22
2020-03-25,England,E06000026,Plymouth,29
2020-03-25,England,E06000044,Portsmouth,65
2020-03-25,England,E06000038,Reading,36
2020-03-25,England,E09000026,Redbridge,121
2020-03-25,England,E06000003,Redcar and Cleveland,14
2020-03-25,England,E09000027,Richmond upon Thames,92
2020-03-25,England,E08000005,Rochdale,50
2020-03-25,England,E08000018,Rotherham,59
2020-03-25,England,E08000006,Salford,78
2020-03-25,England,E08000028,Sandwell,129
2020-03-25,England,E08000014,Sefton,53
2020-03-25,England,E08000019,Sheffield,380
2020-03-25,England,E06000051,Shropshire,58
2020-03-25,England,E06000039,Slough,79
2020-03-25,England,E08000029,Solihull,61
2020-03-25,England,E10000027,Somerset,37
2020-03-25,England,E06000025,South Gloucestershire,49
2020-03-25,England,E08000023,South Tyneside,19
2020-03-25,England,E06000045,Southampton,41
2020-03-25,England,E06000033,Southend-on-Sea,27
2020-03-25,England,E09000028,Southwark,312
2020-03-25,England,E08000013,St. Helens,39
2020-03-25,England,E10000028,Staffordshire,196
2020-03-25,England,E08000007,Stockport,74
2020-03-25,England,E06000004,Stockton-on-Tees,19
2020-03-25,England,E06000021,Stoke-on-Trent,25
2020-03-25,England,E10000029,Suffolk,77
2020-03-25,England,E08000024,Sunderland,53
2020-03-25,England,E10000030,Surrey,380
2020-03-25,England,E09000029,Sutton,107
2020-03-25,England,E06000030,Swindon,22
2020-03-25,England,E08000008,Tameside,52
2020-03-25,England,E06000020,Telford and Wrekin,25
2020-03-25,England,E06000034,Thurrock,37
2020-03-25,England,E06000027,Torbay,22
2020-03-25,England,E09000030,Tower Hamlets,133
2020-03-25,England,E08000009,Trafford,70
2020-03-25,England,E08000036,Wakefield,43
2020-03-25,England,E08000030,Walsall,122
2020-03-25,England,E09000031,Waltham Forest,125
2020-03-25,England,E09000032,Wandsworth,284
2020-03-25,England,E06000007,Warrington,19
2020-03-25,England,E10000031,Warwickshire,148
2020-03-25,England,E06000037,West Berkshire,40
2020-03-25,England,E10000032,West Sussex,132
2020-03-25,England,E09000033,Westminster,218
2020-03-25,England,E08000010,Wigan,32
2020-03-25,England,E06000054,Wiltshire,60
2020-03-25,England,E06000040,Windsor and Maidenhead,53
2020-03-25,England,E08000015,Wirral,44
2020-03-25,England,E06000041,Wokingham,28
2020-03-25,England,E08000031,Wolverhampton,146
2020-03-25,England,E10000034,Worcestershire,131
2020-03-25,England,E06000014,York,17
2020-03-25,Scotland,S08000015,Ayrshire and Arran,57
2020-03-25,Scotland,S08000016,Borders,15
2020-03-25,Scotland,S08000017,Dumfries and Galloway,31
2020-03-25,Scotland,S08000029,Fife,29
2020-03-25,Scotland,S08000019,Forth Valley,59
2020-03-25,Scotland,S08000020,Grampian,29
2020-03-25,Scotland,S08000031,Greater Glasgow and Clyde,221
2020-03-25,Scotland,S08000022,Highland,22
2020-03-25,Scotland,S08000032,Lanarkshire,87
2020-03-25,Scotland,S08000024,Lothian,88
2020-03-25,Scotland,S08000025,Orkney,NaN
2020-03-25,Scotland,S08000026,Shetland,24
2020-03-25,Scotland,S08000030,Tayside,57
2020-03-25,Scotland,S08000028,Western Isles,NaN
2020-03-25,Wales,W11000028,Aneurin Bevan,454
2020-03-25,Wales,W11000023,Betsi Cadwaladr,50
2020-03-25,Wales,W11000029,Cardiff and Vale,203
2020-03-25,Wales,W11000030,Cwm Taf,89
2020-03-25,Wales,W11000025,Hywel Dda,59
2020-03-25,Wales,,Outside Wales,8
2020-03-25,Wales,W11000024,Powys,18
2020-03-25,Wales,W11000031,Swansea Bay,95
2020-03-25,Wales,,Unknown,13
2020-03-26,England,E09000002,Barking and Dagenham,100
2020-03-26,England,E09000003,Barnet,347
2020-03-26,England,E08000016,Barnsley,89
2020-03-26,England,E06000022,Bath and North East Somerset,35
2020-03-26,England,E06000055,Bedford,46
2020-03-26,England,E09000004,Bexley,123
2020-03-26,England,E08000025,Birmingham,554
2020-03-26,England,E06000008,Blackburn with Darwen,14
2020-03-26,England,E06000009,Blackpool,14
2020-03-26,England,E08000001,Bolton,42
2020-03-26,England,E06000058,"Bournemouth, Christchurch and Poole",36
2020-03-26,England,E06000036,Bracknell Forest,24
2020-03-26,England,E08000032,Bradford,52
2020-03-26,England,E09000005,Brent,354
2020-03-26,England,E06000043,Brighton and Hove,56
2020-03-26,England,E06000023,"Bristol, City of",80
2020-03-26,England,E09000006,Bromley,243
2020-03-26,England,E10000002,Buckinghamshire,145
2020-03-26,England,E08000002,Bury,52
2020-03-26,England,E08000033,Calderdale,20
2020-03-26,England,E10000003,Cambridgeshire,117
2020-03-26,England,E09000007,Camden,173
2020-03-26,England,E06000056,Central Bedfordshire,64
2020-03-26,England,E06000049,Cheshire East,62
2020-03-26,England,E06000050,Cheshire West and Chester,43
2020-03-26,England,E09000001,City of London,6
2020-03-26,England,E06000052,Cornwall and Isles of Scilly,59
2020-03-26,England,E06000047,County Durham,61
2020-03-26,England,E08000026,Coventry,107
2020-03-26,England,E09000008,Croydon,320
2020-03-26,England,E10000006,Cumbria,325
2020-03-26,England,E06000005,Darlington,12
2020-03-26,England,E06000015,Derby,116
2020-03-26,England,E10000007,Derbyshire,236
2020-03-26,England,E10000008,Devon,93
2020-03-26,England,E08000017,Doncaster,55
2020-03-26,England,E06000059,Dorset,44
2020-03-26,England,E08000027,Dudley,133
2020-03-26,England,E09000009,Ealing,272
2020-03-26,England,E06000011,East Riding of Yorkshire,35
2020-03-26,England,E10000011,East Sussex,70
2020-03-26,England,E09000010,Enfield,194
2020-03-26,England,E10000012,Essex,355
2020-03-26,England,E08000037,Gateshead,28
2020-03-26,England,E10000013,Gloucestershire,117
2020-03-26,England,E09000011,Greenwich,162
2020-03-26,England,E09000012,Hackney,163
2020-03-26,England,E06000006,Halton,18
2020-03-26,England,E09000013,Hammersmith and Fulham,157
2020-03-26,England,E10000014,Hampshire,429
2020-03-26,England,E09000014,Haringey,149
2020-03-26,England,E09000015,Harrow,249
2020-03-26,England,E06000001,Hartlepool,6
2020-03-26,England,E09000016,Havering,109
2020-03-26,England,E06000019,"Herefordshire, County of",25
2020-03-26,England,E10000015,Hertfordshire,383
2020-03-26,England,E09000017,Hillingdon,168
2020-03-26,England,E09000018,Hounslow,160
2020-03-26,England,E06000046,Isle of Wight,12
2020-03-26,England,E09000019,Islington,143
2020-03-26,England,E09000020,Kensington and Chelsea,149
2020-03-26,England,E10000016,Kent,313
2020-03-26,England,E06000010,"Kingston upon Hull, City of",11
2020-03-26,England,E09000021,Kingston upon Thames,91
2020-03-26,England,E08000034,Kirklees,55
2020-03-26,England,E08000011,Knowsley,32
2020-03-26,England,E09000022,Lambeth,357
2020-03-26,England,E10000017,Lancashire,262
2020-03-26,England,E08000035,Leeds,118
2020-03-26,England,E06000016,Leicester,82
2020-03-26,England,E10000018,Leicestershire,160
2020-03-26,England,E09000023,Lewisham,213
2020-03-26,England,E10000019,Lincolnshire,90
2020-03-26,England,E08000012,Liverpool,173
2020-03-26,England,E06000032,Luton,77
2020-03-26,England,E08000003,Manchester,103
2020-03-26,England,E06000035,Medway,83
2020-03-26,England,E09000024,Merton,173
2020-03-26,England,E06000002,Middlesbrough,24
2020-03-26,England,E06000042,Milton Keynes,88
2020-03-26,England,E08000021,Newcastle upon Tyne,125
2020-03-26,England,E09000025,Newham,195
2020-03-26,England,E10000020,Norfolk,114
2020-03-26,England,E06000012,North East Lincolnshire,18
2020-03-26,England,E06000013,North Lincolnshire,13
2020-03-26,England,E06000024,North Somerset,31
2020-03-26,England,E08000022,North Tyneside,38
2020-03-26,England,E10000023,North Yorkshire,89
2020-03-26,England,E10000021,Northamptonshire,149
2020-03-26,England,E06000057,Northumberland,48
2020-03-26,England,E06000018,Nottingham,87
2020-03-26,England,E10000024,Nottinghamshire,167
2020-03-26,England,E08000004,Oldham,86
2020-03-26,England,E10000025,Oxfordshire,171
2020-03-26,England,E06000031,Peterborough,26
2020-03-26,England,E06000026,Plymouth,38
2020-03-26,England,E06000044,Portsmouth,70
2020-03-26,England,E06000038,Reading,43
2020-03-26,England,E09000026,Redbridge,136
2020-03-26,England,E06000003,Redcar and Cleveland,20
2020-03-26,England,E09000027,Richmond upon Thames,104
2020-03-26,England,E08000005,Rochdale,65
2020-03-26,England,E08000018,Rotherham,75
2020-03-26,England,E06000017,Rutland,3
2020-03-26,England,E08000006,Salford,96
2020-03-26,England,E08000028,Sandwell,143
2020-03-26,England,E08000014,Sefton,65
2020-03-26,England,E08000019,Sheffield,427
2020-03-26,England,E06000051,Shropshire,72
2020-03-26,England,E06000039,Slough,91
2020-03-26,England,E08000029,Solihull,78
2020-03-26,England,E10000027,Somerset,44
2020-03-26,England,E06000025,South Gloucestershire,53
2020-03-26,England,E08000023,South Tyneside,21
2020-03-26,England,E06000045,Southampton,56
2020-03-26,England,E06000033,Southend-on-Sea,35
2020-03-26,England,E09000028,Southwark,344
2020-03-26,England,E08000013,St. Helens,51
2020-03-26,England,E10000028,Staffordshire,234
2020-03-26,England,E08000007,Stockport,89
2020-03-26,England,E06000004,Stockton-on-Tees,25
2020-03-26,England,E06000021,Stoke-on-Trent,30
2020-03-26,England,E10000029,Suffolk,95
2020-03-26,England,E08000024,Sunderland,64
2020-03-26,England,E10000030,Surrey,435
2020-03-26,England,E09000029,Sutton,120
2020-03-26,England,E06000030,Swindon,27
2020-03-26,England,E08000008,Tameside,60
2020-03-26,England,E06000020,Telford and Wrekin,31
2020-03-26,England,E06000034,Thurrock,47
2020-03-26,England,E06000027,Torbay,27
2020-03-26,England,E09000030,Tower Hamlets,167
2020-03-26,England,E08000009,Trafford,85
2020-03-26,England,E08000036,Wakefield,56
2020-03-26,England,E08000030,Walsall,141
2020-03-26,England,E09000031,Waltham Forest,159
2020-03-26,England,E09000032,Wandsworth,317
2020-03-26,England,E06000007,Warrington,22
2020-03-26,England,E10000031,Warwickshire,176
2020-03-26,England,E06000037,West Berkshire,44
2020-03-26,England,E10000032,West Sussex,152
2020-03-26,England,E09000033,Westminster,238
2020-03-26,England,E08000010,Wigan,47
2020-03-26,England,E06000054,Wiltshire,67
2020-03-26,England,E06000040,Windsor and Maidenhead,58
2020-03-26,England,E08000015,Wirral,55
2020-03-26,England,E06000041,Wokingham,33
2020-03-26,England,E08000031,Wolverhampton,159
2020-03-26,England,E10000034,Worcestershire,154
2020-03-26,England,E06000014,York,18
2020-03-26,Northern Ireland,,Unknown,7
2020-03-26,Northern Ireland,N09000001,Antrim and Newtownabbey,17
2020-03-26,Northern Ireland,N09000002,"Armagh, Banbridge and Craigavon",22
2020-03-26,Northern Ireland,N09000003,Belfast,75
2020-03-26,Northern Ireland,N09000004,Causeway Coast and Glens,5
2020-03-26,Northern Ireland,N09000005,Derry and Strabane,8
2020-03-26,Northern Ireland,N09000006,Fermanagh and Omagh,15
2020-03-26,Northern Ireland,N09000007,Lisburn and Castlereagh,33
2020-03-26,Northern Ireland,N09000008,Mid and East Antrim,16
2020-03-26,Northern Ireland,N09000009,Mid Ulster,8
2020-03-26,Northern Ireland,N09000010,"Newry, Mourne and Down",13
2020-03-26,Northern Ireland,N09000011,North Down and Ards,22
2020-03-26,Northern Ireland,,Unknown,7
2020-03-26,Scotland,S08000015,Ayrshire and Arran,74
2020-03-26,Scotland,S08000016,Borders,23
2020-03-26,Scotland,S08000017,Dumfries and Galloway,39
2020-03-26,Scotland,S08000029,Fife,40
2020-03-26,Scotland,S08000019,Forth Valley,75
2020-03-26,Scotland,S08000020,Grampian,31
2020-03-26,Scotland,S08000031,Greater Glasgow and Clyde,258
2020-03-26,Scotland,S08000022,Highland,29
2020-03-26,Scotland,S08000032,Lanarkshire,114
2020-03-26,Scotland,S08000024,Lothian,111
2020-03-26,Scotland,S08000025,Orkney,NaN
2020-03-26,Scotland,S08000026,Shetland,24
2020-03-26,Scotland,S08000030,Tayside,76
2020-03-26,Scotland,S08000028,Western Isles,NaN
2020-03-26,Wales,W11000028,Aneurin Bevan,507
2020-03-26,Wales,W11000023,Betsi Cadwaladr,63
2020-03-26,Wales,W11000029,Cardiff and Vale,255
2020-03-26,Wales,W11000030,Cwm Taf,114
2020-03-26,Wales,W11000025,Hywel Dda,73
2020-03-26,Wales,,Outside Wales,10
2020-03-26,Wales,W11000024,Powys,20
2020-03-26,Wales,W11000031,Swansea Bay,110
2020-03-26,Wales,,Unknown,15
2020-03-27,England,E09000002,Barking and Dagenham,112
2020-03-27,England,E09000003,Barnet,401
2020-03-27,England,E08000016,Barnsley,104
2020-03-27,England,E06000022,Bath and North East Somerset,39
2020-03-27,England,E06000055,Bedford,61
2020-03-27,England,E09000004,Bexley,142
2020-03-27,England,E08000025,Birmingham,623
2020-03-27,England,E06000008,Blackburn with Darwen,18
2020-03-27,England,E06000009,Blackpool,16
2020-03-27,England,E08000001,Bolton,49
2020-03-27,England,E06000058,"Bournemouth, Christchurch and Poole",45
2020-03-27,England,E06000036,Bracknell Forest,26
2020-03-27,England,E08000032,Bradford,72
2020-03-27,England,E09000005,Brent,402
2020-03-27,England,E06000043,Brighton and Hove,68
2020-03-27,England,E06000023,"Bristol, City of",94
2020-03-27,England,E09000006,Bromley,273
2020-03-27,England,E10000002,Buckinghamshire,162
2020-03-27,England,E08000002,Bury,61
2020-03-27,England,E08000033,Calderdale,26
2020-03-27,England,E10000003,Cambridgeshire,135
2020-03-27,England,E09000007,Camden,192
2020-03-27,England,E06000056,Central Bedfordshire,76
2020-03-27,England,E06000049,Cheshire East,76
2020-03-27,England,E06000050,Cheshire West and Chester,60
2020-03-27,England,E09000001,City of London,7
2020-03-27,England,E06000052,Cornwall and Isles of Scilly,74
2020-03-27,England,E06000047,County Durham,75
2020-03-27,England,E08000026,Coventry,120
2020-03-27,England,E09000008,Croydon,362
2020-03-27,England,E10000006,Cumbria,379
2020-03-27,England,E06000005,Darlington,14
2020-03-27,England,E06000015,Derby,124
2020-03-27,England,E10000007,Derbyshire,264
2020-03-27,England,E10000008,Devon,105
2020-03-27,England,E08000017,Doncaster,59
2020-03-27,England,E06000059,Dorset,50
2020-03-27,England,E08000027,Dudley,147
2020-03-27,England,E09000009,Ealing,309
2020-03-27,England,E06000011,East Riding of Yorkshire,38
2020-03-27,England,E10000011,East Sussex,83
2020-03-27,England,E09000010,Enfield,210
2020-03-27,England,E10000012,Essex,425
2020-03-27,England,E08000037,Gateshead,32
2020-03-27,England,E10000013,Gloucestershire,136
2020-03-27,England,E09000011,Greenwich,180
2020-03-27,England,E09000012,Hackney,179
2020-03-27,England,E06000006,Halton,25
2020-03-27,England,E09000013,Hammersmith and Fulham,165
2020-03-27,England,E10000014,Hampshire,487
2020-03-27,England,E09000014,Haringey,168
2020-03-27,England,E09000015,Harrow,288
2020-03-27,England,E06000001,Hartlepool,8
2020-03-27,England,E09000016,Havering,119
2020-03-27,England,E06000019,"Herefordshire, County of",27
2020-03-27,England,E10000015,Hertfordshire,435
2020-03-27,England,E09000017,Hillingdon,194
2020-03-27,England,E09000018,Hounslow,186
2020-03-27,England,E06000046,Isle of Wight,13
2020-03-27,England,E09000019,Islington,158
2020-03-27,England,E09000020,Kensington and Chelsea,169
2020-03-27,England,E10000016,Kent,371
2020-03-27,England,E06000010,"Kingston upon Hull, City of",13
2020-03-27,England,E09000021,Kingston upon Thames,102
2020-03-27,England,E08000034,Kirklees,65
2020-03-27,England,E08000011,Knowsley,39
2020-03-27,England,E09000022,Lambeth,392
2020-03-27,England,E10000017,Lancashire,306
2020-03-27,England,E08000035,Leeds,139
2020-03-27,England,E06000016,Leicester,90
2020-03-27,England,E10000018,Leicestershire,175
2020-03-27,England,E09000023,Lewisham,247
2020-03-27,England,E10000019,Lincolnshire,107
2020-03-27,England,E08000012,Liverpool,200
2020-03-27,England,E06000032,Luton,89
2020-03-27,England,E08000003,Manchester,117
2020-03-27,England,E06000035,Medway,91
2020-03-27,England,E09000024,Merton,197
2020-03-27,England,E06000002,Middlesbrough,31
2020-03-27,England,E06000042,Milton Keynes,98
2020-03-27,England,E08000021,Newcastle upon Tyne,145
2020-03-27,England,E09000025,Newham,233
2020-03-27,England,E10000020,Norfolk,134
2020-03-27,England,E06000012,North East Lincolnshire,21
2020-03-27,England,E06000013,North Lincolnshire,15
2020-03-27,England,E06000024,North Somerset,37
2020-03-27,England,E08000022,North Tyneside,49
2020-03-27,England,E10000023,North Yorkshire,107
2020-03-27,England,E10000021,Northamptonshire,169
2020-03-27,England,E06000057,Northumberland,55
2020-03-27,England,E06000018,Nottingham,96
2020-03-27,England,E10000024,Nottinghamshire,198
2020-03-27,England,E08000004,Oldham,97
2020-03-27,England,E10000025,Oxfordshire,199
2020-03-27,England,E06000031,Peterborough,32
2020-03-27,England,E06000026,Plymouth,41
2020-03-27,England,E06000044,Portsmouth,73
2020-03-27,England,E06000038,Reading,46
2020-03-27,England,E09000026,Redbridge,157
2020-03-27,England,E06000003,Redcar and Cleveland,30
2020-03-27,England,E09000027,Richmond upon Thames,123
2020-03-27,England,E08000005,Rochdale,76
2020-03-27,England,E08000018,Rotherham,85
2020-03-27,England,E08000006,Salford,109
2020-03-27,England,E08000028,Sandwell,162
2020-03-27,England,E08000014,Sefton,81
2020-03-27,England,E08000019,Sheffield,454
2020-03-27,England,E06000051,Shropshire,82
2020-03-27,England,E06000039,Slough,102
2020-03-27,England,E08000029,Solihull,95
2020-03-27,England,E10000027,Somerset,52
2020-03-27,England,E06000025,South Gloucestershire,59
2020-03-27,England,E08000023,South Tyneside,28
2020-03-27,England,E06000045,Southampton,69
2020-03-27,England,E06000033,Southend-on-Sea,42
