reg;cl_age90;jour;hosp;rea;rad;dc
"84";"90";"2020-05-03";464;2;414;344
"93";"0";"2020-05-03";1503;237;3904;713
"93";"09";"2020-05-03";1;0;24;0
"93";"19";"2020-05-03";5;0;43;0
"93";"29";"2020-05-03";22;3;264;1
"93";"39";"2020-05-03";25;2;349;1
"93";"49";"2020-05-03";52;12;458;4
"93";"59";"2020-05-03";107;31;709;27
"93";"69";"2020-05-03";204;68;722;55
"93";"79";"2020-05-03";361;82;584;157
"93";"89";"2020-05-03";456;30;481;297
"93";"90";"2020-05-03";265;6;248;168
"94";"0";"2020-05-03";56;8;191;51
"94";"09";"2020-05-03";0;0;6;0
"94";"19";"2020-05-03";0;0;1;0
"94";"29";"2020-05-03";0;0;14;0
"94";"39";"2020-05-03";0;0;16;0
"94";"49";"2020-05-03";1;0;22;1
"94";"59";"2020-05-03";4;1;30;1
"94";"69";"2020-05-03";9;3;30;2
"94";"79";"2020-05-03";20;4;31;13
"94";"89";"2020-05-03";14;0;28;24
"94";"90";"2020-05-03";8;0;13;10
"01";"0";"2020-05-04";16;6;72;17
"01";"09";"2020-05-04";0;0;0;0
"01";"19";"2020-05-04";0;0;2;0
"01";"29";"2020-05-04";0;0;1;0
"01";"39";"2020-05-04";1;0;3;0
"01";"49";"2020-05-04";0;0;5;0
"01";"59";"2020-05-04";1;0;18;3
"01";"69";"2020-05-04";6;3;17;2
"01";"79";"2020-05-04";4;2;12;7
"01";"89";"2020-05-04";4;1;13;4
"01";"90";"2020-05-04";0;0;0;1
"02";"0";"2020-05-04";21;8;77;14
"02";"09";"2020-05-04";0;0;0;0
"02";"19";"2020-05-04";0;0;0;0
"02";"29";"2020-05-04";0;0;3;0
"02";"39";"2020-05-04";0;0;4;0
"02";"49";"2020-05-04";1;1;12;0
"02";"59";"2020-05-04";9;5;17;1
"02";"69";"2020-05-04";4;1;19;2
"02";"79";"2020-05-04";5;0;15;4
"02";"89";"2020-05-04";2;1;6;5
"02";"90";"2020-05-04";0;0;1;2
"03";"0";"2020-05-04";5;0;36;1
"03";"09";"2020-05-04";0;0;0;0
"03";"19";"2020-05-04";1;0;2;0
"03";"29";"2020-05-04";0;0;4;0
"03";"39";"2020-05-04";0;0;7;0
"03";"49";"2020-05-04";4;0;10;0
"03";"59";"2020-05-04";0;0;2;0
"03";"69";"2020-05-04";0;0;4;0
"03";"79";"2020-05-04";0;0;3;1
"03";"89";"2020-05-04";0;0;2;0
"03";"90";"2020-05-04";0;0;0;0
"04";"0";"2020-05-04";4;2;111;0
"04";"09";"2020-05-04";0;0;1;0
"04";"19";"2020-05-04";0;0;4;0
"04";"29";"2020-05-04";0;0;18;0
"04";"39";"2020-05-04";0;0;13;0
"04";"49";"2020-05-04";0;0;11;0
"04";"59";"2020-05-04";1;0;19;0
"04";"69";"2020-05-04";3;2;21;0
"04";"79";"2020-05-04";0;0;16;0
"04";"89";"2020-05-04";0;0;8;0
"04";"90";"2020-05-04";0;0;0;0
"06";"0";"2020-05-04";42;7;102;9
"06";"09";"2020-05-04";0;0;2;0
"06";"19";"2020-05-04";1;0;4;0
"06";"29";"2020-05-04";8;1;14;0
"06";"39";"2020-05-04";1;0;15;0
"06";"49";"2020-05-04";5;2;24;2
"06";"59";"2020-05-04";10;2;18;2
"06";"69";"2020-05-04";10;2;16;1
"06";"79";"2020-05-04";5;0;3;2
"06";"89";"2020-05-04";2;0;6;2
"06";"90";"2020-05-04";0;0;0;0
"11";"0";"2020-05-04";10567;1501;18287;6208
"11";"09";"2020-05-04";43;13;206;2
"11";"19";"2020-05-04";32;13;114;3
"11";"29";"2020-05-04";127;25;623;11
"11";"39";"2020-05-04";317;62;1462;37
"11";"49";"2020-05-04";572;152;2358;113
"11";"59";"2020-05-04";1243;391;3511;418
"11";"69";"2020-05-04";1781;450;3711;890
"11";"79";"2020-05-04";2211;321;2961;1458
"11";"89";"2020-05-04";2580;46;2252;2010
"11";"90";"2020-05-04";1573;14;897;1213
"24";"0";"2020-05-04";981;113;1248;411
"24";"09";"2020-05-04";0;0;23;0
"24";"19";"2020-05-04";1;0;13;0
"24";"29";"2020-05-04";5;3;35;0
"24";"39";"2020-05-04";12;4;68;2
"24";"49";"2020-05-04";15;2;136;3
"24";"59";"2020-05-04";56;15;177;11
"24";"69";"2020-05-04";161;36;217;29
"24";"79";"2020-05-04";200;46;240;70
"24";"89";"2020-05-04";308;6;238;168
"24";"90";"2020-05-04";215;1;98;126
"27";"0";"2020-05-04";1141;161;2512;869
"27";"09";"2020-05-04";3;2;15;0
"27";"19";"2020-05-04";3;0;21;0
"27";"29";"2020-05-04";4;0;76;0
"27";"39";"2020-05-04";7;1;139;2
"27";"49";"2020-05-04";22;7;233;5
"27";"59";"2020-05-04";77;21;348;18
"27";"69";"2020-05-04";158;51;442;75
"27";"79";"2020-05-04";257;60;509;180
"27";"89";"2020-05-04";402;19;535;392
"27";"90";"2020-05-04";207;0;190;195
"28";"0";"2020-05-04";577;81;1117;359
"28";"09";"2020-05-04";0;0;3;0
"28";"19";"2020-05-04";1;0;5;0
"28";"29";"2020-05-04";2;0;42;0
"28";"39";"2020-05-04";9;2;83;1
"28";"49";"2020-05-04";13;7;126;10
"28";"59";"2020-05-04";44;16;194;14
"28";"69";"2020-05-04";94;22;222;53
"28";"79";"2020-05-04";128;26;216;78
"28";"89";"2020-05-04";177;8;169;140
"28";"90";"2020-05-04";109;0;51;63
"32";"0";"2020-05-04";2233;346;4211;1428
"32";"09";"2020-05-04";1;1;43;0
"32";"19";"2020-05-04";6;1;24;0
"32";"29";"2020-05-04";13;4;179;1
"32";"39";"2020-05-04";34;7;338;3
"32";"49";"2020-05-04";76;28;518;10
"32";"59";"2020-05-04";187;57;743;55
"32";"69";"2020-05-04";359;124;744;186
"32";"79";"2020-05-04";511;96;746;311
"32";"89";"2020-05-04";730;26;614;569
"32";"90";"2020-05-04";306;0;247;287
"44";"0";"2020-05-04";3773;498;8384;2983
"44";"09";"2020-05-04";18;6;166;0
"44";"19";"2020-05-04";11;3;60;0
"44";"29";"2020-05-04";20;6;264;2
"44";"39";"2020-05-04";65;8;431;14
"44";"49";"2020-05-04";122;26;689;31
"44";"59";"2020-05-04";324;82;1298;76
"44";"69";"2020-05-04";661;185;1692;310
"44";"79";"2020-05-04";866;151;1707;751
"44";"89";"2020-05-04";1083;22;1530;1216
"44";"90";"2020-05-04";572;2;489;572
"52";"0";"2020-05-04";623;67;1300;357
"52";"09";"2020-05-04";0;0;4;0
"52";"19";"2020-05-04";1;1;5;0
"52";"29";"2020-05-04";2;2;49;0
"52";"39";"2020-05-04";8;1;85;0
"52";"49";"2020-05-04";13;4;143;4
"52";"59";"2020-05-04";33;12;194;12
"52";"69";"2020-05-04";94;25;250;34
"52";"79";"2020-05-04";124;21;250;65
"52";"89";"2020-05-04";223;1;239;148
"52";"90";"2020-05-04";125;0;81;94
"53";"0";"2020-05-04";365;45;871;222
"53";"09";"2020-05-04";1;0;10;0
"53";"19";"2020-05-04";1;0;6;0
"53";"29";"2020-05-04";3;0;28;0
"53";"39";"2020-05-04";3;0;64;0
"53";"49";"2020-05-04";13;1;97;1
"53";"59";"2020-05-04";32;7;134;5
"53";"69";"2020-05-04";45;15;154;27
"53";"79";"2020-05-04";95;21;191;46
"53";"89";"2020-05-04";111;1;131;83
"53";"90";"2020-05-04";59;0;53;60
"75";"0";"2020-05-04";583;103;1500;336
"75";"09";"2020-05-04";1;0;11;0
"75";"19";"2020-05-04";3;0;9;0
"75";"29";"2020-05-04";5;2;58;1
"75";"39";"2020-05-04";6;2;96;2
"75";"49";"2020-05-04";13;3;138;2
"75";"59";"2020-05-04";48;20;266;11
"75";"69";"2020-05-04";93;32;307;29
"75";"79";"2020-05-04";129;35;248;76
"75";"89";"2020-05-04";177;8;242;132
"75";"90";"2020-05-04";105;1;116;83
"76";"0";"2020-05-04";572;126;2154;424
"76";"09";"2020-05-04";1;0;18;0
"76";"19";"2020-05-04";1;0;16;0
"76";"29";"2020-05-04";4;0;82;1
"76";"39";"2020-05-04";5;1;138;1
"76";"49";"2020-05-04";12;5;242;2
"76";"59";"2020-05-04";54;16;362;15
"76";"69";"2020-05-04";91;46;394;46
"76";"79";"2020-05-04";140;46;429;82
"76";"89";"2020-05-04";172;12;318;174
"76";"90";"2020-05-04";92;0;154;103
"84";"0";"2020-05-04";2439;345;5216;1386
"84";"09";"2020-05-04";0;0;37;0
"84";"19";"2020-05-04";9;5;39;0
"84";"29";"2020-05-04";18;3;190;0
"84";"39";"2020-05-04";35;1;299;4
"84";"49";"2020-05-04";59;12;457;10
"84";"59";"2020-05-04";165;37;791;39
"84";"69";"2020-05-04";339;115;924;96
"84";"79";"2020-05-04";594;136;997;281
"84";"89";"2020-05-04";752;28;986;583
"84";"90";"2020-05-04";453;3;423;353
"93";"0";"2020-05-04";1473;222;3973;732
"93";"09";"2020-05-04";1;0;24;0
"93";"19";"2020-05-04";5;0;43;0
"93";"29";"2020-05-04";20;4;269;1
"93";"39";"2020-05-04";24;3;352;1
"93";"49";"2020-05-04";53;11;461;4
"93";"59";"2020-05-04";102;29;717;28
"93";"69";"2020-05-04";198;62;734;55
"93";"79";"2020-05-04";346;75;607;159
"93";"89";"2020-05-04";461;31;490;307
"93";"90";"2020-05-04";260;6;256;174
"94";"0";"2020-05-04";57;8;192;51
"94";"09";"2020-05-04";0;0;6;0
"94";"19";"2020-05-04";0;0;1;0
"94";"29";"2020-05-04";0;0;14;0
"94";"39";"2020-05-04";0;0;16;0
"94";"49";"2020-05-04";1;0;22;1
"94";"59";"2020-05-04";5;1;31;1
"94";"69";"2020-05-04";9;3;30;2
"94";"79";"2020-05-04";19;4;32;13
"94";"89";"2020-05-04";14;0;28;24
"94";"90";"2020-05-04";9;0;12;10
"01";"0";"2020-05-05";16;5;71;18
"01";"09";"2020-05-05";0;0;0;0
"01";"19";"2020-05-05";0;0;2;0
"01";"29";"2020-05-05";0;0;1;0
"01";"39";"2020-05-05";1;0;3;0
"01";"49";"2020-05-05";0;0;5;0
"01";"59";"2020-05-05";1;0;18;3
"01";"69";"2020-05-05";5;2;17;3
"01";"79";"2020-05-05";4;2;12;7
"01";"89";"2020-05-05";5;1;12;4
"01";"90";"2020-05-05";0;0;0;1
"02";"0";"2020-05-05";19;7;78;14
"02";"09";"2020-05-05";0;0;0;0
"02";"19";"2020-05-05";0;0;0;0
"02";"29";"2020-05-05";0;0;3;0
"02";"39";"2020-05-05";0;0;4;0
"02";"49";"2020-05-05";1;1;12;0
"02";"59";"2020-05-05";9;5;17;1
"02";"69";"2020-05-05";4;1;19;2
"02";"79";"2020-05-05";4;0;16;4
"02";"89";"2020-05-05";1;0;6;5
"02";"90";"2020-05-05";0;0;1;2
"03";"0";"2020-05-05";5;0;36;1
"03";"09";"2020-05-05";0;0;0;0
"03";"19";"2020-05-05";1;0;2;0
"03";"29";"2020-05-05";0;0;4;0
"03";"39";"2020-05-05";0;0;7;0
"03";"49";"2020-05-05";4;0;10;0
"03";"59";"2020-05-05";0;0;2;0
"03";"69";"2020-05-05";0;0;4;0
"03";"79";"2020-05-05";0;0;3;1
"03";"89";"2020-05-05";0;0;2;0
"03";"90";"2020-05-05";0;0;0;0
"04";"0";"2020-05-05";5;2;112;0
"04";"09";"2020-05-05";0;0;1;0
"04";"19";"2020-05-05";0;0;4;0
"04";"29";"2020-05-05";0;0;18;0
"04";"39";"2020-05-05";0;0;13;0
"04";"49";"2020-05-05";1;0;11;0
"04";"59";"2020-05-05";1;0;19;0
"04";"69";"2020-05-05";2;2;22;0
"04";"79";"2020-05-05";1;0;16;0
"04";"89";"2020-05-05";0;0;8;0
"04";"90";"2020-05-05";0;0;0;0
"06";"0";"2020-05-05";44;6;105;11
"06";"09";"2020-05-05";1;1;2;0
"06";"19";"2020-05-05";1;0;4;0
"06";"29";"2020-05-05";8;0;16;0
"06";"39";"2020-05-05";2;0;15;0
"06";"49";"2020-05-05";4;1;24;3
"06";"59";"2020-05-05";10;1;18;3
"06";"69";"2020-05-05";12;3;16;1
"06";"79";"2020-05-05";4;0;4;2
"06";"89";"2020-05-05";2;0;6;2
"06";"90";"2020-05-05";0;0;0;0
"11";"0";"2020-05-05";10222;1416;18870;6285
"11";"09";"2020-05-05";47;14;207;2
"11";"19";"2020-05-05";33;11;119;3
"11";"29";"2020-05-05";120;24;636;11
"11";"39";"2020-05-05";302;61;1493;38
"11";"49";"2020-05-05";555;143;2389;114
"11";"59";"2020-05-05";1217;372;3560;422
"11";"69";"2020-05-05";1719;412;3794;905
"11";"79";"2020-05-05";2132;306;3090;1471
"11";"89";"2020-05-05";2476;45;2417;2036
"11";"90";"2020-05-05";1535;16;970;1230
"24";"0";"2020-05-05";974;105;1304;421
"24";"09";"2020-05-05";1;0;24;0
"24";"19";"2020-05-05";1;0;14;0
"24";"29";"2020-05-05";7;4;35;0
"24";"39";"2020-05-05";14;4;68;2
"24";"49";"2020-05-05";17;4;138;3
"24";"59";"2020-05-05";54;14;186;11
"24";"69";"2020-05-05";163;32;224;30
"24";"79";"2020-05-05";193;40;254;71
"24";"89";"2020-05-05";307;6;251;172
"24";"90";"2020-05-05";207;1;107;130
"27";"0";"2020-05-05";1113;135;2582;884
"27";"09";"2020-05-05";1;0;17;0
"27";"19";"2020-05-05";3;0;21;0
"27";"29";"2020-05-05";4;0;76;0
"27";"39";"2020-05-05";8;1;139;2
"27";"49";"2020-05-05";19;5;236;5
"27";"59";"2020-05-05";74;19;352;18
"27";"69";"2020-05-05";155;38;448;76
"27";"79";"2020-05-05";259;55;519;183
"27";"89";"2020-05-05";384;17;565;400
"27";"90";"2020-05-05";205;0;205;198
"28";"0";"2020-05-05";578;78;1137;363
"28";"09";"2020-05-05";0;0;3;0
"28";"19";"2020-05-05";1;0;5;0
"28";"29";"2020-05-05";2;0;42;0
"28";"39";"2020-05-05";8;2;84;1
"28";"49";"2020-05-05";13;6;126;10
"28";"59";"2020-05-05";42;15;197;14
"28";"69";"2020-05-05";94;22;227;53
"28";"79";"2020-05-05";128;25;218;79
"28";"89";"2020-05-05";177;8;174;142
"28";"90";"2020-05-05";113;0;55;64
"32";"0";"2020-05-05";2139;300;4338;1461
"32";"09";"2020-05-05";1;1;43;0
"32";"19";"2020-05-05";4;0;24;0
"32";"29";"2020-05-05";13;3;180;1
"32";"39";"2020-05-05";30;5;343;3
"32";"49";"2020-05-05";68;23;526;10
"32";"59";"2020-05-05";184;50;755;56
"32";"69";"2020-05-05";339;112;765;192
"32";"79";"2020-05-05";486;81;773;323
"32";"89";"2020-05-05";705;23;651;579
"32";"90";"2020-05-05";299;0;262;291
"44";"0";"2020-05-05";3671;464;8553;3011
"44";"09";"2020-05-05";17;5;169;0
"44";"19";"2020-05-05";10;3;61;0
"44";"29";"2020-05-05";21;6;265;2
"44";"39";"2020-05-05";61;8;438;14
"44";"49";"2020-05-05";108;26;708;31
"44";"59";"2020-05-05";306;71;1322;77
"44";"69";"2020-05-05";647;176;1720;311
"44";"79";"2020-05-05";851;137;1730;758
"44";"89";"2020-05-05";1053;21;1574;1227
"44";"90";"2020-05-05";563;4;508;580
"52";"0";"2020-05-05";613;67;1334;362
"52";"09";"2020-05-05";0;0;4;0
"52";"19";"2020-05-05";1;1;6;0
"52";"29";"2020-05-05";2;2;50;0
"52";"39";"2020-05-05";6;1;88;0
"52";"49";"2020-05-05";12;4;145;4
"52";"59";"2020-05-05";31;14;197;12
"52";"69";"2020-05-05";90;22;252;35
"52";"79";"2020-05-05";129;21;253;65
"52";"89";"2020-05-05";218;2;252;151
"52";"90";"2020-05-05";123;0;87;95
"53";"0";"2020-05-05";359;40;883;222
"53";"09";"2020-05-05";0;0;11;0
"53";"19";"2020-05-05";1;0;6;0
"53";"29";"2020-05-05";2;0;29;0
"53";"39";"2020-05-05";3;0;64;0
"53";"49";"2020-05-05";10;1;99;1
"53";"59";"2020-05-05";32;6;135;5
"53";"69";"2020-05-05";45;13;154;27
"53";"79";"2020-05-05";95;20;193;46
"53";"89";"2020-05-05";112;0;133;83
"53";"90";"2020-05-05";57;0;56;60
"75";"0";"2020-05-05";567;102;1529;336
"75";"09";"2020-05-05";1;0;11;0
"75";"19";"2020-05-05";2;0;10;0
"75";"29";"2020-05-05";5;2;58;1
"75";"39";"2020-05-05";5;2;97;2
"75";"49";"2020-05-05";11;3;141;2
"75";"59";"2020-05-05";44;19;272;11
"75";"69";"2020-05-05";92;31;311;29
"75";"79";"2020-05-05";127;36;251;76
"75";"89";"2020-05-05";174;8;250;132
"75";"90";"2020-05-05";103;1;119;83
"76";"0";"2020-05-05";536;118;2215;436
"76";"09";"2020-05-05";1;0;18;0
"76";"19";"2020-05-05";1;0;16;0
"76";"29";"2020-05-05";3;0;85;1
"76";"39";"2020-05-05";5;2;140;1
"76";"49";"2020-05-05";13;5;243;2
"76";"59";"2020-05-05";52;13;367;15
"76";"69";"2020-05-05";79;41;408;49
"76";"79";"2020-05-05";129;46;443;85
"76";"89";"2020-05-05";162;11;333;177
"76";"90";"2020-05-05";91;0;161;106
"84";"0";"2020-05-05";2399;314;5326;1419
"84";"09";"2020-05-05";1;0;37;0
"84";"19";"2020-05-05";9;5;39;0
"84";"29";"2020-05-05";19;2;193;0
"84";"39";"2020-05-05";32;1;305;4
"84";"49";"2020-05-05";58;10;459;10
"84";"59";"2020-05-05";164;35;803;39
"84";"69";"2020-05-05";326;106;944;99
"84";"79";"2020-05-05";582;124;1017;286
"84";"89";"2020-05-05";752;24;1008;599
"84";"90";"2020-05-05";441;2;446;362
"93";"0";"2020-05-05";1385;210;4061;746
"93";"09";"2020-05-05";1;0;24;0
"93";"19";"2020-05-05";3;0;43;0
"93";"29";"2020-05-05";17;3;269;1
"93";"39";"2020-05-05";19;4;354;1
"93";"49";"2020-05-05";44;13;468;4
"93";"59";"2020-05-05";95;27;728;28
"93";"69";"2020-05-05";190;54;745;57
"93";"79";"2020-05-05";337;72;623;159
"93";"89";"2020-05-05";432;29;513;315
"93";"90";"2020-05-05";243;7;273;178
"94";"0";"2020-05-05";56;6;194;51
"94";"09";"2020-05-05";0;0;6;0
"94";"19";"2020-05-05";0;0;1;0
"94";"29";"2020-05-05";0;0;14;0
"94";"39";"2020-05-05";0;0;16;0
"94";"49";"2020-05-05";1;0;22;1
"94";"59";"2020-05-05";5;1;31;1
"94";"69";"2020-05-05";9;3;30;2
"94";"79";"2020-05-05";19;2;32;13
"94";"89";"2020-05-05";13;0;30;24
"94";"90";"2020-05-05";9;0;12;10
"01";"0";"2020-05-06";16;5;71;18
"01";"09";"2020-05-06";0;0;0;0
"01";"19";"2020-05-06";0;0;2;0
"01";"29";"2020-05-06";0;0;1;0
"01";"39";"2020-05-06";1;0;3;0
"01";"49";"2020-05-06";0;0;5;0
"01";"59";"2020-05-06";1;0;18;3
"01";"69";"2020-05-06";5;2;17;3
"01";"79";"2020-05-06";4;2;12;7
"01";"89";"2020-05-06";5;1;12;4
"01";"90";"2020-05-06";0;0;0;1
"02";"0";"2020-05-06";19;7;78;14
"02";"09";"2020-05-06";0;0;0;0
"02";"19";"2020-05-06";0;0;0;0
"02";"29";"2020-05-06";0;0;3;0
"02";"39";"2020-05-06";0;0;4;0
"02";"49";"2020-05-06";1;1;12;0
"02";"59";"2020-05-06";9;5;17;1
"02";"69";"2020-05-06";4;1;19;2
"02";"79";"2020-05-06";4;0;16;4
"02";"89";"2020-05-06";1;0;6;5
"02";"90";"2020-05-06";0;0;1;2
"03";"0";"2020-05-06";5;0;36;1
"03";"09";"2020-05-06";0;0;0;0
"03";"19";"2020-05-06";1;0;2;0
"03";"29";"2020-05-06";0;0;4;0
"03";"39";"2020-05-06";0;0;7;0
"03";"49";"2020-05-06";4;0;10;0
"03";"59";"2020-05-06";0;0;2;0
"03";"69";"2020-05-06";0;0;4;0
"03";"79";"2020-05-06";0;0;3;1
"03";"89";"2020-05-06";0;0;2;0
"03";"90";"2020-05-06";0;0;0;0
"04";"0";"2020-05-06";6;2;111;0
"04";"09";"2020-05-06";0;0;1;0
"04";"19";"2020-05-06";0;0;4;0
"04";"29";"2020-05-06";0;0;18;0
"04";"39";"2020-05-06";0;0;13;0
"04";"49";"2020-05-06";1;0;11;0
"04";"59";"2020-05-06";1;0;19;0
"04";"69";"2020-05-06";2;2;22;0
"04";"79";"2020-05-06";1;0;16;0
"04";"89";"2020-05-06";1;0;7;0
"04";"90";"2020-05-06";0;0;0;0
"06";"0";"2020-05-06";45;7;111;12
"06";"09";"2020-05-06";1;1;2;0
"06";"19";"2020-05-06";2;0;4;0
"06";"29";"2020-05-06";6;0;18;0
"06";"39";"2020-05-06";2;0;15;0
"06";"49";"2020-05-06";5;1;24;3
"06";"59";"2020-05-06";11;1;19;3
"06";"69";"2020-05-06";9;3;19;2
"06";"79";"2020-05-06";5;0;4;2
"06";"89";"2020-05-06";3;0;6;2
"06";"90";"2020-05-06";0;0;0;0
"11";"0";"2020-05-06";9930;1328;19392;6347
"11";"09";"2020-05-06";45;13;215;2
"11";"19";"2020-05-06";31;11;123;3
"11";"29";"2020-05-06";119;22;652;11
"11";"39";"2020-05-06";291;56;1527;39
"11";"49";"2020-05-06";542;132;2421;115
"11";"59";"2020-05-06";1194;348;3616;431
"11";"69";"2020-05-06";1685;385;3852;914
"11";"79";"2020-05-06";2086;298;3179;1486
"11";"89";"2020-05-06";2379;39;2558;2053
"11";"90";"2020-05-06";1475;13;1049;1240
"24";"0";"2020-05-06";919;92;1361;429
"24";"09";"2020-05-06";0;0;25;0
"24";"19";"2020-05-06";0;0;15;0
"24";"29";"2020-05-06";5;2;36;1
"24";"39";"2020-05-06";11;3;70;2
"24";"49";"2020-05-06";15;4;140;3
"24";"59";"2020-05-06";51;12;189;11
"24";"69";"2020-05-06";149;29;237;31
"24";"79";"2020-05-06";188;37;261;71
"24";"89";"2020-05-06";289;5;269;173
"24";"90";"2020-05-06";204;0;113;135
"27";"0";"2020-05-06";1111;114;2618;896
"27";"09";"2020-05-06";1;0;17;0
"27";"19";"2020-05-06";3;0;21;0
"27";"29";"2020-05-06";2;0;78;0
"27";"39";"2020-05-06";7;0;139;2
"27";"49";"2020-05-06";18;3;239;5
"27";"59";"2020-05-06";75;17;353;18
"27";"69";"2020-05-06";157;34;454;76
"27";"79";"2020-05-06";260;47;527;185
"27";"89";"2020-05-06";374;13;577;406
"27";"90";"2020-05-06";213;0;209;202
"28";"0";"2020-05-06";562;67;1155;365
"28";"09";"2020-05-06";0;0;3;0
"28";"19";"2020-05-06";1;0;5;0
"28";"29";"2020-05-06";2;0;42;0
"28";"39";"2020-05-06";7;1;85;1
"28";"49";"2020-05-06";12;4;127;10
"28";"59";"2020-05-06";43;14;197;14
"28";"69";"2020-05-06";91;20;230;53
"28";"79";"2020-05-06";125;19;220;80
"28";"89";"2020-05-06";171;9;183;142
"28";"90";"2020-05-06";110;0;57;65
"32";"0";"2020-05-06";2096;264;4452;1480
"32";"09";"2020-05-06";1;1;44;0
"32";"19";"2020-05-06";4;0;25;0
"32";"29";"2020-05-06";10;2;183;1
"32";"39";"2020-05-06";32;5;347;3
"32";"49";"2020-05-06";66;21;536;10
"32";"59";"2020-05-06";180;47;767;56
"32";"69";"2020-05-06";330;98;782;198
"32";"79";"2020-05-06";470;70;795;330
"32";"89";"2020-05-06";701;19;680;583
"32";"90";"2020-05-06";292;0;277;293
"44";"0";"2020-05-06";3503;404;8720;3037
"44";"09";"2020-05-06";16;2;169;0
"44";"19";"2020-05-06";8;2;61;0
"44";"29";"2020-05-06";22;4;267;2
"44";"39";"2020-05-06";53;6;448;14
"44";"49";"2020-05-06";102;23;717;31
"44";"59";"2020-05-06";291;62;1334;77
"44";"69";"2020-05-06";620;156;1748;316
"44";"79";"2020-05-06";812;123;1762;766
"44";"89";"2020-05-06";1008;17;1625;1237
"44";"90";"2020-05-06";539;4;530;584
"52";"0";"2020-05-06";602;64;1360;368
"52";"09";"2020-05-06";0;0;4;0
"52";"19";"2020-05-06";1;0;6;0
"52";"29";"2020-05-06";2;2;50;0
"52";"39";"2020-05-06";8;1;89;0
"52";"49";"2020-05-06";15;4;145;4
"52";"59";"2020-05-06";29;14;200;12
"52";"69";"2020-05-06";87;22;255;36
"52";"79";"2020-05-06";122;19;261;67
"52";"89";"2020-05-06";214;2;260;153
"52";"90";"2020-05-06";124;0;90;96
"53";"0";"2020-05-06";352;40;897;223
"53";"09";"2020-05-06";0;0;11;0
"53";"19";"2020-05-06";1;0;6;0
"53";"29";"2020-05-06";2;0;29;0
"53";"39";"2020-05-06";2;0;66;0
"53";"49";"2020-05-06";10;1;100;1
"53";"59";"2020-05-06";31;7;137;5
"53";"69";"2020-05-06";44;13;154;27
"53";"79";"2020-05-06";94;19;193;47
"53";"89";"2020-05-06";109;0;140;83
"53";"90";"2020-05-06";57;0;58;60
"75";"0";"2020-05-06";535;92;1562;342
"75";"09";"2020-05-06";1;0;11;0
"75";"19";"2020-05-06";2;0;10;0
"75";"29";"2020-05-06";5;1;58;1
"75";"39";"2020-05-06";3;1;100;2
"75";"49";"2020-05-06";9;3;143;2
"75";"59";"2020-05-06";41;16;273;12
"75";"69";"2020-05-06";85;29;319;30
"75";"79";"2020-05-06";121;33;254;78
"75";"89";"2020-05-06";169;8;259;132
"75";"90";"2020-05-06";96;1;126;85
"76";"0";"2020-05-06";499;112;2257;441
"76";"09";"2020-05-06";1;0;18;0
"76";"19";"2020-05-06";1;0;16;0
"76";"29";"2020-05-06";4;0;86;1
"76";"39";"2020-05-06";4;2;141;1
"76";"49";"2020-05-06";9;5;246;3
"76";"59";"2020-05-06";48;13;372;15
"76";"69";"2020-05-06";74;41;415;49
"76";"79";"2020-05-06";123;40;453;86
"76";"89";"2020-05-06";150;11;343;178
"76";"90";"2020-05-06";85;0;166;108
"84";"0";"2020-05-06";2299;296;5460;1437
"84";"09";"2020-05-06";3;1;37;0
"84";"19";"2020-05-06";9;4;39;0
"84";"29";"2020-05-06";18;2;197;0
"84";"39";"2020-05-06";30;2;314;4
"84";"49";"2020-05-06";51;8;466;10
"84";"59";"2020-05-06";159;32;812;39
"84";"69";"2020-05-06";329;103;950;100
"84";"79";"2020-05-06";547;117;1049;289
"84";"89";"2020-05-06";716;20;1055;606
"84";"90";"2020-05-06";423;2;466;370
"93";"0";"2020-05-06";1359;195;4127;756
"93";"09";"2020-05-06";2;0;24;0
"93";"19";"2020-05-06";3;0;43;0
"93";"29";"2020-05-06";15;2;273;1
"93";"39";"2020-05-06";20;4;356;1
"93";"49";"2020-05-06";44;12;472;4
"93";"59";"2020-05-06";93;27;735;28
"93";"69";"2020-05-06";186;51;754;58
"93";"79";"2020-05-06";324;63;637;161
"93";"89";"2020-05-06";431;29;528;318
"93";"90";"2020-05-06";237;6;284;182
"94";"0";"2020-05-06";54;6;195;52
"94";"09";"2020-05-06";0;0;6;0
"94";"19";"2020-05-06";0;0;1;0
"94";"29";"2020-05-06";0;0;14;0
"94";"39";"2020-05-06";0;0;16;0
"94";"49";"2020-05-06";1;0;22;1
"94";"59";"2020-05-06";5;1;31;1
"94";"69";"2020-05-06";9;3;30;2
"94";"79";"2020-05-06";18;2;33;13
"94";"89";"2020-05-06";13;0;30;24
"94";"90";"2020-05-06";8;0;12;11
"01";"0";"2020-05-07";15;5;72;18
"01";"09";"2020-05-07";0;0;0;0
"01";"19";"2020-05-07";0;0;2;0
"01";"29";"2020-05-07";0;0;1;0
"01";"39";"2020-05-07";1;0;3;0
"01";"49";"2020-05-07";0;0;5;0
"01";"59";"2020-05-07";1;0;18;3
"01";"69";"2020-05-07";4;2;18;3
"01";"79";"2020-05-07";4;2;12;7
"01";"89";"2020-05-07";5;1;12;4
"01";"90";"2020-05-07";0;0;0;1
"02";"0";"2020-05-07";19;7;78;14
