dep;jour;incid_hosp;incid_rea;incid_dc;incid_rad
34;2020-04-07;25;5;3;31
34;2020-04-08;14;4;3;27
34;2020-04-09;12;0;2;25
34;2020-04-10;20;7;8;26
34;2020-04-11;10;2;4;26
34;2020-04-12;5;1;0;7
35;2020-03-19;25;7;0;16
35;2020-03-20;9;2;1;1
35;2020-03-21;7;2;0;1
35;2020-03-22;4;3;0;0
35;2020-03-23;12;4;0;2
35;2020-03-24;9;2;1;6
35;2020-03-25;12;2;0;4
35;2020-03-26;15;2;0;5
35;2020-03-27;10;4;1;5
35;2020-03-28;20;5;2;3
35;2020-03-29;30;2;0;11
35;2020-03-30;15;4;2;2
35;2020-03-31;19;8;2;8
35;2020-04-01;18;7;1;3
35;2020-04-02;20;5;2;7
35;2020-04-03;10;1;4;5
35;2020-04-04;14;4;1;10
35;2020-04-05;6;4;0;3
35;2020-04-06;16;2;3;5
35;2020-04-07;19;1;3;18
35;2020-04-08;21;4;4;11
35;2020-04-09;13;2;0;4
35;2020-04-10;15;1;9;8
35;2020-04-11;15;2;3;11
35;2020-04-12;16;0;0;6
36;2020-03-19;3;0;0;0
36;2020-03-20;1;1;0;0
36;2020-03-21;1;1;0;0
36;2020-03-22;0;0;0;0
36;2020-03-23;13;3;2;0
36;2020-03-24;3;2;0;0
36;2020-03-25;7;0;3;0
36;2020-03-26;1;0;0;1
36;2020-03-27;10;3;2;1
36;2020-03-28;13;2;1;0
36;2020-03-29;0;0;1;0
36;2020-03-30;5;0;2;1
36;2020-03-31;2;0;2;0
36;2020-04-01;4;0;4;1
36;2020-04-02;5;1;0;3
36;2020-04-03;2;2;0;0
36;2020-04-04;11;2;0;2
36;2020-04-05;11;0;1;0
36;2020-04-06;2;0;3;0
36;2020-04-07;8;0;2;5
36;2020-04-08;4;2;2;2
36;2020-04-09;6;0;0;3
36;2020-04-10;17;0;4;1
36;2020-04-11;10;0;1;3
36;2020-04-12;1;0;2;1
37;2020-03-19;2;2;0;0
37;2020-03-20;6;1;1;0
37;2020-03-21;3;0;0;1
37;2020-03-22;2;2;0;0
37;2020-03-23;6;3;1;0
37;2020-03-24;7;1;0;3
37;2020-03-25;11;5;1;5
37;2020-03-26;11;1;0;5
37;2020-03-27;27;7;0;6
37;2020-03-28;6;3;1;4
37;2020-03-29;8;6;0;1
37;2020-03-30;33;7;0;3
37;2020-03-31;17;5;1;2
37;2020-04-01;36;8;6;11
37;2020-04-02;22;6;1;3
37;2020-04-03;20;9;4;6
37;2020-04-04;28;8;1;8
37;2020-04-05;6;0;1;9
37;2020-04-06;20;6;4;4
37;2020-04-07;9;0;1;10
37;2020-04-08;23;3;2;9
37;2020-04-09;15;6;5;7
37;2020-04-10;11;2;2;6
37;2020-04-11;19;5;3;8
37;2020-04-12;5;0;3;4
38;2020-03-19;12;1;0;5
38;2020-03-20;8;0;0;5
38;2020-03-21;13;1;0;4
38;2020-03-22;8;2;1;1
38;2020-03-23;16;4;1;4
38;2020-03-24;22;0;0;12
38;2020-03-25;27;8;0;7
38;2020-03-26;19;6;1;8
38;2020-03-27;34;13;0;6
38;2020-03-28;14;2;2;5
38;2020-03-29;27;10;2;4
38;2020-03-30;31;7;3;4
38;2020-03-31;19;3;2;10
38;2020-04-01;30;5;2;17
38;2020-04-02;21;3;1;5
38;2020-04-03;24;5;5;12
38;2020-04-04;21;4;2;16
38;2020-04-05;25;4;2;4
38;2020-04-06;32;4;2;10
38;2020-04-07;18;5;3;9
38;2020-04-08;14;2;5;27
38;2020-04-09;30;8;3;18
38;2020-04-10;28;3;3;11
38;2020-04-11;8;3;4;7
38;2020-04-12;12;2;3;9
39;2020-03-19;1;0;0;0
39;2020-03-20;5;0;0;1
39;2020-03-21;1;0;0;0
39;2020-03-22;1;0;0;0
39;2020-03-23;2;0;0;0
39;2020-03-24;14;1;0;2
39;2020-03-25;5;2;0;0
39;2020-03-26;16;5;0;0
39;2020-03-27;6;3;0;1
39;2020-03-28;4;0;1;9
39;2020-03-29;0;0;0;0
39;2020-03-30;12;0;1;0
39;2020-03-31;11;1;1;6
39;2020-04-01;11;0;1;5
39;2020-04-02;4;1;0;4
39;2020-04-03;16;1;6;7
39;2020-04-04;15;1;3;3
39;2020-04-05;11;0;1;3
39;2020-04-06;3;2;3;0
39;2020-04-07;20;3;1;7
39;2020-04-08;14;1;1;4
39;2020-04-09;18;2;4;8
39;2020-04-10;8;4;1;2
39;2020-04-11;8;0;2;6
39;2020-04-12;6;1;1;0
40;2020-03-19;1;1;0;0
40;2020-03-20;0;0;0;0
40;2020-03-21;0;0;0;0
40;2020-03-22;0;0;0;0
40;2020-03-23;4;0;0;0
40;2020-03-24;0;0;0;0
40;2020-03-25;8;4;0;1
40;2020-03-26;0;1;0;1
40;2020-03-27;3;0;0;0
40;2020-03-28;2;0;0;3
40;2020-03-29;2;0;0;0
40;2020-03-30;6;1;1;1
40;2020-03-31;1;1;0;1
40;2020-04-01;1;2;0;0
40;2020-04-02;4;0;0;3
40;2020-04-03;2;1;0;2
40;2020-04-04;1;1;0;0
40;2020-04-05;1;0;0;1
40;2020-04-06;9;3;3;7
40;2020-04-07;11;0;2;4
40;2020-04-08;4;1;0;1
40;2020-04-09;7;0;2;4
40;2020-04-10;1;0;2;2
40;2020-04-11;0;0;0;0
40;2020-04-12;0;0;1;0
41;2020-03-19;3;0;0;1
41;2020-03-20;3;1;0;0
41;2020-03-21;0;0;0;0
41;2020-03-22;1;0;0;0
41;2020-03-23;4;1;0;1
41;2020-03-24;9;0;0;5
41;2020-03-25;2;1;0;1
41;2020-03-26;6;1;0;1
41;2020-03-27;8;2;0;0
41;2020-03-28;12;0;3;4
41;2020-03-29;2;1;0;0
41;2020-03-30;22;1;1;3
41;2020-03-31;4;4;0;3
41;2020-04-01;15;2;3;1
41;2020-04-02;16;3;0;1
41;2020-04-03;10;0;3;15
41;2020-04-04;3;1;2;2
41;2020-04-05;1;0;0;2
41;2020-04-06;18;2;1;1
41;2020-04-07;11;0;1;6
41;2020-04-08;11;2;2;4
41;2020-04-09;12;2;0;2
41;2020-04-10;4;1;2;10
41;2020-04-11;5;0;3;3
41;2020-04-12;3;0;0;0
42;2020-03-19;33;5;2;5
42;2020-03-20;13;4;1;1
42;2020-03-21;22;2;2;5
42;2020-03-22;31;5;2;2
42;2020-03-23;25;3;2;4
42;2020-03-24;48;4;3;6
42;2020-03-25;61;13;2;3
42;2020-03-26;41;11;3;3
42;2020-03-27;28;3;1;13
42;2020-03-28;71;18;8;3
42;2020-03-29;76;9;6;14
42;2020-03-30;32;10;3;11
42;2020-03-31;42;5;8;7
42;2020-04-01;45;4;13;29
42;2020-04-02;42;8;5;14
42;2020-04-03;57;5;7;33
42;2020-04-04;31;8;1;12
42;2020-04-05;19;1;5;13
42;2020-04-06;38;6;3;13
42;2020-04-07;32;2;11;31
42;2020-04-08;27;6;2;28
42;2020-04-09;33;2;5;25
42;2020-04-10;31;8;6;33
42;2020-04-11;27;0;3;17
42;2020-04-12;43;7;5;16
43;2020-03-19;0;0;0;0
43;2020-03-20;2;1;0;1
43;2020-03-21;2;0;0;0
43;2020-03-22;2;0;0;1
43;2020-03-23;2;1;0;0
43;2020-03-24;2;0;0;1
43;2020-03-25;6;1;0;3
43;2020-03-26;2;2;0;0
43;2020-03-27;3;0;1;1
43;2020-03-28;2;0;1;1
43;2020-03-29;1;0;1;0
43;2020-03-30;3;0;0;1
43;2020-03-31;2;0;0;2
43;2020-04-01;3;0;0;2
43;2020-04-02;2;0;0;2
43;2020-04-03;6;0;0;3
43;2020-04-04;5;1;0;2
43;2020-04-05;4;0;0;2
43;2020-04-06;7;0;0;2
43;2020-04-07;2;1;1;4
43;2020-04-08;5;0;0;6
43;2020-04-09;6;0;0;3
43;2020-04-10;5;0;1;3
43;2020-04-11;6;0;0;0
43;2020-04-12;2;0;0;0
44;2020-03-19;12;4;0;3
44;2020-03-20;5;3;0;1
44;2020-03-21;17;4;0;2
44;2020-03-22;15;4;1;1
44;2020-03-23;4;2;1;0
44;2020-03-24;36;4;3;9
44;2020-03-25;19;5;1;4
44;2020-03-26;7;6;2;2
44;2020-03-27;39;8;3;4
44;2020-03-28;33;8;7;8
44;2020-03-29;19;3;4;0
44;2020-03-30;17;3;5;12
44;2020-03-31;24;11;3;18
44;2020-04-01;45;4;5;10
44;2020-04-02;27;7;2;11
44;2020-04-03;30;6;5;19
44;2020-04-04;42;3;2;14
44;2020-04-05;17;3;0;12
44;2020-04-06;16;3;2;5
44;2020-04-07;30;2;4;22
44;2020-04-08;21;4;3;19
44;2020-04-09;37;3;3;20
44;2020-04-10;36;7;4;19
44;2020-04-11;20;0;2;20
44;2020-04-12;17;2;2;6
45;2020-03-19;12;3;0;2
45;2020-03-20;11;1;0;0
45;2020-03-21;6;2;1;1
45;2020-03-22;10;6;0;4
45;2020-03-23;11;4;1;4
45;2020-03-24;0;0;0;0
45;2020-03-25;23;5;0;5
45;2020-03-26;18;8;2;5
45;2020-03-27;7;1;1;2
45;2020-03-28;26;5;2;3
45;2020-03-29;34;9;2;3
45;2020-03-30;34;4;3;6
45;2020-03-31;18;7;2;3
45;2020-04-01;33;12;1;8
45;2020-04-02;32;8;2;12
45;2020-04-03;38;14;4;11
45;2020-04-04;32;3;1;21
45;2020-04-05;18;2;2;12
45;2020-04-06;26;7;2;10
45;2020-04-07;24;5;2;18
45;2020-04-08;32;10;1;16
45;2020-04-09;29;6;4;18
45;2020-04-10;32;7;2;22
45;2020-04-11;34;2;5;17
45;2020-04-12;18;1;1;8
46;2020-03-19;1;0;0;1
46;2020-03-20;0;0;0;0
46;2020-03-21;4;0;0;3
46;2020-03-22;0;0;0;0
46;2020-03-23;0;0;0;0
46;2020-03-24;0;0;0;0
46;2020-03-25;1;1;0;0
46;2020-03-26;2;0;0;1
46;2020-03-27;0;0;0;0
46;2020-03-28;1;1;0;0
46;2020-03-29;4;1;0;2
46;2020-03-30;0;0;0;0
46;2020-03-31;0;0;0;0
46;2020-04-01;13;2;0;6
46;2020-04-02;5;4;0;1
46;2020-04-03;9;0;0;3
46;2020-04-04;0;0;0;2
46;2020-04-05;0;0;0;3
46;2020-04-06;9;1;0;8
46;2020-04-07;7;0;0;7
46;2020-04-08;5;1;1;6
46;2020-04-09;7;0;0;4
46;2020-04-10;5;0;1;6
46;2020-04-11;6;2;0;4
46;2020-04-12;0;0;0;0
47;2020-03-19;0;0;0;0
47;2020-03-20;0;0;0;0
47;2020-03-21;3;0;0;0
47;2020-03-22;2;1;0;0
47;2020-03-23;5;2;1;0
47;2020-03-24;3;0;1;1
47;2020-03-25;3;0;0;1
47;2020-03-26;2;2;2;1
47;2020-03-27;2;2;0;1
47;2020-03-28;8;3;0;0
47;2020-03-29;2;0;0;0
47;2020-03-30;3;1;0;2
47;2020-03-31;0;0;0;2
47;2020-04-01;4;0;0;0
47;2020-04-02;1;1;0;0
47;2020-04-03;2;0;0;3
47;2020-04-04;1;0;0;1
47;2020-04-05;2;0;0;0
47;2020-04-06;0;0;0;0
47;2020-04-07;2;0;0;3
47;2020-04-08;0;0;0;1
47;2020-04-09;1;0;1;0
47;2020-04-10;0;0;0;1
47;2020-04-11;0;0;0;0
47;2020-04-12;3;0;0;1
48;2020-03-19;0;0;0;0
48;2020-03-20;0;0;0;0
48;2020-03-21;0;0;0;0
48;2020-03-22;2;0;0;1
48;2020-03-23;2;0;0;0
48;2020-03-24;4;2;0;1
48;2020-03-25;1;0;0;0
48;2020-03-26;0;0;0;1
48;2020-03-27;0;0;0;0
48;2020-03-28;2;0;0;1
48;2020-03-29;1;0;0;0
48;2020-03-30;1;0;0;2
48;2020-03-31;0;0;0;1
48;2020-04-01;2;0;0;0
48;2020-04-02;1;0;0;1
48;2020-04-03;0;0;0;0
48;2020-04-04;0;0;0;1
48;2020-04-05;0;0;0;0
48;2020-04-06;0;0;0;0
48;2020-04-07;0;0;0;2
48;2020-04-08;0;0;0;0
48;2020-04-09;0;0;0;0
48;2020-04-10;0;0;0;1
48;2020-04-11;0;0;0;0
48;2020-04-12;0;0;0;0
49;2020-03-19;14;3;0;5
49;2020-03-20;9;0;0;7
49;2020-03-21;10;6;2;2
49;2020-03-22;8;1;0;7
49;2020-03-23;28;5;2;1
49;2020-03-24;18;8;1;5
49;2020-03-25;19;2;1;7
49;2020-03-26;29;9;2;10
49;2020-03-27;25;5;3;9
49;2020-03-28;21;5;0;8
49;2020-03-29;22;1;0;11
49;2020-03-30;23;9;4;2
49;2020-03-31;43;10;4;20
49;2020-04-01;27;11;0;15
49;2020-04-02;20;5;5;19
49;2020-04-03;17;7;4;18
49;2020-04-04;8;1;2;3
49;2020-04-05;10;2;4;6
49;2020-04-06;12;3;6;7
49;2020-04-07;35;3;5;21
49;2020-04-08;24;5;3;14
49;2020-04-09;21;5;0;13
49;2020-04-10;20;2;2;20
49;2020-04-11;23;1;4;13
49;2020-04-12;20;2;0;4
50;2020-03-19;0;2;0;1
50;2020-03-20;6;2;0;0
50;2020-03-21;6;0;0;1
50;2020-03-22;2;2;0;0
50;2020-03-23;2;1;0;1
50;2020-03-24;2;1;2;0
50;2020-03-25;6;0;1;4
50;2020-03-26;2;1;0;1
50;2020-03-27;7;1;1;2
50;2020-03-28;6;4;0;0
50;2020-03-29;8;1;2;2
50;2020-03-30;12;3;1;1
50;2020-03-31;5;1;3;2
50;2020-04-01;11;4;0;2
50;2020-04-02;9;2;1;5
50;2020-04-03;7;1;0;4
50;2020-04-04;9;1;1;2
50;2020-04-05;10;1;2;0
50;2020-04-06;2;1;2;3
50;2020-04-07;8;1;2;8
50;2020-04-08;1;0;0;3
50;2020-04-09;9;0;2;1
50;2020-04-10;10;1;0;3
50;2020-04-11;2;0;2;7
50;2020-04-12;3;0;0;2
51;2020-03-19;26;3;1;11
51;2020-03-20;16;4;0;9
51;2020-03-21;26;6;0;1
51;2020-03-22;28;5;3;3
51;2020-03-23;33;9;3;9
51;2020-03-24;48;5;2;14
51;2020-03-25;56;10;6;13
51;2020-03-26;27;4;3;6
51;2020-03-27;31;5;1;9
51;2020-03-28;80;13;4;34
51;2020-03-29;26;3;2;14
51;2020-03-30;33;14;15;11
51;2020-03-31;102;4;6;36
51;2020-04-01;50;5;7;26
51;2020-04-02;57;5;5;19
51;2020-04-03;23;5;9;22
51;2020-04-04;48;4;3;16
51;2020-04-05;7;0;0;0
51;2020-04-06;28;1;10;18
51;2020-04-07;58;7;8;44
51;2020-04-08;36;2;17;35
51;2020-04-09;34;3;5;19
51;2020-04-10;41;2;10;24
51;2020-04-11;16;5;14;31
51;2020-04-12;32;4;6;10
52;2020-03-19;0;0;0;0
52;2020-03-20;13;0;3;5
52;2020-03-21;2;2;0;0
52;2020-03-22;2;0;0;0
52;2020-03-23;0;1;0;1
52;2020-03-24;15;1;1;5
52;2020-03-25;0;1;0;1
52;2020-03-26;17;2;2;1
52;2020-03-27;18;1;1;4
52;2020-03-28;5;1;0;0
52;2020-03-29;0;0;0;0
52;2020-03-30;2;0;0;0
52;2020-03-31;12;2;0;2
52;2020-04-01;4;0;0;1
52;2020-04-02;3;0;0;3
52;2020-04-03;36;2;10;11
52;2020-04-04;34;3;5;10
52;2020-04-05;5;3;2;2
52;2020-04-06;21;4;2;5
52;2020-04-07;19;1;8;7
52;2020-04-08;7;1;2;10
52;2020-04-09;9;0;0;9
52;2020-04-10;12;4;1;11
52;2020-04-11;8;2;3;6
52;2020-04-12;6;0;2;4
53;2020-03-19;3;2;0;1
53;2020-03-20;1;0;0;0
53;2020-03-21;1;0;0;0
53;2020-03-22;1;0;0;0
53;2020-03-23;6;1;1;0
53;2020-03-24;1;1;0;0
53;2020-03-25;7;2;0;0
53;2020-03-26;9;1;2;0
53;2020-03-27;18;1;0;0
53;2020-03-28;3;1;2;0
53;2020-03-29;8;1;0;0
53;2020-03-30;5;1;2;1
53;2020-03-31;8;3;1;4
53;2020-04-01;3;1;0;3
53;2020-04-02;9;1;0;3
53;2020-04-03;6;2;1;0
53;2020-04-04;8;1;2;2
53;2020-04-05;2;0;0;3
53;2020-04-06;2;0;0;1
53;2020-04-07;1;0;1;5
53;2020-04-08;8;2;1;3
53;2020-04-09;5;0;1;3
53;2020-04-10;4;0;3;2
53;2020-04-11;1;0;1;9
53;2020-04-12;4;0;0;0
54;2020-03-19;16;3;2;1
54;2020-03-20;9;2;1;0
54;2020-03-21;21;8;10;0
54;2020-03-22;47;26;2;10
54;2020-03-23;27;8;3;4
54;2020-03-24;46;20;5;9
54;2020-03-25;47;9;4;6
54;2020-03-26;29;6;5;10
54;2020-03-27;58;19;2;13
54;2020-03-28;81;33;3;12
54;2020-03-29;24;4;4;8
54;2020-03-30;75;17;8;17
54;2020-03-31;36;10;9;6
54;2020-04-01;78;22;17;40
54;2020-04-02;104;27;10;25
54;2020-04-03;81;21;14;35
54;2020-04-04;31;10;7;21
54;2020-04-05;18;4;7;15
54;2020-04-06;50;12;8;17
54;2020-04-07;41;9;9;46
54;2020-04-08;56;4;11;48
54;2020-04-09;25;6;5;30
54;2020-04-10;84;5;24;23
54;2020-04-11;21;0;8;12
54;2020-04-12;23;4;3;29
55;2020-03-19;38;5;0;5
55;2020-03-20;5;1;0;1
55;2020-03-21;17;1;1;1
55;2020-03-22;0;0;0;0
55;2020-03-23;36;1;1;9
55;2020-03-24;23;2;7;4
55;2020-03-25;17;2;2;4
55;2020-03-26;19;2;1;8
55;2020-03-27;17;2;1;5
55;2020-03-28;4;0;1;1
55;2020-03-29;3;0;0;1
55;2020-03-30;40;4;3;18
55;2020-03-31;13;1;5;15
55;2020-04-01;27;2;0;9
55;2020-04-02;10;3;1;17
55;2020-04-03;16;4;2;13
55;2020-04-04;17;3;2;10
55;2020-04-05;3;0;1;3
55;2020-04-06;21;3;3;8
55;2020-04-07;18;1;3;19
55;2020-04-08;10;1;6;8
55;2020-04-09;10;1;2;14
55;2020-04-10;13;1;1;13
55;2020-04-11;6;0;3;10
55;2020-04-12;12;0;4;7
56;2020-03-19;12;1;3;2
56;2020-03-20;6;0;0;2
56;2020-03-21;24;4;3;1
56;2020-03-22;11;5;1;4
56;2020-03-23;5;0;4;4
56;2020-03-24;9;1;0;8
56;2020-03-25;14;0;3;9
56;2020-03-26;27;5;1;5
56;2020-03-27;13;3;4;10
56;2020-03-28;14;6;0;7
56;2020-03-29;14;1;3;5
56;2020-03-30;16;3;1;3
56;2020-03-31;14;3;1;4
56;2020-04-01;26;6;2;5
56;2020-04-02;18;3;3;9
56;2020-04-03;13;6;2;4
56;2020-04-04;8;3;3;13
56;2020-04-05;8;1;5;3
56;2020-04-06;10;1;3;6
56;2020-04-07;9;2;4;9
56;2020-04-08;35;1;3;22
56;2020-04-09;6;1;0;13
56;2020-04-10;7;2;2;13
56;2020-04-11;14;4;3;19
56;2020-04-12;7;2;1;4
57;2020-03-19;36;15;4;5
57;2020-03-20;75;14;3;8
57;2020-03-21;69;11;3;15
57;2020-03-22;64;8;11;12
57;2020-03-23;68;13;17;8
57;2020-03-24;171;26;12;24
57;2020-03-25;92;19;14;34
57;2020-03-26;125;12;20;30
57;2020-03-27;103;14;24;28
57;2020-03-28;122;25;30;32
57;2020-03-29;85;22;11;11
57;2020-03-30;115;23;19;21
57;2020-03-31;120;20;11;24
57;2020-04-01;146;16;19;47
57;2020-04-02;109;18;30;57
57;2020-04-03;127;15;42;70
57;2020-04-04;81;13;30;42
57;2020-04-05;63;12;25;44
57;2020-04-06;75;20;21;51
57;2020-04-07;112;11;31;63
57;2020-04-08;76;10;29;64
57;2020-04-09;89;8;16;52
57;2020-04-10;115;1;24;58
57;2020-04-11;31;7;15;26
57;2020-04-12;53;4;13;29
58;2020-03-19;1;1;0;0
58;2020-03-20;1;0;0;0
58;2020-03-21;0;0;0;0
58;2020-03-22;1;2;0;0
58;2020-03-23;1;0;0;0
58;2020-03-24;0;0;0;0
58;2020-03-25;0;0;0;0
58;2020-03-26;1;0;0;0
58;2020-03-27;2;1;0;0
58;2020-03-28;2;1;0;1
58;2020-03-29;0;0;0;0
58;2020-03-30;2;0;0;0
58;2020-03-31;2;1;2;0
58;2020-04-01;1;1;1;0
58;2020-04-02;6;0;1;1
58;2020-04-03;7;0;1;0
58;2020-04-04;9;1;0;4
58;2020-04-05;8;3;0;1
58;2020-04-06;4;0;1;0
58;2020-04-07;1;0;1;2
58;2020-04-08;5;1;0;3
58;2020-04-09;1;0;0;0
58;2020-04-10;13;2;0;2
58;2020-04-11;7;0;0;2
58;2020-04-12;4;1;0;1
59;2020-03-19;73;13;3;24
59;2020-03-20;19;9;1;4
59;2020-03-21;29;15;1;7
59;2020-03-22;32;7;7;2
59;2020-03-23;58;26;2;11
59;2020-03-24;51;15;4;2
59;2020-03-25;63;20;1;5
59;2020-03-26;66;17;7;14
59;2020-03-27;84;34;8;27
59;2020-03-28;79;17;5;16
59;2020-03-29;81;25;3;19
59;2020-03-30;106;28;12;26
59;2020-03-31;128;37;11;44
59;2020-04-01;97;21;15;36
59;2020-04-02;158;38;21;43
59;2020-04-03;99;22;22;46
59;2020-04-04;94;19;13;40
59;2020-04-05;79;19;12;14
59;2020-04-06;113;17;19;39
59;2020-04-07;101;19;17;63
59;2020-04-08;91;8;15;73
59;2020-04-09;90;14;16;51
59;2020-04-10;104;16;15;59
59;2020-04-11;71;9;20;51
59;2020-04-12;40;2;11;11
60;2020-03-19;43;3;11;8
60;2020-03-20;11;6;1;4
60;2020-03-21;29;0;0;14
60;2020-03-22;13;1;1;4
60;2020-03-23;44;3;10;7
60;2020-03-24;40;4;9;17
60;2020-03-25;33;9;6;7
60;2020-03-26;61;7;14;31
60;2020-03-27;31;10;9;12
60;2020-03-28;37;0;11;7
60;2020-03-29;22;2;5;3
60;2020-03-30;35;3;8;10
60;2020-03-31;40;5;15;11
60;2020-04-01;69;10;20;33
60;2020-04-02;98;11;7;32
60;2020-04-03;47;5;15;29
60;2020-04-04;24;1;8;29
60;2020-04-05;24;2;2;6
60;2020-04-06;38;0;10;10
60;2020-04-07;81;9;17;32
60;2020-04-08;75;7;10;48
60;2020-04-09;29;3;2;23
60;2020-04-10;47;6;9;27
60;2020-04-11;37;2;9;20
60;2020-04-12;44;4;10;15
61;2020-03-19;2;1;0;2
61;2020-03-20;0;0;0;0
61;2020-03-21;0;0;0;0
61;2020-03-22;0;0;0;0
61;2020-03-23;6;1;0;4
61;2020-03-24;5;0;0;3
61;2020-03-25;14;2;1;10
61;2020-03-26;7;1;0;4
61;2020-03-27;2;1;0;1
61;2020-03-28;6;0;0;3
61;2020-03-29;6;0;0;0
61;2020-03-30;4;1;0;1
61;2020-03-31;17;2;2;6
61;2020-04-01;20;0;2;7
61;2020-04-02;12;2;2;0
61;2020-04-03;7;1;1;3
61;2020-04-04;11;3;0;5
61;2020-04-05;6;2;1;1
61;2020-04-06;7;0;0;8
61;2020-04-07;15;0;2;9
61;2020-04-08;13;0;1;11
61;2020-04-09;6;0;2;1
61;2020-04-10;15;0;0;10
61;2020-04-11;6;1;2;9
61;2020-04-12;8;1;1;1
62;2020-03-19;30;6;0;13
62;2020-03-20;26;9;1;6
62;2020-03-21;12;3;0;6
62;2020-03-22;6;2;0;4
62;2020-03-23;21;8;2;0
62;2020-03-24;32;10;3;1
62;2020-03-25;29;9;2;9
62;2020-03-26;29;5;1;10
62;2020-03-27;16;3;0;9
62;2020-03-28;39;12;3;9
62;2020-03-29;27;4;1;5
62;2020-03-30;41;19;4;9
62;2020-03-31;36;9;2;11
62;2020-04-01;75;11;4;10
62;2020-04-02;46;10;4;24
62;2020-04-03;90;19;7;30
62;2020-04-04;48;10;8;21
62;2020-04-05;14;4;4;10
62;2020-04-06;50;6;9;13
62;2020-04-07;72;11;9;23
62;2020-04-08;53;7;11;36
62;2020-04-09;51;7;7;28
62;2020-04-10;50;5;12;51
62;2020-04-11;27;3;4;32
62;2020-04-12;39;2;7;22
63;2020-03-19;3;4;0;2
63;2020-03-20;0;0;0;4
63;2020-03-21;3;1;0;2
63;2020-03-22;2;2;0;0
63;2020-03-23;2;0;0;0
63;2020-03-24;14;5;0;0
63;2020-03-25;4;2;0;1
63;2020-03-26;8;3;0;1
63;2020-03-27;11;4;0;1
63;2020-03-28;12;5;0;0
63;2020-03-29;13;10;0;1
63;2020-03-30;16;12;1;4
63;2020-03-31;2;4;0;3
63;2020-04-01;24;1;1;5
63;2020-04-02;6;5;1;6
63;2020-04-03;6;3;1;6
63;2020-04-04;5;2;0;11
63;2020-04-05;13;10;3;1
63;2020-04-06;7;0;1;2
63;2020-04-07;7;2;4;11
63;2020-04-08;7;0;3;7
63;2020-04-09;5;1;1;4
63;2020-04-10;7;0;0;7
63;2020-04-11;4;0;3;2
63;2020-04-12;4;0;0;0
64;2020-03-19;6;0;0;1
64;2020-03-20;1;0;1;1
64;2020-03-21;5;2;0;0
64;2020-03-22;3;0;0;0
64;2020-03-23;7;0;0;3
64;2020-03-24;7;5;0;2
64;2020-03-25;13;3;2;1
64;2020-03-26;19;2;1;10
64;2020-03-27;17;4;1;3
64;2020-03-28;11;2;1;7
64;2020-03-29;9;4;0;4
64;2020-03-30;8;2;3;2
64;2020-03-31;17;8;1;3
64;2020-04-01;8;1;0;9
64;2020-04-02;19;5;2;16
64;2020-04-03;5;1;1;1
64;2020-04-04;14;1;0;11
64;2020-04-05;1;0;1;3
64;2020-04-06;10;0;1;1
64;2020-04-07;1;1;0;5
64;2020-04-08;13;2;1;5
64;2020-04-09;10;1;0;1
64;2020-04-10;10;1;2;9
64;2020-04-11;4;0;0;9
64;2020-04-12;4;0;2;1
65;2020-03-19;2;1;0;0
65;2020-03-20;0;0;0;0
65;2020-03-21;3;0;0;0
65;2020-03-22;2;0;0;1
65;2020-03-23;2;0;0;1
65;2020-03-24;0;0;0;2
65;2020-03-25;1;1;0;0
65;2020-03-26;11;0;1;2
65;2020-03-27;2;1;0;0
65;2020-03-28;6;2;0;1
65;2020-03-29;5;0;0;1
65;2020-03-30;6;2;0;2
65;2020-03-31;2;0;0;3
65;2020-04-01;13;0;0;2
65;2020-04-02;6;0;2;2
65;2020-04-03;4;0;0;3
65;2020-04-04;8;0;2;3
65;2020-04-05;14;3;2;2
65;2020-04-06;4;0;0;1
65;2020-04-07;7;0;0;4
65;2020-04-08;9;1;0;4
65;2020-04-09;6;0;0;4
65;2020-04-10;11;0;0;7
65;2020-04-11;10;0;1;3
65;2020-04-12;10;1;0;0
66;2020-03-19;19;9;3;2
66;2020-03-20;7;6;1;0
66;2020-03-21;1;1;1;0
66;2020-03-22;42;8;0;1
66;2020-03-23;23;4;1;2
66;2020-03-24;16;6;1;6
66;2020-03-25;20;4;0;11
66;2020-03-26;23;7;1;7
66;2020-03-27;13;2;1;9
66;2020-03-28;25;4;0;10
66;2020-03-29;17;3;2;7
66;2020-03-30;11;7;2;8
66;2020-03-31;19;4;1;18
66;2020-04-01;13;5;1;19
66;2020-04-02;11;0;1;10
66;2020-04-03;10;2;0;18
66;2020-04-04;11;3;1;5
66;2020-04-05;7;0;0;9
66;2020-04-06;9;1;1;6
66;2020-04-07;8;4;2;13
66;2020-04-08;5;1;0;10
66;2020-04-09;3;1;0;7
66;2020-04-10;9;4;1;14
66;2020-04-11;5;0;1;5
66;2020-04-12;2;0;1;1
67;2020-03-19;162;31;8;28
67;2020-03-20;45;9;6;10
67;2020-03-21;66;18;3;10
67;2020-03-22;79;15;11;0
67;2020-03-23;89;27;8;25
67;2020-03-24;131;29;19;43
67;2020-03-25;117;24;14;32
67;2020-03-26;130;29;13;75
67;2020-03-27;103;36;16;24
67;2020-03-28;90;19;11;28
67;2020-03-29;91;20;18;16
67;2020-03-30;70;23;18;13
67;2020-03-31;145;36;27;41
67;2020-04-01;162;34;27;83
67;2020-04-02;91;22;18;37
