pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal
13,New Brunswick,Nouveau-Brunswick,25-03-2020,26,0,0,26,1680,N/A,,2163,8,44.44,3.347
12,Nova Scotia,Nouvelle-Écosse,25-03-2020,68,0,0,68,3008,N/A,,3097,17,33.33,7.000
11,Prince Edward Island,Île-du-Prince-Édouard,25-03-2020,5,0,0,5,301,N/A,,1918,2,66.67,3.186
61,Northwest Territories,Territoires du Nord-Ouest,25-03-2020,1,0,0,1,481,N/A,,10730,0,0.00,2.231
62,Nunavut,Nunavut,25-03-2020,0,0,0,0,97,N/A,,2501,0,0.00,0.000
60,Yukon,Yukon,25-03-2020,3,0,0,3,416,N/A,,10183,1,50.00,7.343
99,Repatriated travellers,Voyageurs rapatriés,25-03-2020,13,0,0,13,76,N/A,,,0,0.00,
1,Canada,Canada,25-03-2020,3385,24,35,3409,147789,N/A,,3932,617,22.10,9.069
59,British Columbia,Colombie-Britannique,26-03-2020,725,0,14,725,30238,186,25.66,5963,66,10.02,14.296
48,Alberta,Alberta,26-03-2020,486,0,2,486,36600,27,5.56,8373,67,15.99,11.118
47,Saskatchewan,Saskatchewan,26-03-2020,95,0,0,95,6729,3,3.16,5729,9,10.47,8.089
46,Manitoba,Manitoba,26-03-2020,11,25,0,36,5429,1,2.78,3964,1,2.86,2.629
35,Ontario,Ontario,26-03-2020,858,0,15,858,41217,8,0.93,2830,170,24.71,5.890
24,Quebec,Québec,26-03-2020,1629,0,8,1629,33311,2,0.12,3926,290,21.66,19.199
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-03-2020,82,0,0,82,1447,N/A,,2774,15,22.39,15.723
13,New Brunswick,Nouveau-Brunswick,26-03-2020,33,0,0,33,1849,N/A,,2380,7,26.92,4.248
12,Nova Scotia,Nouvelle-Écosse,26-03-2020,73,0,0,73,3417,2,2.74,3518,5,7.35,7.515
11,Prince Edward Island,Île-du-Prince-Édouard,26-03-2020,9,0,0,9,353,1,11.11,2249,4,80.00,5.734
61,Northwest Territories,Territoires du Nord-Ouest,26-03-2020,1,0,0,1,481,N/A,,10730,0,0.00,2.231
62,Nunavut,Nunavut,26-03-2020,0,0,0,0,116,N/A,,2991,0,0.00,0.000
60,Yukon,Yukon,26-03-2020,3,0,0,3,416,N/A,,10183,0,0.00,7.343
99,Repatriated travellers,Voyageurs rapatriés,26-03-2020,13,0,0,13,76,N/A,,,0,0.00,
1,Canada,Canada,26-03-2020,4018,25,39,4043,161603,230,5.69,4299,634,18.60,10.756
59,British Columbia,Colombie-Britannique,27-03-2020,725,0,14,725,31536,186,25.66,6218,0,0.00,14.296
48,Alberta,Alberta,27-03-2020,542,0,2,542,38215,27,4.98,8742,56,11.52,12.399
47,Saskatchewan,Saskatchewan,27-03-2020,104,0,0,104,7360,3,2.88,6267,9,9.47,8.855
46,Manitoba,Manitoba,27-03-2020,25,14,1,39,6022,1,2.56,4397,3,8.33,2.848
35,Ontario,Ontario,27-03-2020,993,0,18,993,43651,8,0.81,2997,135,15.73,6.817
24,Quebec,Québec,27-03-2020,2021,0,18,2021,34356,29,1.43,4049,392,24.06,23.819
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,27-03-2020,102,0,0,102,1684,N/A,,3229,20,24.39,19.557
13,New Brunswick,Nouveau-Brunswick,27-03-2020,45,0,0,45,2179,1,2.22,2805,12,36.36,5.793
12,Nova Scotia,Nouvelle-Écosse,27-03-2020,90,0,0,90,3946,2,2.22,4062,17,23.29,9.265
11,Prince Edward Island,Île-du-Prince-Édouard,27-03-2020,11,0,0,11,422,1,9.09,2689,2,22.22,7.009
61,Northwest Territories,Territoires du Nord-Ouest,27-03-2020,1,0,0,1,545,N/A,,12158,0,0.00,2.231
62,Nunavut,Nunavut,27-03-2020,0,0,0,0,125,N/A,,3223,0,0.00,0.000
60,Yukon,Yukon,27-03-2020,3,0,0,3,603,N/A,,14760,0,0.00,7.343
99,Repatriated travellers,Voyageurs rapatriés,27-03-2020,13,0,0,13,76,N/A,,,0,0.00,
1,Canada,Canada,27-03-2020,4675,14,53,4689,170644,256,5.46,4540,646,15.98,12.474
59,British Columbia,Colombie-Britannique,28-03-2020,884,0,16,884,31536,396,44.80,6218,159,21.93,17.431
48,Alberta,Alberta,28-03-2020,542,0,2,542,38215,53,9.78,8742,0,0.00,12.399
47,Saskatchewan,Saskatchewan,28-03-2020,134,0,0,134,8009,3,2.24,6819,30,28.85,11.409
46,Manitoba,Manitoba,28-03-2020,25,39,1,64,6931,1,1.56,5061,25,64.10,4.673
35,Ontario,Ontario,28-03-2020,993,0,18,993,45836,8,0.81,3147,0,0.00,6.817
24,Quebec,Québec,28-03-2020,2498,0,22,2498,46087,29,1.16,5432,477,23.60,29.440
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,28-03-2020,120,0,0,120,1907,4,3.33,3656,18,17.65,23.009
13,New Brunswick,Nouveau-Brunswick,28-03-2020,51,0,0,51,2512,2,3.92,3234,6,13.33,6.565
12,Nova Scotia,Nouvelle-Écosse,28-03-2020,110,0,0,110,4487,4,3.64,4619,20,22.22,11.324
11,Prince Edward Island,Île-du-Prince-Édouard,28-03-2020,11,0,0,11,422,1,9.09,2689,0,0.00,7.009
61,Northwest Territories,Territoires du Nord-Ouest,28-03-2020,1,0,0,1,740,N/A,,16508,0,0.00,2.231
62,Nunavut,Nunavut,28-03-2020,0,0,0,0,125,N/A,,3223,0,0.00,0.000
60,Yukon,Yukon,28-03-2020,4,0,0,4,641,N/A,,15690,1,33.33,9.791
99,Repatriated travellers,Voyageurs rapatriés,28-03-2020,13,0,0,13,76,N/A,,,0,0.00,
1,Canada,Canada,28-03-2020,5386,39,59,5425,187448,502,9.25,4987,736,15.70,14.432
59,British Columbia,Colombie-Britannique,29-03-2020,884,0,17,884,33476,396,44.80,6601,0,0.00,17.431
48,Alberta,Alberta,29-03-2020,621,0,2,621,44097,73,11.76,10088,79,14.58,14.206
47,Saskatchewan,Saskatchewan,29-03-2020,134,0,0,134,8822,4,2.99,7512,0,0.00,11.409
46,Manitoba,Manitoba,29-03-2020,69,3,1,72,7876,1,1.39,5751,8,12.50,5.258
35,Ontario,Ontario,29-03-2020,1355,0,19,1355,52002,8,0.59,3570,362,36.46,9.302
24,Quebec,Québec,29-03-2020,2840,0,22,2840,52204,29,1.02,6153,342,13.69,33.471
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-03-2020,135,0,0,135,2107,4,2.96,4040,15,12.50,25.885
13,New Brunswick,Nouveau-Brunswick,29-03-2020,66,0,0,66,2847,2,3.03,3665,15,29.41,8.496
12,Nova Scotia,Nouvelle-Écosse,29-03-2020,122,0,0,122,4984,4,3.28,5131,12,10.91,12.559
11,Prince Edward Island,Île-du-Prince-Édouard,29-03-2020,11,0,0,11,477,1,9.09,3039,0,0.00,7.009
61,Northwest Territories,Territoires du Nord-Ouest,29-03-2020,1,0,0,1,740,N/A,,16508,0,0.00,2.231
62,Nunavut,Nunavut,29-03-2020,0,0,0,0,125,N/A,,3223,0,0.00,0.000
60,Yukon,Yukon,29-03-2020,4,0,0,4,678,N/A,,16596,0,0.00,9.791
99,Repatriated travellers,Voyageurs rapatriés,29-03-2020,13,0,0,13,76,N/A,,,0,0.00,
1,Canada,Canada,29-03-2020,6255,3,61,6258,210435,522,8.34,5598,833,15.35,16.648
59,British Columbia,Colombie-Britannique,30-03-2020,960,0,19,960,34969,469,48.85,6895,76,8.60,18.930
48,Alberta,Alberta,30-03-2020,690,0,8,690,46057,94,13.62,10536,69,11.11,15.785
47,Saskatchewan,Saskatchewan,30-03-2020,175,0,2,175,9372,14,8.00,7980,41,30.60,14.900
46,Manitoba,Manitoba,30-03-2020,83,13,1,96,8326,2,2.08,6080,24,33.33,7.010
35,Ontario,Ontario,30-03-2020,1706,0,33,1706,54112,431,25.26,3715,351,25.90,11.712
24,Quebec,Québec,30-03-2020,3430,0,25,3430,59715,29,0.85,7038,590,20.77,40.424
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-03-2020,148,0,1,148,2332,7,4.73,4471,13,9.63,28.377
13,New Brunswick,Nouveau-Brunswick,30-03-2020,68,0,0,68,3267,2,2.94,4206,2,3.03,8.754
12,Nova Scotia,Nouvelle-Écosse,30-03-2020,127,0,0,127,5492,10,7.87,5654,5,4.10,13.074
11,Prince Edward Island,Île-du-Prince-Édouard,30-03-2020,18,0,0,18,477,1,5.56,3039,7,63.64,11.469
61,Northwest Territories,Territoires du Nord-Ouest,30-03-2020,1,0,0,1,740,N/A,,16508,0,0.00,2.231
62,Nunavut,Nunavut,30-03-2020,0,0,0,0,158,N/A,,4074,0,0.00,0.000
60,Yukon,Yukon,30-03-2020,5,0,0,5,688,N/A,,16840,1,25.00,12.239
99,Repatriated travellers,Voyageurs rapatriés,30-03-2020,13,0,0,13,76,9,69.23,,0,0.00,
1,Canada,Canada,30-03-2020,7424,13,89,7437,225705,1068,14.36,6005,1179,18.84,19.785
59,British Columbia,Colombie-Britannique,31-03-2020,970,0,19,970,36024,507,52.27,7103,10,1.04,19.127
48,Alberta,Alberta,31-03-2020,754,0,9,754,48692,120,15.92,11139,64,9.28,17.249
47,Saskatchewan,Saskatchewan,31-03-2020,184,0,2,184,9372,21,11.41,7980,9,5.14,15.667
46,Manitoba,Manitoba,31-03-2020,91,12,1,103,8629,4,3.88,6301,7,7.29,7.521
35,Ontario,Ontario,31-03-2020,1966,0,33,1966,55909,534,27.16,3838,260,15.24,13.497
24,Quebec,Québec,31-03-2020,4162,0,31,4162,67540,29,0.70,7960,732,21.34,49.051
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,31-03-2020,152,0,1,152,2500,7,4.61,4793,4,2.70,29.144
13,New Brunswick,Nouveau-Brunswick,31-03-2020,70,0,0,70,3630,9,12.86,4673,2,2.94,9.011
12,Nova Scotia,Nouvelle-Écosse,31-03-2020,147,0,0,147,6614,10,6.80,6809,20,15.75,15.133
11,Prince Edward Island,Île-du-Prince-Édouard,31-03-2020,21,0,0,21,551,1,4.76,3511,3,16.67,13.380
61,Northwest Territories,Territoires du Nord-Ouest,31-03-2020,1,0,0,1,808,N/A,,18025,0,0.00,2.231
62,Nunavut,Nunavut,31-03-2020,0,0,0,0,167,N/A,,4306,0,0.00,0.000
60,Yukon,Yukon,31-03-2020,5,0,0,5,702,N/A,,17183,0,0.00,12.239
99,Repatriated travellers,Voyageurs rapatriés,31-03-2020,13,0,0,13,76,12,92.31,,0,0.00,
1,Canada,Canada,31-03-2020,8536,12,96,8548,241138,1254,14.67,6415,1111,14.94,22.741
59,British Columbia,Colombie-Britannique,01-04-2020,1066,0,25,1066,36364,606,56.85,7170,96,9.90,21.020
48,Alberta,Alberta,01-04-2020,754,0,9,754,53141,142,18.83,12157,0,0.00,17.249
47,Saskatchewan,Saskatchewan,01-04-2020,193,0,3,193,10202,30,15.54,8687,9,4.89,16.433
46,Manitoba,Manitoba,01-04-2020,109,18,1,127,9811,4,3.15,7164,24,23.30,9.274
35,Ontario,Ontario,01-04-2020,2392,0,37,2392,61009,689,28.80,4188,426,21.67,16.421
24,Quebec,Québec,01-04-2020,4611,0,33,4611,69711,29,0.63,8216,449,10.79,54.343
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,01-04-2020,175,0,1,175,2762,10,5.71,5296,23,15.13,33.554
13,New Brunswick,Nouveau-Brunswick,01-04-2020,81,0,0,81,4121,14,17.28,5305,11,15.71,10.427
12,Nova Scotia,Nouvelle-Écosse,01-04-2020,173,0,0,173,7405,11,6.36,7623,26,17.69,17.809
11,Prince Edward Island,Île-du-Prince-Édouard,01-04-2020,21,0,0,21,551,3,14.29,3511,0,0.00,13.380
61,Northwest Territories,Territoires du Nord-Ouest,01-04-2020,2,0,0,2,951,N/A,,21215,1,100.00,4.462
62,Nunavut,Nunavut,01-04-2020,0,0,0,0,183,N/A,,4719,0,0.00,0.000
60,Yukon,Yukon,01-04-2020,5,0,0,5,722,3,60.00,17673,0,0.00,12.239
99,Repatriated travellers,Voyageurs rapatriés,01-04-2020,13,0,0,13,76,12,92.31,,0,0.00,
1,Canada,Canada,01-04-2020,9595,18,109,9613,256933,1553,16.16,6835,1065,12.46,25.574
59,British Columbia,Colombie-Britannique,02-04-2020,1121,0,31,1121,36966,641,57.18,7289,55,5.16,22.105
48,Alberta,Alberta,02-04-2020,968,0,13,968,57096,174,17.98,13062,214,28.38,22.144
47,Saskatchewan,Saskatchewan,02-04-2020,206,0,3,206,11034,36,17.48,9395,13,6.74,17.540
46,Manitoba,Manitoba,02-04-2020,152,15,1,167,11098,11,6.59,8104,40,31.50,12.195
35,Ontario,Ontario,02-04-2020,2793,0,53,2793,64785,831,29.75,4448,401,16.76,19.174
24,Quebec,Québec,02-04-2020,5518,0,36,5518,74542,224,4.06,8785,907,19.67,65.033
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-04-2020,183,0,1,183,2904,10,5.46,5568,8,4.57,35.088
13,New Brunswick,Nouveau-Brunswick,02-04-2020,91,0,0,91,4625,22,24.18,5954,10,12.35,11.714
12,Nova Scotia,Nouvelle-Écosse,02-04-2020,193,0,0,193,8059,16,8.29,8296,20,11.56,19.868
11,Prince Edward Island,Île-du-Prince-Édouard,02-04-2020,22,0,0,22,653,3,13.64,4161,1,4.76,14.017
60,Yukon,Yukon,02-04-2020,6,0,0,6,742,3,50.00,18162,4,200.00,14.686
61,Northwest Territories,Territoires du Nord-Ouest,02-04-2020,2,0,0,2,969,N/A,,21617,2,0.00,4.462
62,Nunavut,Nunavut,02-04-2020,0,0,0,0,193,N/A,,4977,-5,-100.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,02-04-2020,13,0,0,13,76,12,92.31,,0,0.00,
1,Canada,Canada,02-04-2020,11268,15,138,11283,273666,1983,17.58,7280,1670,17.37,30.017
59,British Columbia,Colombie-Britannique,03-04-2020,1174,0,35,1174,39926,641,54.60,7873,53,4.73,23.150
48,Alberta,Alberta,03-04-2020,1075,0,18,1075,60508,N/A,,13842,107,11.05,24.592
47,Saskatchewan,Saskatchewan,03-04-2020,220,0,3,220,11720,N/A,,9979,14,6.80,18.732
46,Manitoba,Manitoba,03-04-2020,164,18,2,182,11650,N/A,,8507,15,8.98,13.290
35,Ontario,Ontario,03-04-2020,3255,0,67,3255,67998,N/A,,4668,462,16.54,22.346
24,Quebec,Québec,03-04-2020,6101,0,61,6101,83570,N/A,,9849,583,10.57,71.904
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-04-2020,183,0,1,183,3136,N/A,,6013,0,0.00,35.088
13,New Brunswick,Nouveau-Brunswick,03-04-2020,95,0,0,95,5036,N/A,,6483,4,4.40,12.229
12,Nova Scotia,Nouvelle-Écosse,03-04-2020,207,0,0,207,8799,N/A,,9058,14,7.25,21.310
11,Prince Edward Island,Île-du-Prince-Édouard,03-04-2020,22,0,0,22,653,N/A,,4161,0,0.00,14.017
60,Yukon,Yukon,03-04-2020,6,0,0,6,753,N/A,,18431,0,0.00,14.686
61,Northwest Territories,Territoires du Nord-Ouest,03-04-2020,4,0,0,4,1109,N/A,,24740,2,100.00,8.923
62,Nunavut,Nunavut,03-04-2020,0,0,0,0,207,N/A,,5338,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,03-04-2020,13,0,0,13,76,N/A,,,0,0.00,
1,Canada,Canada,03-04-2020,12519,18,187,12537,295065,N/A,,7850,1254,11.11,33.353
59,British Columbia,Colombie-Britannique,04-04-2020,1203,0,38,1203,40771,705,58.60,8039,29,2.47,23.722
48,Alberta,Alberta,04-04-2020,1075,0,18,1075,62520,N/A,,14302,0,0.00,24.592
47,Saskatchewan,Saskatchewan,04-04-2020,231,0,3,231,12244,N/A,,10425,11,5.00,19.669
46,Manitoba,Manitoba,04-04-2020,172,22,2,194,12191,N/A,,8902,12,6.59,14.166
35,Ontario,Ontario,04-04-2020,3630,0,94,3630,72674,N/A,,4989,375,11.52,24.920
24,Quebec,Québec,04-04-2020,6997,0,75,6997,90227,N/A,,10634,896,14.69,82.464
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-04-2020,195,0,1,195,3345,N/A,,6414,12,6.56,37.389
13,New Brunswick,Nouveau-Brunswick,04-04-2020,98,0,0,98,5297,N/A,,6819,3,3.16,12.615
12,Nova Scotia,Nouvelle-Écosse,04-04-2020,236,0,0,236,9722,N/A,,10008,29,14.01,24.295
11,Prince Edward Island,Île-du-Prince-Édouard,04-04-2020,22,0,0,22,839,N/A,,5346,0,0.00,14.017
60,Yukon,Yukon,04-04-2020,6,0,0,6,765,N/A,,18725,0,0.00,14.686
61,Northwest Territories,Territoires du Nord-Ouest,04-04-2020,4,0,0,4,1169,N/A,,26079,0,0.00,8.923
62,Nunavut,Nunavut,04-04-2020,0,0,0,0,207,N/A,,5338,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,04-04-2020,13,0,0,13,76,N/A,,,0,0.00,
1,Canada,Canada,04-04-2020,13882,22,231,13904,311971,N/A,,8299,1367,10.90,36.989
59,British Columbia,Colombie-Britannique,05-04-2020,1203,0,38,1203,41556,704,58.52,8194,0,0.00,23.722
48,Alberta,Alberta,05-04-2020,1250,0,23,1250,63315,240,19.20,14484,175,16.28,28.596
47,Saskatchewan,Saskatchewan,05-04-2020,249,0,3,249,13055,55,22.09,11116,18,7.79,21.201
46,Manitoba,Manitoba,05-04-2020,187,16,2,203,12771,17,8.37,9326,9,4.64,14.823
35,Ontario,Ontario,05-04-2020,4038,0,119,4038,76027,1219,30.19,5219,408,11.24,27.721
24,Quebec,Québec,05-04-2020,7944,0,94,7944,95955,0,0.00,11309,947,13.53,93.624
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-04-2020,217,0,1,217,3556,11,5.07,6818,22,11.28,41.607
13,New Brunswick,Nouveau-Brunswick,05-04-2020,101,0,0,101,5421,28,27.72,6978,3,3.06,13.002
12,Nova Scotia,Nouvelle-Écosse,05-04-2020,262,0,0,262,10084,50,19.08,10381,26,11.02,26.972
11,Prince Edward Island,Île-du-Prince-Édouard,05-04-2020,22,0,0,22,839,6,27.27,5346,0,0.00,14.017
60,Yukon,Yukon,05-04-2020,6,0,0,6,770,4,66.67,18848,0,0.00,14.686
61,Northwest Territories,Territoires du Nord-Ouest,05-04-2020,4,0,0,4,1215,1,25.00,27105,0,0.00,8.923
62,Nunavut,Nunavut,05-04-2020,0,0,0,0,227,0,N/A,5854,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,05-04-2020,13,0,0,13,76,0,0.00,,0,0.00,
1,Canada,Canada,05-04-2020,15496,16,280,15512,324791,2335,15.05,8641,1608,11.57,41.267
59,British Columbia,Colombie-Britannique,06-04-2020,1266,0,39,1266,42665,783,61.85,8413,63,5.24,24.964
48,Alberta,Alberta,06-04-2020,1348,0,24,1348,64183,361,26.78,14683,98,7.84,30.837
47,Saskatchewan,Saskatchewan,06-04-2020,253,0,3,253,13680,81,32.02,11648,4,1.61,21.542
46,Manitoba,Manitoba,06-04-2020,190,14,2,204,13788,17,8.33,10068,1,0.49,14.896
35,Ontario,Ontario,06-04-2020,4347,0,132,4347,79125,1624,37.36,5432,309,7.65,29.842
24,Quebec,Québec,06-04-2020,8580,0,121,8580,100113,611,7.12,11799,636,8.01,101.120
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,06-04-2020,226,0,2,226,3776,32,14.16,7240,9,4.15,43.333
13,New Brunswick,Nouveau-Brunswick,06-04-2020,103,0,0,103,5678,30,29.13,7309,2,1.98,13.259
12,Nova Scotia,Nouvelle-Écosse,06-04-2020,293,0,0,293,10738,64,21.84,11054,31,11.83,30.163
11,Prince Edward Island,Île-du-Prince-Édouard,06-04-2020,22,0,0,22,839,8,36.36,5346,0,0.00,14.017
60,Yukon,Yukon,06-04-2020,7,0,0,7,775,4,57.14,18970,1,16.67,17.134
61,Northwest Territories,Territoires du Nord-Ouest,06-04-2020,5,0,0,5,1217,1,20.00,27149,1,25.00,11.154
62,Nunavut,Nunavut,06-04-2020,0,0,0,0,229,0,N/A,5905,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,06-04-2020,13,0,0,13,76,0,0.00,,0,0.00,
1,Canada,Canada,06-04-2020,16653,14,323,16667,336806,3616,21.70,8960,1155,7.45,44.340
59,British Columbia,Colombie-Britannique,07-04-2020,1291,0,43,1291,43257,783,60.65,8530,25,1.97,25.457
48,Alberta,Alberta,07-04-2020,1373,0,26,1373,65265,,,14930,25,1.85,31.409
47,Saskatchewan,Saskatchewan,07-04-2020,260,0,3,260,14203,,,12093,7,2.77,22.138
46,Manitoba,Manitoba,07-04-2020,203,14,3,217,13990,,,10216,13,6.37,15.846
35,Ontario,Ontario,07-04-2020,4726,0,153,4726,82055,,,5633,379,8.72,32.444
24,Quebec,Québec,07-04-2020,9340,0,150,9340,104526,,,12319,760,8.86,110.077
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,07-04-2020,228,0,2,228,3958,,,7589,2,0.88,43.717
13,New Brunswick,Nouveau-Brunswick,07-04-2020,105,0,0,105,6102,,,7855,2,1.94,13.517
12,Nova Scotia,Nouvelle-Écosse,07-04-2020,310,0,0,310,11559,,,11899,17,5.80,31.913
11,Prince Edward Island,Île-du-Prince-Édouard,07-04-2020,22,0,0,22,939,,,5983,0,0.00,14.017
60,Yukon,Yukon,07-04-2020,7,0,0,7,787,,,19264,0,0.00,17.134
61,Northwest Territories,Territoires du Nord-Ouest,07-04-2020,5,0,0,5,1230,,,27439,0,0.00,11.154
62,Nunavut,Nunavut,07-04-2020,0,0,0,0,234,,,6034,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,07-04-2020,13,0,0,13,76,,,,0,0.00,
1,Canada,Canada,07-04-2020,17883,14,380,17897,348105,,,9261,1230,7.38,47.612
59,British Columbia,Colombie-Britannique,08-04-2020,1336,0,48,1336,44269,838,62.72,8729,45,3.49,26.344
48,Alberta,Alberta,08-04-2020,1423,0,29,1423,66783,,,15278,50,3.64,32.553
47,Saskatchewan,Saskatchewan,08-04-2020,271,0,3,271,15059,,,12822,11,4.23,23.074
46,Manitoba,Manitoba,08-04-2020,206,15,3,221,14569,,,10638,4,1.84,16.138
35,Ontario,Ontario,08-04-2020,5276,0,174,5276,85703,,,5884,550,11.64,36.220
24,Quebec,Québec,08-04-2020,10031,0,175,10031,109270,,,12878,691,7.40,118.221
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,08-04-2020,232,0,2,232,4135,,,7928,4,1.75,44.483
13,New Brunswick,Nouveau-Brunswick,08-04-2020,108,0,0,108,6477,,,8338,3,2.86,13.903
12,Nova Scotia,Nouvelle-Écosse,08-04-2020,342,0,1,342,12072,,,12427,32,10.32,35.207
11,Prince Edward Island,Île-du-Prince-Édouard,08-04-2020,24,0,0,24,1347,,,8583,2,9.09,15.292
60,Yukon,Yukon,08-04-2020,7,0,0,7,794,,,19435,0,0.00,17.134
61,Northwest Territories,Territoires du Nord-Ouest,08-04-2020,5,0,0,5,1251,,,27908,0,0.00,11.154
62,Nunavut,Nunavut,08-04-2020,0,0,0,0,240,,,6189,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,08-04-2020,13,0,0,13,76,,,,0,0.00,
1,Canada,Canada,08-04-2020,19274,15,435,19289,361969,,,9630,1392,7.78,51.315
59,British Columbia,Colombie-Britannique,09-04-2020,1370,0,50,1370,45156,858,62.63,8904,34,2.54,27.015
48,Alberta,Alberta,09-04-2020,1451,0,32,1451,68116,,,15582,28,1.97,33.194
47,Saskatchewan,Saskatchewan,09-04-2020,278,0,3,278,16059,,,13673,7,2.58,23.670
46,Manitoba,Manitoba,09-04-2020,207,17,3,224,14569,,,10638,3,1.36,16.357
35,Ontario,Ontario,09-04-2020,5759,0,200,5759,89906,,,6172,483,9.15,39.536
24,Quebec,Québec,09-04-2020,10912,0,216,10912,113365,,,13361,881,8.78,128.604
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,09-04-2020,236,0,3,236,4384,,,8406,4,1.72,45.250
13,New Brunswick,Nouveau-Brunswick,09-04-2020,111,0,0,111,6949,,,8945,3,2.78,14.289
12,Nova Scotia,Nouvelle-Écosse,09-04-2020,373,0,2,373,13045,,,13429,31,9.06,38.398
11,Prince Edward Island,Île-du-Prince-Édouard,09-04-2020,25,0,0,25,1435,,,9143,1,4.17,15.929
60,Yukon,Yukon,09-04-2020,8,0,0,8,806,,,19729,1,14.29,19.582
61,Northwest Territories,Territoires du Nord-Ouest,09-04-2020,5,0,0,5,1265,,,28220,0,0.00,11.154
62,Nunavut,Nunavut,09-04-2020,0,0,0,0,247,,,6369,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,09-04-2020,13,0,0,13,76,,,,0,0.00,
1,Canada,Canada,09-04-2020,20748,17,509,20765,375302,,,9984,1476,7.65,55.242
59,British Columbia,Colombie-Britannique,10-04-2020,1410,0,55,1410,46236,879,62.34,9117,40,2.92,27.803
48,Alberta,Alberta,10-04-2020,1500,0,39,1500,70080,,,16032,49,3.38,34.315
47,Saskatchewan,Saskatchewan,10-04-2020,285,0,3,285,16952,,,14434,7,2.52,24.266
46,Manitoba,Manitoba,10-04-2020,215,15,4,230,16075,,,11738,6,2.68,16.795
35,Ontario,Ontario,10-04-2020,6237,0,222,6237,94271,,,6472,478,8.30,42.817
24,Quebec,Québec,10-04-2020,11677,0,241,11677,118217,,,13933,765,7.01,137.620
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10-04-2020,239,0,3,239,4520,,,8667,3,1.27,45.826
13,New Brunswick,Nouveau-Brunswick,10-04-2020,112,0,0,112,7299,,,9396,1,0.90,14.418
12,Nova Scotia,Nouvelle-Écosse,10-04-2020,407,0,2,407,13881,,,14290,34,9.12,41.899
11,Prince Edward Island,Île-du-Prince-Édouard,10-04-2020,25,0,0,25,1435,,,9143,0,0.00,15.929
60,Yukon,Yukon,10-04-2020,8,0,0,8,806,,,19729,0,0.00,19.582
61,Northwest Territories,Territoires du Nord-Ouest,10-04-2020,5,0,0,5,1342,,,29938,0,0.00,11.154
62,Nunavut,Nunavut,10-04-2020,0,0,0,0,261,,,6730,0,0.00,0.000
99,Repatriated travellers,Voyageurs rapatriés,10-04-2020,13,0,,13,76,,,,0,0.00,
1,Canada,Canada,10-04-2020,22133,15,569,22148,391375,,,10412,1383,6.66,58.921
59,British Columbia,Colombie-Britannique,11-04-2020,1445,0,58,1445,46236,905,62.63,9117,35,2.48,28.493
48,Alberta,Alberta,11-04-2020,1569,0,40,1569,72779,,,16649,69,4.60,35.893
47,Saskatchewan,Saskatchewan,11-04-2020,289,0,4,289,17716,,,15084,4,1.40,24.607
46,Manitoba,Manitoba,11-04-2020,226,17,4,243,16220,,,11844,13,5.65,17.744
35,Ontario,Ontario,11-04-2020,6648,0,253,6648,97838,,,6717,411,6.59,45.639
24,Quebec,Québec,11-04-2020,12292,0,289,12292,123115,,,14510,615,5.27,144.868
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11-04-2020,241,0,3,241,4713,,,9037,2,0.84,46.209
13,New Brunswick,Nouveau-Brunswick,11-04-2020,112,0,0,112,7500,,,9655,0,0.00,14.418
12,Nova Scotia,Nouvelle-Écosse,11-04-2020,428,0,2,428,14511,,,14938,21,5.16,44.060
11,Prince Edward Island,Île-du-Prince-Édouard,11-04-2020,25,0,0,25,1577,,,10048,0,0.00,15.929
60,Yukon,Yukon,11-04-2020,8,0,0,8,815,,,19949,0,0.00,19.582
61,Northwest Territories,Territoires du Nord-Ouest,11-04-2020,5,0,0,5,1370,,,30563,0,0.00,11.154
